No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi - Yoh 1:9-14,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200902,
2,07.00 WIB,Saat Teduh Bersama - Kematian daging – Kehidupan oleh Roh,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200902,
3,09.00 WIB,PA Wanita,GRII BSD,http://www.grii-bsd.org/live/,,20200902,
4,10.00 WIB,PA Wanita & Lansia - Wanita yang Setia & Allah yang Ajaib: Setia Di Dalam Kehilangan,Vik. Grace Kamuri,http://bit.ly/mriidepoklive,,20200902,
5,10.00 WIB,Persekutuan Wanita,GRII Karawaci,"Zoom Meeting ID : 937 1070 8047,
 Password : wanita",,20200902,
6,15.30 WIB,Persekutuan Doa,GRII Melbourne,https://bit.ly/irec-melb,,20200902,
7,17.00 WIB,PA - Penghiburan Mazmur: Kekuatan Ibadah,Pdt. Jimmy Pardede,http://bit.ly/griibdglive,,20200902,
8,18.00 WIB,PD - Wajah-Wajah Dosa: DOSA Sebagai PREDATOR,Vik. Thermanto D. S. Samosir,http://tinyurl.com/GRIIDenpasar,https://zoom.us/j/8950688000,20200902,
9,18.00 WIB,Persekutuan Doa,GRII Singapura,https://zoom.us/j/96970546878?pwd=NXk3WlZESElxNkIwVGx6dGxFZDhIdz09,https://www.rec-singapore.org/persekutuan-doa/,20200902,
11,18.30 WIB,Persekutuan Doa,MRII Yogyakarta,http://bit.ly/mriiyogya,,20200902,
10,18.30 WIB,Persekutuan Doa,Vik. Nurita Agustina,http://bit.ly/griimalanglive,,20200902,
12,18.45 WIB,PA & PD ,GRII Andhika,https://us02web.zoom.us/j/89346687402,https://linktr.ee/grii.andhika,20200902,
13,19.00 WIB,Eksposisi 10 Hukum (3),Pdt. Stephen Tong,https://www.youtube.com/c/reformedinjili,https://pusat.grii.org/live,20200902,
14,19.00 WIB,PD & PA - Moses: A Servant In All God's House (Problems Within & Problems Without),GRII Kebon Jeruk,http://bit.ly/griikebonjeruklive,,20200902,
16,19.00 WIB,PA - Mengapa Menara Babel?,Pdt. Christiady Cohen,https://zoom.us/j/156871211,,20200902,
17,19.00 WIB,Seri Pembinaan Pernikahan Kristen - Apakah aku salah memilih?,Vik. Inawaty Teddy,Pendaftaran Hubungi WA: https://wa.me/628522256088,,20200902,
18,19.00 WIB,Persekutuan Doa,GRII Cikarang,http://grii-cikarang.org/streaming,,20200902,
19,19.30 WIB,PA - Introduksi Surat 1 Timotius,Pdt. Billy Kristanto,https://griikg.org/live/,,20200902,
20,19.30 WIB,Persekutuan Doa,MRII Lampung,https://zoom.us/j/9831419595,,20200902,
21,19.30 WIB,Persekutuan Doa,GRII BSD,http://www.grii-bsd.org/live/,,20200902,
