No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,bit.ly/griisamarindalive,,20200425,
2,06.30 WIB,PD Pusat,GRII Pusat,https://www.youtube.com/channel/UC6kdcxhW_oXHgHl25i95moA/live,,20200425,
3,06.30 WIB,PD - Hidup dalam Kelimpahan,Pdt. Sutjipto Subeno,https://zoom.us/j/98699465297/,Zoom Meeting ID : 986 9946 5297,20200425,
4,06.30 WIB,Persekutuan Doa Pagi,GRII BSD & MRII GS,https://bit.ly/pdgriibsd,,20200425,
5,07.00 WIB,Saat Teduh Bersama - Yesus dan Kebenaran Taurat,Pdt. Eko Aria,http://bit.ly/griimalanglive,"Jika link salah, mohon cek Youtube GRII Malang (klik di sini)",20200425,
6,07.00 WIB,Persekutuan Doa,GRII KG,https://www.youtube.com/watch?v=b0292-AZShA,griikg.org/live,20200425,
7,08.30 WIB,Persekutuan Pemuda,Pdt. Budy Setiawan,https://monash.zoom.us/j/7778887899,,20200425,
8,10.00 WIB,"PA Anak - Jangan Takut, Kristus Sudah Bangkit",Sdr. Alfret Y. Tadjo Talo,https://www.youtube.com/watch?v=FN3zOkfrxaI,griidepok.com/live,20200425,
9,11.00 WIB,Persekutuan Doa,Pdt. Agus Marjanto,https://us02web.zoom.us/j/88399950425?pwd=ck53UG5GM2tRYUZIL3VPdnhGa2N6QT09,"Harap klik link yang tertera, karena ada passwordnya. Informasi : https://www.griisydney.org/",20200425,
10,13.00 WIB,Persekutuan Pemuda & Pekerja,Pdt. Agus Marjanto,https://us02web.zoom.us/j/89299157631?pwd=MXRLd0JsME53c2dZTExTemlHVS9zdz09,,20200425,
11,13.00 WIB,PA Anak - Iman yang B'ri Menang,Pdt. Jimmy Pardede,http://bit.ly/griibdglive,http://Youtube.com/GRIIBandungstreaming/live,20200425,
12,14.00 WIB,PA Remaja & Pemuda - Worship in God's Way (Ulangan 12 : 1-32),GRII Singapura,https://zoom.us/j/467448269?pwd=S3FOL3NjV1I2bWRuVEthUVdYamJpQT09,https://www.rec-singapore.org/pa-gabungan-remaja-pemuda/,20200425,
13,15.00 WIB,Persekutuan Pemuda - On Be[come]ing Human,"Sdr. Doni Harianja, Sdr. Alfret Y. Tadjo Talo",https://zoom.us/j/8434545367,Zoom Meeting ID : 843 454 5367,20200425,
14,16.00 WIB,PA - Korban Penebus Salah,GRII Karawaci,http://griikarawaci.tv/,https://livestream.com/griik,20200425,
15,17.00 WIB,PA Pemuda - Christianity & Popular Culture : Acceptance,Pdt. Jimmy Pardede,http://Youtube.com/GRIIBandungstreaming/live,griibandung.org/live,20200425,
16,17.00 WIB,PA Pemuda - A Portrait of Wise Living,Pdt. Heru Lin,https://www.youtube.com/watch?v=-XxuhDAGjFM,griikg.org/live,20200425,
17,17.00 WIB,PA - Pelayanan : Salib atau Kehormatan?,Pdt. J. Putratama Kamuri,https://www.youtube.com/watch?v=IC-WirvM7aI,,20200425,
18,17.00 WIB,"Bizet : Carmen, Suite No. 1 & 2
Clementi : Piano Concerto
Reinecke : Symphony No. 2",Jakarta Simfonia Orchestra,https://www.youtube.com/watch?v=xTtSHN0ND0g,https://www.youtube.com/channel/UCE10jo6n5pX_oLraRBL-AYg,20200425,
19,17.30 WIB,PA Pemuda - The Passion and Resurrection of Jesus - In Jerusalem,Sdr. Ayub Sumires,https://zoom.us/j/295613711,"Zoom Meeting ID : 295 613 711, Password : 694471",20200425,
20,18.00 WIB,PA Umum,"Pdt, Irwan Hung",bit.ly/griisamarindalive,https://www.youtube.com/channel/UCE0cTomDg9zjQjYTEuR40Kw,20200425,
21,18.30 WIB,PA - Mujizat dalam Perjanjian Baru : Tanda dalam Mujizat,Vik. Imelda Ginting,bit.ly/griikertajayalive,https://www.youtube.com/watch?v=Cp9u0wH48Dk,20200425,
22,18.30 WIB,Persiapan OSG,Pdt. Hendra Wijaya,https://zoom.us/j/96803372661?pwd=ZDJXQ0Q2NjFpRG12bXBEUmNnUG9NZz09,https://www.rec-singapore.org/persiapan-osg/,20200425,
23,19.00 WIB,PA - The Power of Suffering : Suffering in the Plan of God,Pdt. Benyamin F. Intan,https://www.youtube.com/watch?v=HXGjY4OLIno,griipondokindah.org/live,20200425,
24,19.00 WIB,"KKR Paskah - Yesus, Anak Daud",Pdt. Eko Aria,bit.ly/KKRPaskahLampung2020,https://www.youtube.com/watch?v=13gHgklicnU,20200425,
