No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200708,
2,07.00 WIB,Saat Teduh Bersama - Hak Milik dan Harta,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200708,
3,07.30 WIB,Seminar Musik - Bermazmur bagi Tuhan (2),Pdt. Billy Kristanto,Pendaftaran hubungi WA : https://wa.me/6289657798350,,20200708,
4,09.00 WIB,PA Wanita,GRII BSD,http://www.grii-bsd.org/live/,,20200708,
5,09.00 WIB,PA Anak - Apa Isinya Ya? - Hakim-Hakim,Vik. Bakti Anugrah,http://bit.ly/griicitralive,,20200708,
6,10.00 WIB,PA Wanita & Lansia - Kristus & Pengembaraan Padang Gurun : Kristus & Dosa Musa,Vik. Grace Kamuri,http://bit.ly/mriidepoklive,,20200708,
7,10.00 WIB,Panggung Boneka - Seri Tokoh Sejarah Gereja. Eps 5 - John Wycliffe,Pdt. Jimmy Pardede,http://bit.ly/tokohsejarahgereja,,20200708,
8,10.00 WIB,Studi Iman Kristen Remaja - Manusia & Dosa (3),GRII Buaran,Pendaftaran : https://bit.ly/SIKR2020,"Senin, 6Juli 2020 - Kamis, 9 Juli 2020",20200708,
9,15.30 WIB,Persekutuan Doa,Pdt. Budy Setiawan,https://bit.ly/irec-melb,,20200708,
10,17.00 WIB,PA - Bagaimana Menafsirkan Alkitab?,Pdt. Jimmy Pardede,http://bit.ly/griibdglive,,20200708,
12,18.00 WIB,Persekutuan Doa,GRII Singapura,https://zoom.us/j/96970546878?pwd=NXk3WlZESElxNkIwVGx6dGxFZDhIdz09,https://www.rec-singapore.org/persekutuan-doa/,20200708,
11,18.00 WIB,PD - Buah Roh : Sukacita - Mengalahkan Kebosanan,Vik. Thermanto D. S. Samosir,http://tinyurl.com/GRIIDenpasar,https://zoom.us/j/8950688000,20200708,
13,18.30 WIB,Persekutuan Doa,GRII Malang,http://bit.ly/griimalanglive,,20200708,
14,18.30 WIB,Persekutuan Doa,MRII Yogyakarta,http://bit.ly/mriiyogya,,20200708,
15,18.45 WIB,PA & PD,GRII Andhika,https://us02web.zoom.us/j/89346687402,https://linktr.ee/grii.andhika,20200708,
16,19.00 WIB,Eksposisi Doa Bapa Kami (Eps 5),Pdt. Stephen Tong,https://www.youtube.com/c/RELAYRMCI,https://pusat.grii.org/live,20200708,
17,19.00 WIB,PD & PA - Mewaspadai Parasit-Parasit Rohani,Pdt. Calvin Bangun,http://bit.ly/griikebonjeruklive,,20200708,
18,19.00 WIB,"PA - ""Drama"" di Eden : Adam, Pohon Kehidupan, dan Si Ular (4)",Pdt. Christiady Cohen,https://zoom.us/j/156871211,,20200708,
19,19.00 WIB,PA - Seri Pengajaran Teologi : Herman Bavinck - Kebaikan Tertinggi Manusia,GRII Ngagel  & GRII Graha Famili,Pendaftaran hubungi WA : https://wa.me/6285222560888,Sesi 2 tgl 22 Juli,20200708,
20,19.30 WIB,PA - Seri Intro PB : Introduksi Surat Filipi,Pdt. Billy Kristanto,https://griikg.org/live/,,20200708,
21,19.30 WIB,PD - Ucapan Syukur (3),Vik. Stephen B.,https://zoom.us/j/9831419595,,20200708,
22,19.30 WIB,Persekutuan Doa,GRII BSD,http://www.grii-bsd.org/live/,,20200708,
