No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200821,
2,07.00 WIB,Saat Teduh Bersama - ,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200821,
3,07.30 WIB,Pembinaan Rohani Siswa Kristen Online (Kelas 1-6 SD) - Aku Bebas ,Ibu Yulies I. Tan,https://kkrsiswa.stemi.id/,,20200821,
4,08.00 WIB,Belajar Katekismus Heidelberg : Tenth Commandment (QA 113-115),Pdt. Billy Kristanto,https://griikg.org/live/,,20200821,
5,16.00 WIB,PA Anak Kelas Kecil,GRII Singapura,https://www.rec-singapore.org/pa-anak-kelas-kecil/,,20200821,
6,17.00 WIB,Diskusi Remaja & Pemuda,Pdt. Eko Aria,"Zoom Meeting ID : 886 9447 9597.
 Password (jika dibutuhkan) : 190548",,20200821,
7,18.30 WIB,PA Pusat - Cinta yang Menghanguskan,Pdt. Jimmy Pardede,https://www.youtube.com/c/reformedinjili,https://pusat.grii.org/live,20200821,
7,18.30 WIB,PA - ,Vik. Maria Mazo,https://www.rec-singapore.org/pemahaman-alkitab/pa-umum/,,20200821,
8,18.30 WIB,PA Pemuda - ,Pdt. Solomon Yo,https://linktr.ee/grii.andhika,https://us02web.zoom.us/j/81371739483,20200821,
9,18.30 WIB,PA - ,Vik. Imelda Ginting,http://bit.ly/griikertajayalive,,20200821,
10,19.00 WIB,PA - Roh Kudus (Pekerjaan-Nya Di Dalam Kehidupan Kristen): Pencerah Akal Budi,Pdt. Thomy Matakupan,http://bit.ly/griibuaranlive,,20200821,
11,19.00 WIB,PA Umum,Vik. Stenly Y. Lailewan,http://bit.ly/mriibogorlive,https://facebook.com/MRIIBOGOR,20200821,
12,19.00 WIB,PA & PD,GRII Kuningan,Pendaftaran hubungi WA : https://wa.me/62811123482,,20200821,
13,19.00 WIB,PA Umum (Mandarin),Vik. Irwan Arifin,https://zoom.us/j/831773599088,http://meet.google.com/tpz-khvy-apx,20200821,
14,19.30 WIB,PA -,Vik. Eben Matalu,https://www.youtube.com/c/GRIIBatam/live,,20200821,
