No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200728,
2,07.00 WIB,Saat Teduh Bersama - Show Me Thy Glory - Allah Penuh Kemurahan,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200728,
3,08.00 WIB,Belajar Katekismus Heidelberg : True Repentance (QA 88-91),Pdt. Billy Kristanto,https://griikg.org/live/,,20200728,
4,10.00 WIB,PA Wanita,GRII Pondok Indah,Pendaftaran hubungi WA : https://wa.me/6281717717700,,20200728,
5,13.00 WIB,PA Wanita,GRII Kuningan,Pendaftaran hubungi WA : https://wa.me/62811123482,,20200728,
6,14.00 WIB,PA Wanita - Cruciform Discipleship (3),Ibu Stanly Simon,https://griikg.org/live/,,20200728,
7,18.00 WIB,Pembinaan Keluarga - Perceraian dan Pernikahan Kembali,"Pdt. Eko Aria,
Pdt. Jadi S. Lima",http://bit.ly/griimalanglive,,20200728,
8,18.30 WIB,PA - Iman Kristen & Kerja : Kerja dan Nilai Hasil Kerja,Pdt. Sutjipto Subeno,Pendaftaran : http://tinyurl.com/PAOnlineGRIIBintaro,Atau via WA : https://wa.me/628119882277,20200728,
9,18.30 WIB,PA Wanita - Memahami dan Membentuk Seksualitas Anak (1),MRII Makassar,https://us02web.zoom.us/j/5520095323?pwd=eTRLVjFnTkZSWHlZNkVkU0JGdzRFZz09,"Zoom Meeting ID: 552 009 5323
Password: 1234567",20200728,
10,19.00 WIB,Eksposisi Doa Bapa Kami (Eps 16),Pdt. Stephen Tong,https://www.youtube.com/c/reformedinjili,https://pusat.grii.org/live,20200728,
