No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200820,
2,06.30 WIB,PD - Liberating to Love Brother in the Church,Pdt. Hendra Wijaya,https://zoom.us/j/2232232211,,20200820,
3,07.00 WIB,"Saat Teduh Bersama - Ruhama, Ami – Umat, Dikasihi",Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200820,
4,09.00 WIB,Kelas Kamis Pagi - ,Vik. Maria Mazo,https://www.rec-singapore.org/kelas-kamis-pagi/,,20200820,
5,16.00 WIB,PA Wanita & Lansia -  Kristus di Mata Perjanjian Lama: Keturunan Perempuan,Pdt. Sutjipto Subeno,https://zoom.us/j/96826430082,,20200820,
6,17.00 WIB,Apresiasi Buku Teologi -       ,Vik. Stenly Y. Lailewan,https://bit.ly/mriibogorlive,https://web.facebook.com/MRIIBOGOR,20200820,
7,17.00 WIB,Panggung Boneka -,GRII Solo,Zoom Meeting ID : 804 125 2633,Join dengan format username : Nama anak / Kota asal (contoh : Luther / Solo),20200820,
10,18.00 WIB,PA Pemuda - ,Pdt. Daniel Santoso,Pendaftaran hubungi WA: https://wa.me/8618507724439,aadithya,20200820,
9,18.00 WIB,Persekutuan Doa,GRII Samarinda,http://bit.ly/griisamarindalive,,20200820,
8,18.00 WIB,PD & PA Pusat (Mandarin - Indonesia),GRII Pusat,https://pusat.grii.org/live,https://livestream.com/stemi/pamandarin,20200820,
11,18.30 WIB,PA - ,Pdt. Romeo Mazo,https://youtu.be/vR34LGWqaWM,"Zoom Meeting ID : 552 009 5323,
 Password : 1234567",20200820,
12,18.30 WIB,PA - ,Vik. Bakti Anugrah,http://bit.ly/griikertajayalive,,20200820,
13,18.30 WIB,PA Umum - Roh Kudus Dalam Kitab Mazmur,Pdt. Elvis Ratta,"Zoom Meeting ID: 810 6185 5418, Password: 258174",Wajib daftar ke http://wa.me/628125312059,20200820,
14,19.00 WIB,"NREC 2012 - Iman, Theologi Reformed, dan Prinsip Pelayanan",Pdt. Stephen Tong ,https://www.youtube.com/c/reformedinjili,https://pusat.grii.org/live,20200820,
15,19.00 WIB,PA - ,Vik. Maria Mazo,https://bit.ly/priijambilive,https://zoom.us/j/88614079700,20200820,
16,19.30 PM,PA Pemuda - ,"Markus L. Rahardja, Olivia Wiranata, Erni Steffi",https://griikg.org/live,,20200820,
17,19.30 WIB,PA - ,"Pdt. Titus Ndoen,
Pdt. Handi Gunawan",http://www.grii-bsd.org/live/,,20200820,
18,20.00 WIB,Prayer Night,GRII Pusat - EWS,https://us02web.zoom.us/j/83607820171,English Worship Service,20200820,
