No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,06.10 WIB,PD + KU - Good Grief (2 Samuel 1:17-27),Pdt. Budy Setiawan,http://bit.ly/griimelbournelive,,20200927,
2,07.00 WIB,KU -  Rahasia Cara Pemeliharaan Allah (Puritan on God's Providence),Pdt. Agus Marjanto,https://www.youtube.com/c/GRIISydney,https://www.griisydney.org/relay-live/,20200927,
3,07.30 WIB,Kebaktian Umum - Mandarin & Indonesia,Pdt. Stephen Tong,https://www.youtube.com/c/reformedinjili/live,https://pusat.grii.org/live,20200927,
1,07.30 WIB,,GRII Samarinda,http://bit.ly/griisamarindachannel,,20200927,Semua Kelas
2,08.00 WIB,,Vik. Nurita Agustina,http://bit.ly/griimalanglive,,20200927,Semua Kelas - Allah Memberikan Hidup Kekal
4,09.00 WIB,KU - Eksposisi Surat Galatia: Janji Tuhan Bagi Orang Beriman,Pdt. Daniel Santoso,Pendaftaran Hubungi WA : https://wa.me/6281211626422,,20200927,
5,09.30 WIB,Kebaktian Umum - Indonesia,Pdt. Stephen Tong,https://www.youtube.com/c/reformedinjili/live,https://pusat.grii.org/live,20200927,
6,10.00 WIB,English Worship Service,Rev. Michael Densmoor,https://www.youtube.com/c/AUVIGRII/live,http://pusat.grii.org/ews,20200927,
1,10.30 WIB,,GRII BSD & MRII GS,https://www.youtube.com/watch?v=0gajMMEkNwM,http://www.grii-bsd.org/live/,20200927,Kelas Batita - Balita
7,14.00 WIB,Pembinaan Doktrinal - Doktrin Tritunggal bagi Pertumbuhan Rohaniku,Pdt. Jimmy Pardede,http://bit.ly/griibdglive,,20200927,
8,16.00 WIB,"Kebaktian Umum (Siaran Ulang Mandarin, Indonesia, dan Inggris)",GRII Pusat,https://pusat.grii.org/live,https://livestream.com/stemi/StreamingReformedInjili,20200927,
9,16.00 WIB,Talkshow - Redeeming Culture: Church and Theology,"Pdt. Eko Aria, Vik. Farlen I. Tatukude",Pendaftaran Hubungi WA: https://wa.me/628522256088,https://wa.me/6287880214693,20200927,
10,18.00 WIB,Persekutuan Remaja - Yesus Kebangkitan dan Hidup: Juruselamat Yang Disalibkan,Vik. Nyoman H. Samuel,https://zoom.us/j/8950688000,,20200927,
11,19.00 WIB,Pembinaan Pranikah & Keluarga - Budaya Populer & Kehancuran Pernikahan: Budaya Salah Mengerti,Pdt. Jimmy Pardede,http://bit.ly/griibdglive,,20200927,
