No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,bit.ly/griisamarindalive,,20200507,
2,06.30 WIB,PD - Nahum & The Shepherd-King Christology,Pdt. Hendra Wijaya,https://zoom.us/j/246316777,Zoom Meeting ID : 246 316 777,20200507,
3,07.00 WIB,Saat Teduh Bersama - Doa yang Terkabul,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200507,
4,09.00 WIB,Kelas Kamis Pagi,Vik. Maria Mazo,https://www.youtube.com/channel/UCCKnd2CHoBHeb8YNDGOrlWw/live,https://zoom.us/j/94398168051?pwd=U0svVzlBTkdEdWNxL2tIV1Jib2dkUT09,20200507,
5,09.00 WIB,PA - Eksposisi Kitab Pengkhotbah : Apakah Hidupmu Tidak Berarti?,Pdt. Daniel Santoso,Zoom Meeting ID belum ada,Info hubungi +8618507724439 (klik di sini utk WA),20200507,
6,16.30 WIB,PD & PA - Kerajaan 1000 Tahun & Langit-Bumi Baru : Tuhan Yesus Segera Datang!,Pdt. Antonius Steven Un,http://bit.ly/griikebonjeruklive,http://griikebonjeruk.org/live,20200507,
7,16.30 WIB,PA - Doa dalam PL : Doa Hana & 7 Protes dalam Maleakhi,Vik. Bakti Anugrah,http://bit.ly/griikertajayalive,,20200507,
8,17.00 WIB,PA - Kristologi : Model Doktrin Inkarnasi Kristus,Bp. Tonny Sutrisno,https://www.youtube.com/user/griicikarang/live,,20200507,
9,17.30 WIB,Persekutuan Doa,MRII Balikpapan,,"Zoom Meeting ID : 839 0428 4324,
Password : 016191",20200507,
12,18.00 WIB,Persekutuan Doa,Pdt. Irwan Hung,bit.ly/griisamarindalive,,20200507,
10,18.00 WIB,PD & PA Mandarin Pusat (中文),GRII Pusat,https://www.youtube.com/channel/UC6kdcxhW_oXHgHl25i95moA/live,pusat.grii.org/live,20200507,
11,18.00 WIB,PA Pemuda - Richard Dawkins on The God Delusion,Pdt. Daniel Santoso,https://zoom.us/j/92504606161?pwd=ZUF4dWg2aW03NmFwdERVVFc5Z0krZz09,Info hubungi +8618507724439 (klik di sini utk WA),20200507,
13,18.30 WIB,Pemahaman Alkitab,MRII Makassar,https://us02web.zoom.us/j/5520095323?pwd=eTRLVjFnTkZSWHlZNkVkU0JGdzRFZz09,"Zoom Meeting ID : 552 009 5323,
Password : 1234567",20200507,
14,18.30 WIB,PA - Pengantar Kitab Yoel : Dukacita Sebuah Bangsa,Pdt. Elvis Ratta,,"Zoom Meeting ID : 879 7829 6929,
Password : 005092",20200507,
15,19.00 WIB,PD - Thanksgiving for God's Presence : Apakah Doa yang Berkuasa Itu?,Pdt. Romeo Mazo,http://bit.ly/griibdglive,griibandung.org/live,20200507,
16,19.00 WIB,Seminar 2 Hari - Kesedihan dan Kemilau Kebenaran,Pdt. Jadi S. Lima,"Via Zoom. Ada kontribusi, mohon info & pendaftaran menghubungi no di kolom keterangan",Info hubungi 08119303787 (klik di sini utk WA),20200507,
17,19.00 WIB,KTB Pemuda - Meekness is Not Weakness,GRII Graha Famili,"Zoom Meeting ID : 862 1139 3499,
Password : 094789","Jika salah, mohon cek di IG GRII Graha Famili (klik di sini)",20200507,
18,19.00 WIB,Pemahaman Alkitab,PRII Jambi,https://zoom.us/j/88614079700,Zoom Meeting ID : 886 1407 9700,20200507,
19,19.30 WIB,PA - 11 Penampakan Kristus Sebelum Naik ke Sorga (3),Pdt. Titus Ndoen,http://bit.ly/griibsdlive,,20200507,
20,20.00 WIB,Prayer Night (English Worship Service),REC Jakarta,https://zoom.us/j/83607820171,Zoom Meeting ID : 836 0782 0171,20200507,
