No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200724,
2,07.00 WIB,Saat Teduh Bersama - Kemah Pertemuan,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200724,
3,08.00 WIB,Belajar Katekismus Heidelberg : Keys of The Kingdom (QA 83-85),Pdt. Billy Kristanto,https://griikg.org/live/,,20200724,
4,16.00 WIB,PA Anak Kelas Kecil,GRII Singapura,https://www.rec-singapore.org/pa-anak-kelas-kecil/,,20200724,
5,16.30 WIB,PA Wanita - Naomi : Penderitaan yang Dipakai Tuhan,Vik. Inawaty Teddy,Pendaftaran hubungi WA : https://wa.me/6287888550111,,20200724,
6,18.30 WIB,PA Pusat - Memahami Panggilan Tuhan,Pdt. Jadi S. Lima,https://pusat.grii.org/live,,20200724,
7,18.30 WIB,PA - Christian Living : How to Stay Faithful in This Unfaithful World,Pdt. Adrian Jonatan,https://www.rec-singapore.org/pemahaman-alkitab/pa-umum/,,20200724,
8,18.30 WIB,PA Pemuda - Ethos of the Reformed Tradition (1),Pdt. Solomon Yo,https://linktr.ee/grii.andhika,https://us02web.zoom.us/j/81371739483,20200724,
9,18.30 WIB,PA - Relasi yang Kusut : Keluarga,Vik. Imelda Ginting,http://bit.ly/griikertajayalive,,20200724,
10,19.00 WIB,PA - Potret Yesus di Dalam Injil Yohanes : Pemberi Harapan,Pdt. Thomy Matakupan,http://bit.ly/griibuaranlive,,20200724,
11,19.00 WIB,PA Umum,Vik. Stenly Y. Lailewan,http://bit.ly/mriibogorlive,https://facebook.com/MRIIBOGOR,20200724,
12,19.00 WIB,PA & PD,GRII Kuningan,Pendaftaran hubungi WA : https://wa.me/62811123482,,20200724,
13,19.00 WIB,PA Umum (Mandarin),Vik. Irwan Arifin,https://zoom.us/j/831773599088,http://meet.google.com/tpz-khvy-apx,20200724,
14,19.30 WIB,PA - Bukti-bukti Kristen Sejati (3),Pdt. Romeo Mazo,https://www.youtube.com/c/GRIIBatam/live,,20200724,
