No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200625,
2,06.30 WIB,PD - Three Tales of The Kingdom of God : 3. The Reaper,Pdt. Hendra Wijaya,https://zoom.us/j/2232232211,,20200625,
3,07.00 WIB,Saat Teduh Bersama - Hormat Terhadap Orang Tua,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200625,
4,08.00 WIB,BCN 2020 - Sesi 10 & 11,Pdt. Stephen Tong dan rekan-rekan,https://bcn.stemi.id/,,20200625,
5,09.00 WIB,Kelas Kamis Pagi,Vik. Maria Mazo,https://www.rec-singapore.org/kelas-kamis-pagi/,,20200625,
6,09.00 WIB,Persekutuan - Redeeming Culture on Duan Wu Jie (端午節) Tradition,Pdt. Daniel Santoso,Pendaftaran Hubungi WA : https://wa.me/62817323399,,20200625,
7,16.00 WIB,PA Wanita & Lansia - Kristologi 2 : Kuasa Kristus atas Pencobaan,Pdt. Sutjipto Subeno,https://zoom.us/j/92799816578,,20200625,
8,17.00 WIB,PA & PD - Kristus Sumber Air Hidup,Sdr. Hanslaveda,http://bit.ly/griibdglive,,20200625,
9,17.00 WIB,Apresiasi Buku Teologi - Jesus Among Other Gods (3),Vik. Stenly Y. Lailewan,https://bit.ly/mriibogorlive,Live FB : https://www.facebook.com/Mimbar-Reformed-Injili-Indonesia-Bogor-104262257972271,20200625,
11,17.30 WIB,PA - Rasa Cukup,Vik. Charles F. Marunduri,https://us02web.zoom.us/j/5520095323?pwd=eTRLVjFnTkZSWHlZNkVkU0JGdzRFZz09,"Zoom Meeting ID : 552 009 5323,
 Password : 1234567",20200625,
10,17.30 WIB,PA Umum,Pdt. Elvis Ratta,"Info Zoom, mohon cek posting di IG : https://www.instagram.com/mriibalikpapan",,20200625,
12,18.00 WIB,PD & PA Pusat (Mandarin - Indonesia),GRII Pusat,https://www.youtube.com/channel/griitv/live,https://livestream.com/stemi/pamandarin,20200625,
13,18.00 WIB,PA Pemuda - Strange Fire : Theologi Kesuksesan,Pdt. Daniel Santoso,Pendaftaran hubungi WA : https://wa.me/8618507724439,,20200625,
14,18.00 WIB,PA - Kristologi : Pandangan Post Reformasi terhadap Doktrin Inkarnasi,Bp. Tonny Sutrisno,https://www.youtube.com/user/griicikarang/live,http://us02web.zoom.us/j/83189823625?pwd=YzRkRWpzWWx3cW1yMnVFazkxRnhqZz09,20200625,
15,18.00 WIB,Persekutuan Doa,GRII Samarinda,http://bit.ly/griisamarindalive,,20200625,
16,18.30 WIB,PA - Berkat/Kutuk & Ucapan Bahagia/Celaka,Vik. Bakti Anugrah,https://www.youtube.com/watch?v=_b1xZVYeELY,,20200625,
17,19.00 WIB,Eksposisi Doa Bapa Kami (Eps 2),Pdt. Stephen Tong,https://www.youtube.com/watch?v=wANtYU8AApM,https://pusat.grii.org/live,20200625,
18,19.00 WIB,PA - The Theology of Prayer,Pdt. Romeo Mazo,https://zoom.us/j/88614079700,,20200625,
19,19.30 WIB,PA - Eksposisi Kitab Kisah Para Rasul,Pdt. Titus Ndoen,http://www.grii-bsd.org/live/,,20200625,
20,20.00 WIB,Prayer Night (English Worship Service),Rev. Michael Densmoor,https://us02web.zoom.us/j/83607820171,,20200625,
