No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200729,
2,07.00 WIB,Saat Teduh Bersama - Pembaharuan Perjanjian,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200729,
3,08.00 WIB,Belajar Katekismus Heidelberg : First Commandment (QA 92-95),Pdt. Billy Kristanto,https://griikg.org/live/,,20200729,
4,09.00 WIB,PA Wanita,GRII BSD,http://www.grii-bsd.org/live/,,20200729,
5,10.00 WIB,PA Wanita & Lansia - Kristus & Pengembaraan Padang Gurun : Kristus & Kota Perlindungan,Vik. Grace Kamuri,http://bit.ly/mriidepoklive,,20200729,
6,10.00 WIB,Persekutuan Wanita,Vik. Tirza Rachmadi,"Zoom Meeting ID : 937 1070 8047,
 Password : wanita",,20200729,
7,15.30 WIB,Persekutuan Doa,GRII Melbourne,https://bit.ly/irec-melb,,20200729,
8,17.00 WIB,PA - Penafsiran Alkitab : Rereading Old Testament,Pdt. Jimmy Pardede,http://bit.ly/griibdglive,,20200729,
10,18.00 WIB,Persekutuan Doa,GRII Singapura,https://zoom.us/j/96970546878?pwd=NXk3WlZESElxNkIwVGx6dGxFZDhIdz09,https://www.rec-singapore.org/persekutuan-doa/,20200729,
9,18.00 WIB,PD - Buah Roh : Kemurahan - Mengalahkan Egoisme,Vik. Thermanto D. S. Samosir,http://tinyurl.com/GRIIDenpasar,https://zoom.us/j/8950688000,20200729,
11,18.30 WIB,Persekutuan Doa,Vik. Atul,http://bit.ly/griimalanglive,,20200729,
12,18.30 WIB,Persekutuan Doa,MRII Yogyakarta,http://bit.ly/mriiyogya,,20200729,
13,18.45 WIB,PA & PD - The Genuineness of Your Faith Tested by Fire : When Bad Things Happened to Good People,Pdt. Solomon Yo,https://us02web.zoom.us/j/89346687402,https://linktr.ee/grii.andhika,20200729,
14,19.00 WIB,Eksposisi Doa Bapa Kami (Eps 17),Pdt. Stephen Tong,https://www.youtube.com/c/reformedinjili,https://pusat.grii.org/live,20200729,
15,19.00 WIB,PD & PA - Mengapakah Engkau Berseru-seru Demikian Kepada-Ku?,Pdt. Calvin Bangun,http://bit.ly/griikebonjeruklive,,20200729,
16,19.00 WIB,PA - Kain Membangun Kota?,Pdt. Christiady Cohen,https://zoom.us/j/156871211,,20200729,
18,19.30 WIB,PD - Introduksi Kitab Habakuk : Pergumulan Keadilan Tuhan,Vik. Stephen B.,https://zoom.us/j/9831419595,,20200729,
17,19.30 WIB,PA - Genocidal God? (3),Pdt. Jethro Rachmadi,https://griikg.org/live/,,20200729,
19,19.30 WIB,Persekutuan Doa,GRII BSD,http://www.grii-bsd.org/live/,,20200729,
