No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200702,
2,06.30 WIB,PD - Disatukan dalam Darah Kristus,Pdt. Sutjipto Subeno,https://zoom.us/j/2232232211,,20200702,
3,07.00 WIB,Saat Teduh Bersama - Respon Israel terhadap Kehadiran TUHAN,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200702,
4,07.45 WIB,NRETC 2020 - Hari ke-2,Pdt. Stephen Tong dan rekan-rekan,http://nretc.stemi.id/,,20200702,
5,08.00 WIB,Belajar Katekismus Heidelberg : The Holy Catholic Church (QA 54-56),Pdt. Billy Kristanto,https://griikg.org/live/,,20200702,
6,09.00 WIB,Kelas Kamis Pagi,Vik. Maria Mazo,https://www.rec-singapore.org/kelas-kamis-pagi/,,20200702,
7,09.00 WIB,PA Anak - Apa Isinya Ya? - Kejadian,Bp. Leo Slamet,http://bit.ly/griicitralive,,20200702,
8,16.00 WIB,PA Wanita & Lansia - Kuasa Hidup dalam Kristus (2) : Memiliki Hati Kristus,Pdt. Sutjipto Subeno,https://zoom.us/j/92799816578,,20200702,
9,16.00 WIB,PA Anak Seri Tokoh II - Pilih Mana Ya? - Yohanes : Duduk Jauh vs Duduk Dekat,Vik. Imelda Ginting,http://bit.ly/griikertajayalive,,20200702,
11,17.00 WIB,Apresiasi Buku Teologi - Allah di Tengah Pusaran Topan (David F. Wells) (1),Vik. Stenly Y. Lailewan,https://bit.ly/mriibogorlive,Live FB : https://www.facebook.com/Mimbar-Reformed-Injili-Indonesia-Bogor-104262257972271,20200702,
10,17.00 WIB,PA & PD - Kristus : Pintu Keselamatan,Vik. Hanslaveda,http://bit.ly/griibdglive,,20200702,
12,17.30 WIB,PA Umum,Pdt. Elvis Ratta,"Info Zoom, mohon cek posting di IG : https://www.instagram.com/mriibalikpapan",,20200702,
13,17.30 WIB,PA - Grow in Grace of Christian Gratitude and Courtesy,Vik. Charles F. Marunduri,https://us02web.zoom.us/j/5520095323?pwd=eTRLVjFnTkZSWHlZNkVkU0JGdzRFZz09,"Zoom Meeting ID : 552 009 5323,
 Password : 1234567",20200702,
14,18.00 WIB,PD & PA Pusat (Mandarin - Indonesia),GRII Pusat,https://www.youtube.com/channel/griitv/live,https://livestream.com/stemi/pamandarin,20200702,
15,18.00 WIB,Persekutuan Doa,GRII Samarinda,http://bit.ly/griisamarindalive,,20200702,
16,18.00 WIB,PA Pemuda - Iman Kristen & Disrupsi Millenial : Keberanian Mengenal Allah,Pdt. Daniel Santoso,Pendaftaran hubungi WA : https://wa.me/8618507724439,,20200702,
17,19.00 WIB,Eksposisi Doa Bapa Kami (Eps 4),Pdt. Stephen Tong,https://www.youtube.com/c/RELAYRMCI,https://pusat.grii.org/live,20200702,
18,19.00 WIB,PA - The Theology of Prayer (2),Pdt. Romeo Mazo,https://zoom.us/j/88614079700,,20200702,
19,19.30 WIB,PA - Eksposisi Kitab Kisah Para Rasul,Pdt. Handi Gunawan,http://www.grii-bsd.org/live/,,20200702,
20,20.00 WIB,Prayer Night (English Worship Service),Rev. Michael Densmoor,https://us02web.zoom.us/j/83607820171,,20200702,
