No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,https://www.youtube.com/watch?v=Qsdi8yDQX3g,,"Rabu, 1 April 2020",
2,06.30 WIB,Bersukacita dalam Penderitaan,Pdt. Sutjipto Subeno,https://zoom.us/j/248651173,"Bisa pakai app Zoom, Meeting ID : 248 651 173","Rabu, 1 April 2020",
3,10.00 WIB,Raja Yehu,Vic. Lita Tjung,http://griikarawaci.tv/,Info hub Tika : 0815 9227 706,"Rabu, 1 April 2020",
4,10.00 WIB,Alkitab dan Lingkungannya,Vic. Grace Kamuri,https://zoom.us/j/8434545367,Zoom Meeting ID : 843 4545 367,"Rabu, 1 April 2020",
5,14.00 WIB,Shield of Faith,Pdt. Budy Setiawan,bit.ly/3d5MS7h,,"Rabu, 1 April 2020",
6,16.30 WIB,Keagungan Penderitaan,"Pdt. Antonius Steven Un, Pdt, Calvin Bangun",griikebonjeruk.org/live,Link 2 : grii-semarang.org/live,"Rabu, 1 April 2020",
7,18.30 WIB,Ten Plagues of Egypt - Hujan Es,Pdt. Aiter,https://www.youtube.com/watch?v=HatMjA-ezS8,,"Rabu, 1 April 2020",
8,19.00 WIB,Pengharapan dalam Kesulitan,Pdt. Jimmy Pardede,http://Youtube.com/GRIIBandungstreaming/live,,"Rabu, 1 April 2020",
9,19.00 WIB,Prayer for Strength,Pdt. David Tong,https://livestream.com/griik/pd401,http://griikarawaci.tv,"Rabu, 1 April 2020",
10,19.00 WIB,Family Concert Series - 2018 April,Konser ASJ,https://www.youtube.com/watch?v=Jn38V-opPnE,,"Rabu, 1 April 2020",
11,19.30 WIB,Eksposisi Kitab Imamat - Peraturan Bagi Para Imam,Pdt. Jethro Rachmadi,griikg.org/live,Zoom Meeting ID : 814 054 026,"Rabu, 1 April 2020",
