No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,06.10 WIB,PD + KU - Welcome to Darwin's Arena,Vik. Lim Yi Jin,http://bit.ly/griimelbournelive,,20200726,
2,07.00 WIB,KU - Rahasia Cara Kerja Pemeliharaan Allah (Puritan on God's Providence),Pdt. Agus Marjanto,https://www.youtube.com/c/GRIISydney,https://www.griisydney.org/relay-live/,20200726,
1,07.00 WIB,,MRII Balikpapan,"Zoom Meeting ID : 895 8069 1588,
Password : 010215","Bagi yang ikut pertama kali, wajib daftar via WA : https://wa.me/6281331472488",20200726,Kelas Besar (Kelas 1 - 7)
3,07.30 WIB,Kebaktian Umum - Mandarin & Indonesia,Pdt. Stephen Tong,https://www.youtube.com/c/reformedinjili,https://pusat.grii.org/live,20200726,
1,07.30 WIB,,GRII Kertajaya,https://us02web.zoom.us/j/4060794206?pwd=MDBzRTNiSVBQRlV4RkRyQ0xXNFdPUT09,"Zoom Meeting ID: 406 079 4206
Password : TruthnLov3",20200726,Kelas 5 - 6 SD
2,07.30 WIB,,Vik. Diana Bunjamin,http://bit.ly/griisamarindachannel,,20200726,Semua Kelas - Hukum yang Ke-empat
1,08.00 WIB,,GRII Kertajaya,https://us04web.zoom.us/j/8042815766?pwd=THBtVlVnaUVCeHI4ZVdZSjd3NW9wZz09,"Zoom Meeting ID: 804 281 5766
Password : 9qvoqu",20200726,Kelas 3 - 4 SD
1,08.00 WIB,,GRII Denpasar,https://zoom.us/j/83597908990,,20200726,Kelas 1 - 2 SD
3,08.00 WIB,,GRII Singapura,https://zoom.us/j/93733015842?pwd=VS9VN1hzN1RZblVLcXVFcURoYkxyQT09,,20200726,Kelas Nursery
2,08.00 WIB,,GRII Kertajaya,https://us04web.zoom.us/j/77139079765?pwd=OFJ6QmFtRmx6c284eXRtQ1MxNHh3UT09,"Zoom Meeting ID: 771 3907 9765
Password : 9ev4WG",20200726,Kelas Balita
5,08.00 WIB,,GRII Singapura,https://zoom.us/j/92520761900?pwd=R1c1cFlPYStqeFpLb0pUbWI3UWpKUT09,,20200726,Kelas Besar Pagi
4,08.00 WIB,,GRII Singapura,https://zoom.us/j/92373464058?pwd=TDIwdjliVzZuZ3RjUjI1VVkrWXdudz09,,20200726,Kelas Kecil Pagi
1,08.00 WIB,,GRII Denpasar,https://zoom.us/j/8950688000,,20200726,Kelas Batita - Balita
3,08.00 WIB,,Vik. Nurita Agustina,http://bit.ly/griimalanglive,,20200726,Semua Kelas - Allah Selalu Baik
6,08.15 WIB,,MRII Balikpapan,"Zoom Meeting ID : 836 1137 3792,
Password : 965596","Bagi yang ikut pertama kali, wajib daftar via WA : https://wa.me/6281331472488",20200726,Kelas Kecil (Playgroup - TK)
4,08.30 WIB,,GRII Kertajaya,https://us02web.zoom.us/j/7530305322?pwd=ejlUMkw1V2hzN1l6R3VxY0dwZm9KZz09,"Zoom Meeting ID: 753 030 5322
Password : 111829",20200726,Kelas Baduta - Batita
2,08.30 WIB,,GRII Kertajaya,https://us04web.zoom.us/j/7497584120?pwd=RXNOaUtZR1YrZmovQlZ5dW9DYVYrUT09,"Zoom Meeting ID: 749 758 4120
Password : SMK1/2K15",20200726,Kelas 1 - 2 SD
4,09.00 WIB,KU - Konklusi Kehidupan : Ingatlah Akan Penciptamu,Pdt. Daniel Santoso,Pendaftaran Hubungi WA : https://wa.me/6281211626422,,20200726,
5,09.30 WIB,Kebaktian Umum - Indonesia,Pdt. Stephen Tong,https://www.youtube.com/c/reformedinjilii,https://pusat.grii.org/live,20200726,
6,10.00 WIB,English Worship Service,Rev. Michael Densmoor,https://www.youtube.com/c/AUVIGRII/live,http://pusat.grii.org/ews,20200726,
5,13.00 WIB,,GRII Singapura,https://zoom.us/j/94230763577?pwd=MDJEbGR1d2FremthNTJnbm9DQWdwdz09,,20200726,Kelas Kindy
2,13.00 WIB,,GRII Singapura,https://zoom.us/j/96259161055?pwd=WGhZTFA1WHJPaHlvR3NEaitSQ1Fmdz09,,20200726,Kelas 3 - 4 SD
2,14.00 WIB,,GRII Denpasar,https://zoom.us/j/83597908990,,20200726,Kelas 5 - 6 SD
3,14.00 WIB,,GRII Denpasar,https://zoom.us/j/8950688000,,20200726,Kelas 3 - 4 SD
3,14.30 WIB,,GRII Singapura,https://zoom.us/j/94043882852?pwd=bFpVTU5QcUlyT2IxaEdkeExGWFl4QT09,,20200726,Kelas 1 - 2 SD
3,15.00 WIB,,GRII Singapura,https://zoom.us/j/98292000805?pwd=ais0WmxvYnNGME9sTjNzSE84OWpMdz09,,20200726,Kelas 5 - 6 SD
4,16.00 WIB,,GRII BSD & MRII GS,http://www.grii-bsd.org/live/,http://www.grii-bsd.org/live/,20200726,Kelas 4 - 6 SD
