No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200617,
2,07.00 WIB,Saat Teduh Bersama - Injil Kerajaan dan Taurat,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200617,
3,08.00 WIB,Belajar Katekismus Heidelberg : Suffered under Pontius Pilate (QA 37 - 39),Pdt. Billy Kristanto,https://griikg.org/live/,,20200617,
4,09.00 WIB,PA Wanita - Pengujian Diri (2),Pdt. Handi Gunawan,http://www.grii-bsd.org/live/,,20200617,
5,10.00 WIB,PA Wanita & Lansia - Kristus & Pengembaraan Padang Gurun : Kristus & Keserakahan Israel,Vik. Grace Kamuri,http://bit.ly/mriidepoklive,,20200617,
6,10.00 WIB,Panggung Boneka - Seri Tokoh Sejarah Gereja. Eps 3 - Anselmus,Pdt. Jimmy Pardede,http://bit.ly/tokohsejarahgereja,,20200617,
7,15.30 WIB,PD - Book of Philippians,Pdt. Budy Setiawan,https://bit.ly/irec-melb,,20200617,
8,16.00 WIB,PA Anak Seri Tokoh -  Pilih Mana Ya? - Simson : Rambut Panjang vs Pendek,Ibu Yuliawati G.,http://bit.ly/griicitralive,,20200617,
9,17.00 WIB,PA & PD - Amsal dan Relasi : Amsal bagi Pemuda,Pdt. Jimmy Pardede,http://bit.ly/griibdglive,,20200617,
10,17.00 WIB,Seminar - Jepang & Kekristenan - Jepang : Misi dan Masyarakat,Vik. Erianto,Pendaftaran hubungi WA : https://wa.me/819093856417,Atau DM via Instagram : https://www.instagram.com/irectokyo/,20200617,
11,17.30 WIB,PD & PA - Sorga-Neraka & Penghakiman Terakhir : Sorga & Keadaan Akhir Orang Percaya,Pdt. Antonius Steven Un,http://bit.ly/griikebonjeruklive,http://grii-semarang.org/live/,20200617,
13,18.00 WIB,Persekutuan Doa,GRII Singapura,https://zoom.us/j/96970546878?pwd=NXk3WlZESElxNkIwVGx6dGxFZDhIdz09,https://www.rec-singapore.org/persekutuan-doa/,20200617,
12,18.00 WIB,PD - Problema Manusia : Problema Materialisme,Vik. Thermanto D. S. Samosir,http://tinyurl.com/GRIIDenpasar,https://zoom.us/j/8950688000,20200617,
14,18.30 WIB,PD - Panggil Aku Mara : Pemeliharaan Allah dalam Keadaan Manis dan Pahit,Vik. Hanny Saloh,http://bit.ly/griimalanglive,,20200617,
15,18.30 WIB,Persekutuan Doa,MRII Yogyakarta,http://bit.ly/mriiyogya,,20200617,
16,18.45 WIB,PA & PD - Orang Benar akan Hidup oleh Iman (2),Pdt. Solomon Yo,https://us02web.zoom.us/j/89346687402,https://linktr.ee/grii.andhika,20200617,
17,19.00 WIB,"SPIK 1993 - Roh Kudus, Doa, dan Kebangunan (bagian 3)",Pdt. Stephen Tong,https://www.youtube.com/watch?v=i8vv_ph7gDQ,https://pusat.grii.org/live,20200617,
18,19.00 WIB,"PA - ""Drama"" di Eden : Adam, Pohon Kehidupan, dan si Ular",Pdt. Christiady Cohen,https://zoom.us/j/156871211,,20200617,
19,19.00 WIB,PA - Musa & Panggilannya (6),Pdt. Amin Khouw,https://zoom.us/j/89826601574,,20200617,
20,19.00 WIB,PA - Eksposisi Injil di dalam Kisah Yusuf (18),Pdt. Aludin Yauw,https://www.youtube.com/channel/UCnjXgjNw0bImsxw_0DInmDw/live,,20200617,
21,19.30 WIB,PA - Genocidal God?,Pdt. Jethro Rachmadi,https://griikg.org/live/,Zoom : https://bit.ly/PAUMUMGRIIKG,20200617,
22,19.30 WIB,PD - Berdoa dalam Kesesakan (5),Vik. Stephen B,https://zoom.us/j/9831419595,,20200617,
23,19.30 WIB,Persekutuan Doa,GRII BSD,http://www.grii-bsd.org/live/,,20200617,
