No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200730,
2,06.30 WIB,PD - Keberanian di dalam Iman,Pdt. Sutjipto Subeno,https://zoom.us/j/2232232211,,20200730,
3,07.00 WIB,Saat Teduh Bersama - Wajah Penuh Kemuliaan,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200730,
4,08.00 WIB,Belajar Katekismus Heidelberg : Second Commandment (QA 96-98),Pdt. Billy Kristanto,https://griikg.org/live/,,20200730,
5,09.00 WIB,Kelas Kamis Pagi,Vik. Maria Mazo,https://www.rec-singapore.org/kelas-kamis-pagi/,,20200730,
7,16.00 WIB,PA Wanita & Lansia - Kristus di Mata Perjanjian Lama : Hamba yang Menderita,Vik. Harly Tambunan,https://zoom.us/j/93483750260,,20200730,
8,17.00 WIB,Apresiasi Buku Teologi - Allah di Tengah Pusaran Topan (5),Vik. Stenly Y. Lailewan,https://bit.ly/mriibogorlive,https://web.facebook.com/MRIIBOGOR,20200730,
9,17.00 WIB,Panggung Boneka - Aku Anak-anak Allah Eps 3 : Wakil Allah,GRII Solo,Zoom Meeting ID : 804 125 2633,Join dengan format username : Nama anak / Kota asal (contoh : Luther / Solo),20200730,
10,17.30 WIB,PA Umum - Roh Kudus dalam Kitab 2 Tawarikh,Pdt. Elvis Ratta,"Zoom Meeting ID : 831 9587 2042,
 Password : 689753",Wajib daftar : https://wa.me/628125312059,20200730,
11,18.00 WIB,PD & PA Pusat (Mandarin - Indonesia),GRII Pusat,https://pusat.grii.org/live,https://livestream.com/stemi/pamandarin,20200730,
12,18.00 WIB,Persekutuan Doa,GRII Samarinda,http://bit.ly/griisamarindalive,,20200730,
13,18.00 WIB,PA Pemuda - Iman Kristen & Disrupsi Millenial : Menikmati Makna Kehidupan,Pdt. Daniel Santoso,Pendaftaran hubungi WA : https://wa.me/8618507724439,,20200730,
14,18.30 WIB,PA Umum,Vik. Charles F. Marunduri,https://us02web.zoom.us/j/5520095323?pwd=eTRLVjFnTkZSWHlZNkVkU0JGdzRFZz09,"Zoom Meeting ID : 552 009 5323,
 Password : 1234567",20200730,
15,18.30 WIB,"PA - Ketakutan : Kematian, Penderitaan, Penghukuman",Vik. Bakti Anugrah,http://bit.ly/griikertajayalive,,20200730,
16,19.00 WIB,Eksposisi Doa Bapa Kami (Eps 18),Pdt. Stephen Tong,https://www.youtube.com/c/reformedinjili,https://pusat.grii.org/live,20200730,
17,19.00 WIB,PA - The Theology of Prayer (3),Pdt. Romeo Mazo,http://bit.ly/39jNFA7,https://zoom.us/j/88614079700,20200730,
18,19.30 WIB,PA - Eksposisi Kitab Kisah Para Rasul,"Pdt. Titus Ndoen,
Pdt. Handi Gunawan",http://www.grii-bsd.org/live/,,20200730,
19,20.00 WIB,Prayer Night,GRII Pusat - EWS,https://us02web.zoom.us/j/83607820171,English Worship Service,20200730,
