No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,"Sabtu, 23 Mei 2020",
2,06.30 WIB,Persekutuan Doa Pusat,GRII Pusat,https://www.youtube.com/c/RELAYRMCI/live,https://pusat.grii.org/live,"Sabtu, 23 Mei 2020",
3,06.30 WIB,PD - Jaminan Pengharapan dalam Roh,Pdt. Sutjipto Subeno,https://zoom.us/j/2232232211,Zoom Meeting ID : 223 223 2211,"Sabtu, 23 Mei 2020",
4,06.30 WIB,Persekutuan Doa,GRII BSD,http://bit.ly/griibsdlive,,"Sabtu, 23 Mei 2020",
5,07.00 WIB,Saat Teduh Bersama - Lalang di Antara Gandum (2) : Pemisahan dan Penghakiman,Pdt. Eko Aria,http://bit.ly/griimalanglive,,"Sabtu, 23 Mei 2020",
6,07.00 WIB,Persekutuan Doa,GRII Pondok Indah,https://zoom.us/j/97578233474,Zoom Meeting ID: 975 7823 3474,"Sabtu, 23 Mei 2020",
7,07.00 WIB,Persekutuan Doa,GRII Kelapa Gading,http://bit.ly/griikelapagadinglive,,"Sabtu, 23 Mei 2020",
8,07.00 WIB,Persekutuan Doa,GRII Karawaci,https://zoom.us/j/98538361319,Zoom Meeting ID : 985 3836 1319,"Sabtu, 23 Mei 2020",
9,07.00 WIB,Persekutuan Doa,MRII Bogor,Pendaftaran hubungi WA : https://wa.me/6281949177662,,"Sabtu, 23 Mei 2020",
10,07.30 WIB,Doa Pagi,MRII PIK,https://zoom.us/j/335979844,,"Sabtu, 23 Mei 2020",
12,08.30 WIB,PA Dewasa Muda - The Old Testament Church?,GRII Melbourne,https://myaf.online/zoom,,"Sabtu, 23 Mei 2020",
11,08.30 WIB,Tanya Jawab Umum - GRII Karawaci,"Pdt. David Tong, 
Pdt. Budi Sutrisno",https://www.youtube.com/watch?v=kdGGvzp8QLA,,"Sabtu, 23 Mei 2020",
13,10.00 WIB,PA Anak - Kesukaan Orang Benar,Sdr. Doni H. Harianja,http://bit.ly/mriidepoklive,,"Sabtu, 23 Mei 2020",
14,11.00 WIB,PA Anak -,Pdt. Amin Khouw,http://bit.ly/griipalembanglive,2 minggu sekali,"Sabtu, 23 Mei 2020",
14,11.00 WIB,Persekutuan Doa,Pdt. Agus Marjanto,https://us02web.zoom.us/j/88399950425?pwd=ck53UG5GM2tRYUZIL3VPdnhGa2N6QT09,"Harap klik link yang tertera, karena ada passwordnya. Informasi : http://www.griisydney.org/","Sabtu, 23 Mei 2020",
