No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200610,
2,07.00 WIB,Saat Teduh Bersama - Tidak Seorangpun Tahu,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200610,
3,08.00 WIB,Belajar Katekismus Heidelberg : Divine Providence (QA 27-28),Pdt. Billy Kristanto,https://griikg.org/live/,,20200610,
4,09.00 WIB,PA Wanita - Pengujian Diri (1),Vik. Febrilia,http://www.grii-bsd.org/live/,,20200610,
5,09.30 WIB,PA Wanita - Seri Doktrin Allah : Allah Adalah Roh,Vik. Claudia Satyaloka,Pendaftaran Hubungi WA : https://wa.me/6281211626422,,20200610,
6,10.00 WIB,PA Wanita & Lansia - Kristus & Pengembaraan Padang Gurun : Kristus & Tiang Awan,Vik. Grace Kamuri,http://bit.ly/mriidepoklive,,20200610,
7,10.00 WIB,Panggung Boneka - Seri Tokoh Sejarah Gereja. Eps 2 - Gregory the Great,Pdt. Jimmy Pardede,http://bit.ly/tokohsejarahgereja,,20200610,
8,15.30 WIB,PD - Book of Philippians,Pdt. Budy Setiawan,https://bit.ly/irec-melb,,20200610,
9,16.00 WIB,PA Anak Seri Tokoh - Nuh : Darat vs Air,Bp. Leo Slamet,http://bit.ly/griicitralive,,20200610,
12,17.00 WIB,Seminar - Jepang & Kekristenan - Jepang : Worldview dan Teologi,Vik. Erianto,"Via Zoom, meeting ID hubungi WA : https://wa.me/819093856417",Atau DM via Instagram : https://www.instagram.com/irectokyo/,20200610,
13,17.00 WIB,PA - Apresiasi Buku Teologi : Jesus Among Other Gods (1),Vik. Stenly Y. Lailewan,https://bit.ly/mriibogorlive,Live FB : https://www.facebook.com/Mimbar-Reformed-Injili-Indonesia-Bogor-104262257972271,20200610,
10,17.00 WIB,PA & PD - Surat Galatia : Makna Sunat,Pdt. Jimmy Pardede,http://bit.ly/griibdglive,,20200610,
11,17.00 WIB,PA - Introduksi Galatia,Pdt. Billy Kristanto,https://griikg.org/live/,Zoom : https://bit.ly/PAUMUMGRIIKG,20200610,
14,17.30 WIB,"PD & PA - Berapa Lama Lagi, Tuhan? - Hukuman Terhadap Si Penindas",Pdt. Calvin Bangun,http://bit.ly/griikebonjeruklive,http://grii-semarang.org/live/,20200610,
15,18.00 WIB,PD - Problema Manusia : Problema Ketidakadilan,Vik. Thermanto D. S. Samosir,http://tinyurl.com/GRIIDenpasar,https://zoom.us/j/8950688000,20200610,
16,18.00 WIB,Persekutuan Doa,GRII Singapura,https://zoom.us/j/96970546878?pwd=NXk3WlZESElxNkIwVGx6dGxFZDhIdz09,https://www.rec-singapore.org/persekutuan-doa/,20200610,
17,18.30 WIB,Persekutuan Doa,Vik. Atul,http://bit.ly/griimalanglive,,20200610,
18,18.30 WIB,Persekutuan Doa,MRII Yogyakarta,http://bit.ly/mriiyogya,,20200610,
19,18.45 WIB,PA & PD - Orang Benar akan Hidup oleh Iman (1),Pdt. Solomon Yo,https://linktr.ee/grii.andhika,https://us02web.zoom.us/j/89346687402,20200610,
20,19.00 WIB,PA - Serving God in The Age of Narcissism : Learning from Abraham (bagian 1),Pdt. Ivan Kristiono,https://www.youtube.com/c/RELAYRMCI/live,https://pusat.grii.org/live,20200610,
21,19.00 WIB,PA - Image & Likeness of God,Pdt. Christiady Cohen,https://zoom.us/j/156871211,,20200610,
22,19.00 WIB,PA - Musa & Panggilannya (5),Pdt. Amin Khouw,https://zoom.us/j/89826601574,,20200610,
23,19.00 WIB,PA - Eksposisi Injil di dalam Kisah Yusuf (17),Pdt. Aludin Yauw,https://www.youtube.com/channel/UCnjXgjNw0bImsxw_0DInmDw/live,,20200610,
24,19.00 WIB,Persekutuan Doa,Vik. Leonardo Chandra,https://www.youtube.com/channel/UCdg5YIfbsRMQrXpHBX1y1YQ/live,,20200610,
25,19.30 WIB,PD - Berdoa Dalam Kesesakan (4),Vik. Stephen B.,https://zoom.us/j/9831419595,,20200610,
26,19.30 WIB,Persekutuan Doa,GRII BSD,http://www.grii-bsd.org/live/,,20200610,
