No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200606,
2,06.30 WIB,Persekutuan Doa Pusat,GRII Pusat,https://www.youtube.com/c/RELAYRMCI/live,https://pusat.grii.org/live,20200606,
3,06.30 WIB,PD - Kristus Bagi dan Kepenuhan Jemaat,Pdt. Sutjipto Subeno,https://zoom.us/j/2232232211,Zoom Meeting ID : 223 223 2211,20200606,
4,06.30 WIB,Persekutuan Doa,GRII BSD,http://www.grii-bsd.org/live/,,20200606,
5,07.00 WIB,Saat Teduh Bersama - Permulaan Sakit Bersalin,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200606,
6,07.00 WIB,Persekutuan Doa,GRII Pondok Indah,https://zoom.us/j/97578233474,Zoom Meeting ID: 975 7823 3474,20200606,
7,07.00 WIB,Persekutuan Doa,GRII Karawaci,https://zoom.us/j/98538361319,Zoom Meeting ID : 985 3836 1319,20200606,
8,07.00 WIB,Persekutuan Doa,MRII Makassar,"Zoom Meeting ID : 552 009 5323,
Password : 1234567",,20200606,
9,07.00 WIB,Persekutuan Doa,Vik. Stenly Y. Lailewan,https://www.facebook.com/Mimbar-Reformed-Injili-Indonesia-Bogor-104262257972271,,20200606,
10,07.30 WIB,Persekutuan Doa,MRII PIK,https://zoom.us/j/335979844,,20200606,
11,08.00 WIB,PA Anak - Pohon Iman : #1 Talenta,IREC Tokyo,https://zoom.us/j/92579844217?pwd=VjRDSkRWREJndlpmckVacEwyZnJFdz09,,20200606,
12,08.15 WIB,Belajar Katekismus Heidelberg - True Faith (QA 20 - 23),Pdt. Billy Kristanto,https://griikg.org/live/,,20200606,
13,08.30 WIB,Tanya Jawab Umum - GRII Karawaci,"Pdt. David Tong, 
Pdt. Budi Sutrisno",https://www.youtube.com/channel/UCfTHYV5ssBlQGIREemrq51Q/live,,20200606,
14,08.30 WIB,PA Dewasa Muda,GRII Melbourne,https://myaf.online/zoom,,20200606,
