No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200725,
2,06.30 WIB,Persekutuan Doa Pusat,GRII Pusat,https://pusat.grii.org/live,,20200725,
3,06.30 WIB,PD - Aku Dipanggil Jadi Pemberita,Pdt. Sutjipto Subeno,https://zoom.us/j/2232232211,,20200725,
4,06.30 WIB,Persekutuan Doa,GRII BSD,http://www.grii-bsd.org/live/,,20200725,
5,06.30 WIB,Persekutuan Doa,GRII Kebon Jeruk,http://griikebonjeruk.org/pendaftaran-pd/,,20200725,
6,06.30 WIB,Persekutuan Doa,GRII Batam,https://www.youtube.com/c/GRIIBatam/live,,20200725,
7,07.00 WIB,Saat Teduh Bersama - Kasih Karunia Allah,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200725,
8,07.00 WIB,Persekutuan Doa,GRII Kelapa Gading,https://griikg.org/live/,,20200725,
9,07.00 WIB,Persekutuan Doa,GRII Pondok Indah,Pendaftaran hubungi WA : https://wa.me/6281717717700,,20200725,
10,07.00 WIB,Persekutuan Doa,GRII Karawaci,https://zoom.us/j/98538361319,Password (jika dibutuhkan) : doa,20200725,
11,07.00 WIB,Persekutuan Doa,MRII Makassar,https://us02web.zoom.us/j/5520095323?pwd=eTRLVjFnTkZSWHlZNkVkU0JGdzRFZz09,,20200725,
12,07.00 WIB,Persekutuan Doa,MRII Bogor,http://bit.ly/mriibogorlive,,20200725,
13,07.30 WIB,Persekutuan Doa,MRII PIK,https://zoom.us/j/335979844,,20200725,
14,08.30 WIB,Tanya Jawab Umum GRII Karawaci,"Pdt. David Tong, 
 Pdt. Budi Sutrisno",https://www.youtube.com/watch?v=eVmmuRBQRVs,,20200725,
15,10.00 WIB,PA Anak - 13 Rasul Tuhan Yesus : Filipus,MRII Depok,http://bit.ly/mriidepoklive,,20200725,
16,11.00 WIB,PA Anak - Kemarahan & Kasih Allah,Pdt. Amin Khouw,http://bit.ly/griipalembanglive,,20200725,
17,13.00 WIB,PA Anak - Berita Injil Bagi Para Raja,Pdt. Jimmy Pardede,http://bit.ly/griibdglive,,20200725,
18,14.00 WIB,Women's Fellowship - Christ Jesus Our Wisdom (7) : Navigating the Paradoxical Life,Vik. Rudy Phen,Pendaftaran hubungi WA : https://wa.me/628121051985,,20200725,
19,14.00 WIB,PA Pemuda GRII Singapura - Masterclass : Vision Affects Action,Pdt. Stephen Tong,https://www.rec-singapore.org/pemahaman-alkitab/pa-pemuda/,,20200725,
20,14.00 WIB,Persekutuan Pra-Remaja,GRII Pondok Indah,Pendaftaran hubungi WA : https://wa.me/6281717717700,,20200725,
21,14.00 WIB,Persekutuan Remaja,GRII Pondok Indah,Pendaftaran hubungi WA : https://wa.me/6281717717700,,20200725,
22,15.00 WIB,PA Remaja & Pemuda - Living in the Moment : Rest in the Restless World,"Sdr. Doni H. Harianja,
 Sdr. Alfret Y. Tadjo Talo",https://zoom.us/j/8434545367,,20200725,
29,16.00 WIB,PA Pra Remaja & Remaja - Katekismus Singkat Westminster,Pdt. Amin Khouw,Pendaftaran hubungi WA : https://wa.me/628561828130,,20200725,
28,16.00 WIB,PA Remaja - Berpikir Secara Alkitabiah : Bagaimana Bisa Ada Dosa?,GRII Bintaro,Pendaftaran : https://forms.gle/AEhQVwDN3NawHgMB9,,20200725,
27,16.00 WIB,PA Remaja & Pemuda - Christ and the Super Heroes : The True Savior,Pdt. David Tong,https://www.griikarawaci.org/live,,20200725,
24,16.00 WIB,PA Pemuda & Profesional,GRII Kelapa Gading,https://griikg.org/live/,,20200725,
25,16.00 WIB,Persekutuan Doa,GRII Buaran,http://bit.ly/griibuaranlive,,20200725,
23,16.00 WIB,Seminar Orang Tua dan Guru - Komunikasi dalam Keluarga,Pdt. Ivan Kristiono,https://www.youtube.com/watch?v=hmOsqHXjxYg,,20200725,
26,16.00 WIB,PA Remaja,GRII Andhika,https://linktr.ee/grii.andhika,,20200725,
30,16.30 WIB,PA Young Couple - Marriage Life : Not A Cinderella Story,Pdt. Calvin Bangun,Pendaftaran hubungi WA : https://wa.me/6287888550222,,20200725,
31,16.30 WIB,PA Pemuda - Spiritual Discernment : Discerning Without Being Judgmental,Vik. Joshua Siwalette,Pendaftaran hubungi WA : https://wa.me/6281222555455,,20200725,
32,16.45 WIB,PA Pemuda - God's Guidance,GRII BSD,https://zoom.us/j/2425743816,,20200725,
41,17.00 WIB,PA Pemuda - Apakah Pekerjaan Anda bagian dari Pekerjaan Allah? (1) : Rencana Allah tentang Pekerjaan,Bp. Onward Siahaan,Pendaftaran hubungi WA : https://wa.me/6285271434540,Atau via DM Instagram : https://www.instagram.com/pemudagriibatam,20200725,
40,17.00 WIB,PA Remaja & Pemuda - Mendekati Allah yang Disebut Bapa : Allah Bapa yang Penuh Kemuliaan,Vik. Nathanael Marvin,Pendaftaran hubungi WA : https://wa.me/628157690252,,20200725,
39,17.00 WIB,PA Pemuda - Batu Ujian Cinta ke-8 part II : Mungkinkah Alkitab Salah?,Vik. Tommy Suryadi,http://Grii-cikarang.org/streaming,Zoom Meeting ID : 885 4647 7055,20200725,
38,17.00 WIB,Persekutuan Remaja,GRII Sidoarjo,Pendaftaran hubungi WA : https://wa.me/62811323345,,20200725,
37,17.00 WIB,PA Pemuda - The Fruits of Wisdom,Vik. Oktavina Toding,"Zoom Meeting ID : 852 9804 7222,
 Password : 469742","Info Zoom, mohon cek posting di IG : https://www.instagram.com/mriibalikpapan",20200725,
35,17.00 WIB,PA - Eskatologi Kitab Zakharia : Allah di Tengah Umat-Nya,"Pdt. J. Putratama Kamuri,
 Vik. Grace Kamuri",http://bit.ly/mriidepoklive,,20200725,
34,17.00 WIB,PA Pemuda - Calvin's Sermon : Penderitaan Ayub,Pdt. Jimmy Pardede,http://bit.ly/griibdglive,,20200725,
33,17.00 WIB,"Konser Klasik - Bach Brandenburg Concerto No. 3,
Liszt Piano Concerto No. 2",Jakarta Simfonia Orchestra,http://bit.ly/YouTubeJSO,,20200725,
36,17.00 WIB,PA Pemuda - Siap Sedia Bertemu Yesus,Pdt. Dawis Waiman,http://bit.ly/mriiyogya,Zoom Meeting ID : 365 462 6283,20200725,
42,17.30 WIB,PA Remaja & Pemuda - Our Beautiful and Important Calling : To the Earth,"Sdr. Ayub Sumires,
 Sdr. Roby Handoko","Zoom Meeting ID : 295 613 711,
 Password : 694471",,20200725,
43,18.00 WIB,PA Umum,GRII Samarinda,http://bit.ly/griisamarindalive,,20200725,
44,18.00 WIB,Pembinaan : Injil Kerajaan - Hidup dan Kesaksian (Sharing Hidup),"Pdt. Edward Oei,
Pdt. Eko Aria (Host)",http://bit.ly/griimalanglive,,20200725,
45,18.30 WIB,"Diskusi Bulanan Cultura Anima - Toxic Relationships, Broken Selves",Pdt. Jadi S. Lima,Pendaftaran: http://bit.ly/jul2020ca,,20200725,
46,19.00 WIB,KPIN Denpasar 2012 (Hari 2) - Bertobatlah! Mengapa Harus Binasa?,Pdt. Stephen Tong,https://pusat.grii.org/live,,20200725,
47,19.00 WIB,PA Pemuda & Profesional - Nehemiah : Prayer in Crisis,Vik. Fransisca Hutabarat,https://www.youtube.com/c/GRIIPondokIndah/live,,20200725,
