No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,"Kamis, 21 Mei 2020",
2,07.00 WIB,Saat Teduh Bersama - Lalang di Antara Gandum (1) : Umat Palsu,Pdt. Eko Aria,http://bit.ly/griimalanglive,,"Kamis, 21 Mei 2020",
3,07.30 WIB,Ibadah Sekolah Minggu - Pesan & Perintah Tuhan Yesus,Ls. Leo Slamet,http://bit.ly/griicitralive,,"Kamis, 21 Mei 2020",
4,08.00 WIB,Kebaktian Kenaikan Tuhan Yesus - Mandarin,Pdt. Stephen Tong,https://www.youtube.com/channel/griitv/live,https://pusat.grii.org/live,"Kamis, 21 Mei 2020",
5,08.00 WIB,Ibadah Kenaikan Tuhan Yesus,Pdt. Eko Aria,http://bit.ly/griimalanglive,,"Kamis, 21 Mei 2020",
6,08.00 WIB,Ibadah Sekolah Minggu - Kenaikan Tuhan Yesus ke Sorga,Vik. Leonardo Chandra,https://www.youtube.com/channel/UCdg5YIfbsRMQrXpHBX1y1YQ/live,Via Zoom : https://zoom.us/j/83558082219,"Kamis, 21 Mei 2020",
7,09.00 WIB,Kelas Kamis Pagi,Vik. Maria Mazo,https://zoom.us/j/94398168051?pwd=U0svVzlBTkdEdWNxL2tIV1Jib2dkUT09,Link Youtube ada di : https://www.rec-singapore.org/kelas-kamis-pagi/,"Kamis, 21 Mei 2020",
8,10.30 WIB,Kebaktian Kenaikan Tuhan Yesus - Indonesia,Pdt. Stephen Tong,https://www.youtube.com/c/RELAYRMCI/live,https://pusat.grii.org/live,"Kamis, 21 Mei 2020",
9,10.30 WIB,Ascension Day Service - English,Rev. Michael Densmoor,https://www.youtube.com/c/auvigrii/live,http://pusat.grii.org/ews,"Kamis, 21 Mei 2020",
10,15.00 WIB,PA Anak - Tuhan Yesus Bertakhta,Pdt. Jimmy Pardede,http://bit.ly/griibdglive,,"Kamis, 21 Mei 2020",
12,16.30 WIB,"PA - Yesaya 1 : Panggilan Pertobatan, Kebobrokan, dan Pembaharuan",Vik. Bakti Anugrah,http://bit.ly/griikertajayalive,,"Kamis, 21 Mei 2020",
11,16.30 WIB,PD & PA - Memahami Rahasia Kematian & Status Antara : Kehidupan Setelah Kematian,Pdt. Antonius Steven Un,http://bit.ly/griikebonjeruklive,http://grii-semarang.org/live/,"Kamis, 21 Mei 2020",
13,17.00 WIB,"Kebaktian Kenaikan Tuhan Yesus (Siaran Tunda Mandarin, Indonesia, Inggris)",GRII Pusat,https://pusat.grii.org/live,https://livestream.com/stemi,"Kamis, 21 Mei 2020",
14,17.00 WIB,PA & PD - Mengapa Percaya Yesus? - Sang Imam dan Sang Hakim,Pdt. Jimmy Pardede,http://bit.ly/griibdglive,,"Kamis, 21 Mei 2020",
15,17.00 WIB,Ibadah Keluarga - Ut Omnes Unum Sint,Pdt. Billy Kristanto,http://bit.ly/griikelapagadinglive,Via FB : https://facebook.com/griikg,"Kamis, 21 Mei 2020",
16,17.00 WIB,PA - Kristologi : Energi & Kehendak Kristus (Part 1),Bp. Tonny Sutrisno,https://www.youtube.com/user/griicikarang/live,Via Zoom : http://us02web.zoom.us/j/83189823625?pwd=YzRkRWpzWWx3cW1yMnVFazkxRnhqZz09,"Kamis, 21 Mei 2020",
17,17.30 WIB,PA - Kegagalan di Akhir Pertemuan,Pdt. Elvis Ratta,"Zoom Meeting ID : 897 8993 1356,
Password : 019473",,"Kamis, 21 Mei 2020",
18,18.00 WIB,PD & PA Pusat (Mandarin - Indonesia),GRII Pusat,https://www.youtube.com/channel/griitv/live,https://livestream.com/stemi/pamandarin,"Kamis, 21 Mei 2020",
19,18.00 WIB,PA Pemuda - Christianity & The Hopelessness of The New Atheism : Sam Harris on The End of Faith,Pdt. Daniel Santoso,"Zoom Meeting ID : 950 4566 9327,
Password : 022007",Jika salah mohon hubungi WA : https://wa.me/8618507724439,"Kamis, 21 Mei 2020",
20,18.00 WIB,Persekutuan Doa,Pdt. Irwan Hung,http://bit.ly/griimalanglive,,"Kamis, 21 Mei 2020",
21,18.30 WIB,Pemahaman Alkitab,Pdt. Elvis Ratta,"Zoom Meeting ID : 879 7829 6929,
Password : 005092",,"Kamis, 21 Mei 2020",
22,19.30 WIB,PA - 11 Penampakan Kristus Sebelum Naik ke Sorga (Bag. 5),Pdt. Titus Ndoen,http://bit.ly/griibsdlive,,"Kamis, 21 Mei 2020",
23,20.00 WIB,Prayer Night (English Worship Service),Rev. Michael Densmoor,https://us02web.zoom.us/j/83607820171,Zoom Meeting ID : 836 0782 0171,"Kamis, 21 Mei 2020",
