No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,bit.ly/griisamarindalive,,20200509,
2,06.30 WIB,PD Pusat,GRII Pusat,https://www.youtube.com/c/RELAYRMCI/live,pusat.grii.org/live,20200509,
3,06.30 WIB,PD - Di dalam Kristus,Pdt. Sutjipto Subeno,https://zoom.us/j/246316777,Zoom Meeting ID : 246 316 777,20200509,
4,06.30 WIB,Doa Pagi,GRII BSD & MRII GS,bit.ly/griibsdlive,http://grii-bsd.org/live,20200509,
5,07.00 WIB,Saat Teduh Bersama - Rumah di Atas Batu,Pdt. Eko Aria,bit.ly/griimalanglive,,20200509,
6,07.00 WIB,Persekutuan Doa,GRII Pondok Indah,https://zoom.us/j/97578233474,Zoom Meeting ID: 975 7823 3474,20200509,
7,07.00 WIB,Persekutuan Doa,GRII Kelapa Gading,bit.ly/griikelapagadinglive,,20200509,
8,07.00 WIB,Persekutuan Doa,GRII Karawaci,https://zoom.us/j/98538361319,,20200509,
9,08.30 WIB,Tanya Jawab Umum - GRII Karawaci,Pdt. David Tong,https://zoom.us/j/98538361319,Pertanyaan via sli.do/64786,20200509,
10,10.00 WIB,PA Anak - Satu di dalam Kristus,Vik. Grace Kamuri,bit.ly/mriidepoklive,,20200509,
11,11.00 WIB,Persekutuan Doa,Pdt. Agus Marjanto,https://us02web.zoom.us/j/88399950425?pwd=ck53UG5GM2tRYUZIL3VPdnhGa2N6QT09,"Harap klik link yang tertera, karena ada passwordnya. Informasi : http://www.griisydney.org/",20200509,
12,13.00 WIB,Persekutuan Pemuda & Pekerja,Pdt. Agus Marjanto,https://us02web.zoom.us/j/89299157631?pwd=MXRLd0JsME53c2dZTExTemlHVS9zdz09,,20200509,
13,13.00 WIB,PA Anak - Injil Menggoncang Dunia,Pdt. Jimmy Pardede,bit.ly/griibdglive,griibandung.org/live,20200509,
14,14.00 WIB,PA Wanita - Women of The Word,REC Jakarta,"Via Zoom, mohon mendaftar melalui WA di kolom keterangan",Info hubungi 08121051985 (klik di sini utk WA),20200509,
15,14.00 WIB,PA Remaja & Pemuda,GRII Singapura,https://zoom.us/j/98546450584?pwd=dHRXVUw2b3F0QzVPU1dBM1JwbFpnUT09,https://www.rec-singapore.org/pa-gabungan-remaja-pemuda/,20200509,
16,15.00 WIB,Persekutuan Pemuda - On Be[come]ing Human - Wrestling with God : Human's Vocation in This World,"Sdr. Doni H. Harianja, 
Sdr. Alfret Y. Tadjo Talo",https://zoom.us/j/8434545367,Live via FB : facebook.com/mrii.depok,20200509,
22,16.00 WIB,PA Remaja,GRII Andhika,https://us02web.zoom.us/j/83690102749,,20200509,
21,16.00 WIB,PA Remaja - God's Goodness in Covid Crisis,Pdt. Budi Sutrisno,,"Zoom Meeting ID : 98001769521,
Password : remaja",20200509,
20,16.00 WIB,PA - Trinitas & Relasi,Pdt. Billy Kristanto,bit.ly/MRII-Bern,Pertanyaan via sli.do/21540,20200509,
18,16.00 WIB,Persekutuan Doa,GRII Buaran,bit.ly/griibuaranlive,https://grii-buaran.org/live/,20200509,
17,16.00 WIB,PA Pemuda - Wisdom & Sexual Temptation,Pdt. Heru Lin,bit.ly/griikelapagadinglive,Via Zoom bit.ly/PAPPGRIIKG,20200509,
19,16.00 WIB,PA Remaja - Westminster Shorter Cathecism : Question 2,Pdt. Amin Khouw,bit.ly/griipalembanglive,,20200509,
23,16.30 WIB,Persekutuan Remaja,GRII Pusat,https://zoom.us/j/99894500771,"Bagi yg ingin ikut diskusi kelompok, hub WA : https://wa.me/62811853530",20200509,
24,16.30 WIB,PA - Doa Paulus : Kedewasaan Rohani,Vik. Imelda Ginting,bit.ly/griikertajayalive,,20200509,
25,16.45 WIB,PA Pemuda - God's Wisdom & Ours,GRII BSD,https://us02web.zoom.us/j/84459608922,Zoom Meeting ID : 844 5960 8922,20200509,
26,17.00 WIB,PA Pemuda - Christianity & Popular Culture : Living on God's Earth,Pdt. Jimmy Pardede,bit.ly/griibdglive,griibandung.org/live,20200509,
27,17.00 WIB,PA - Bertemu Yesus yang Menang : Keluar dari Isolasi,"Pdt. J. Putratama Kamuri,
Vik. Grace Kamuri",bit.ly/mriidepoklive,griidepok.com/live,20200509,
28,17.00 WIB,"PA - Iman, Pengetahuan dan Keselamatan",Pdt. Tumpal Hutahaean,https://www.youtube.com/user/griicikarang/live,,20200509,
29,17.00 WIB,PA Pemuda - Kristen : Siapakah Mereka?,Pdt. Dawis Waiman,bit.ly/MRIIY,,20200509,
30,17.00 WIB,PA Pemuda - Divine Milieu,Pdt. Elvis Ratta,,"Zoom Meeting ID : 820 4440 4103,
Password : 008396",20200509,
31,17.30 WIB,PA Pemuda - Mematikan Dosa : Kekuatiran,Sdr. Ayub Sumires,,"Zoom Meeting ID : 295 613 711,
Password : 694471",20200509,
