No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200623,
2,07.00 WIB,Saat Teduh Bersama - Sabat yang Kudus : Perintah yang Aneh,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200623,
3,08.00 WIB,BCN 2020 - Sesi 4 & 5,Pdt. Stephen Tong dan rekan-rekan,https://bcn.stemi.id/,,20200623,
4,10.00 WIB,PA Wanita,GRII Pondok Indah,https://zoom.us/j/982555264,,20200623,
5,14.00 WIB,PA Wanita - Cruciform Discipleship (2),Ibu Stanly Simon,https://griikg.org/live/,,20200623,
6,17.00 WIB,BCN 2020 - Sesi 6,Pdt. Stephen Tong dan rekan-rekan,https://bcn.stemi.id/,,20200623,
7,17.30 WIB,PA Wanita,Vik. Melinda J. Mesakh,https://us02web.zoom.us/j/5520095323?pwd=eTRLVjFnTkZSWHlZNkVkU0JGdzRFZz09,"Zoom Meeting ID : 552 009 5323,
 Password : 1234567",20200623,
8,18.00 WIB,PA - Ucapan-ucapan Rasul Paulus yang Sulit dalam Surat Roma : Kegenapan Hukum Taurat,Vik. Tommy Suryadi,https://www.youtube.com/user/griicikarang/live,http://us02web.zoom.us/j/83189823625?pwd=YzRkRWpzWWx3cW1yMnVFazkxRnhqZz09,20200623,
9,18.30 WIB,PA - Eksposisi Kitab Yakobus : Miskin atau Kaya? (2),Pdt. Sutjipto Subeno,Pendaftaran : http://tinyurl.com/PAOnlineGRIIBintaro,Atau via WA : https://wa.me/628119882277,20200623,
10,19.00 WIB,PA - Kemuliaan Kristus yang Menderita dan Menang (2),Pdt. Antonius Steven Un,https://www.youtube.com/c/RELAYRMCI/live,https://pusat.grii.org/live,20200623,
