No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,06.30 WIB,Kebaktian Umum,Pdt. Budy Setiawan,https://www.youtube.com/watch?v=UJvbrGunupE,Bilingual Indonesia + Inggris,"Minggu, 19 April 2020",
2,07.00 WIB,Kebaktian Umum,Pdt. Agus Marjanto,https://www.griisydney.org/relay-live/,,"Minggu, 19 April 2020",
3,07.30 WIB,Kebaktian Umum - Mandarin,Pdt. Stephen Tong,https://www.youtube.com/channel/UC6kdcxhW_oXHgHl25i95moA/live,pusat.grii.org/live,"Minggu, 19 April 2020",
4,09.00 WIB,REC Singapore English Service,,https://zoom.us/j/4217078209,Zoom Meeting ID : 421 707 8209,"Minggu, 19 April 2020",
5,09.30 WIB,Kebaktian Umum - Indonesia,Pdt. Stephen Tong,https://www.youtube.com/channel/UC6kdcxhW_oXHgHl25i95moA/live,pusat.grii.org/live,"Minggu, 19 April 2020",
6,10.30 WIB,English Worship Service,Rev. Michael Densmoor,https://www.youtube.com/c/auvigrii/live,pusat.grii.org/ews,"Minggu, 19 April 2020",
7,13.30 WIB,Tanya Jawab,Pdt. Billy Kristanto,https://www.youtube.com/watch?v=dSiKWQZ2fg8,https://zoom.us/j/93855437010,"Minggu, 19 April 2020",
8,15.00 WIB,REC Singapore Chinese Service,,https://zoom.us/j/394867503,Zoom Meeting ID : 394 867 503,"Minggu, 19 April 2020",
9,16.00 WIB,Kebaktian Umum,Pdt. Stephen Tong,pusat.grii.org/live,Siaran Tunda Bhs Mandarin & Indonesia,"Minggu, 19 April 2020",
10,16.00 WIB,Sekolah Minggu - Kelas Batita dan Balita,GRII BSD & MRII GS,https://www.youtube.com/watch?v=wFmO1oXljpQ,https://www.youtube.com/channel/UCoeLmM2hsccVb3IVTxUMpMA,"Minggu, 19 April 2020",
11,16.00 WIB,Sekolah Minggu - Kelas 1 - 3 SD,GRII BSD & MRII GS,https://www.youtube.com/watch?v=0XLtau-WXIk,,"Minggu, 19 April 2020",
12,18.30 WIB,PA - Ibadah Sejati vs Ibadah Palsu #8 - Pasca Pembuangan,Pdt. Aiter,https://www.youtube.com/watch?v=IR-_xmuq7EY,,"Minggu, 19 April 2020",
