No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200520,
2,07.00 WIB,Saat Teduh Bersama - Perumpamaan tentang Penabur : Berbuah,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200520,
3,09.00 WIB,PA Wanita,GRII BSD & MRII GS,http://bit.ly/griibsdlive,http://www.grii-bsd.org/live/,20200520,
4,10.00 WIB,PA Wanita & Lansia - Harta Karun dalam Bejana Rapuh (2),Vik. Grace Kamuri,http://bit.ly/mriidepoklive,,20200520,
5,15.00 WIB,Persekutuan Doa - The Way of The Righteous,Pdt. Budy Setiawan,https://bit.ly/irec-melb,,20200520,
6,16.30 WIB,PD & PA - Memahami Rahasia Kematian & Status Antara : Makna Kematian Bagi Orang Percaya,Pdt. Antonius Steven Un,http://bit.ly/griikebonjeruklive,http://grii-semarang.org/live/,20200520,
9,17.00 WIB,PA - Eksposisi Injil di dalam Kisah Yusuf (14),Pdt. Aludin Yauw,https://www.youtube.com/channel/UCnjXgjNw0bImsxw_0DInmDw/live,,20200520,
10,17.00 WIB,PA - Apresiasi Buku Teologi : Keindahan & Kemuliaan Mempelai Wanita Kristus (Bab 9-10),Vik. Stenly Y. Lailewan,"Via Zoom, Pendaftaran hubungi Bp. Calvin. WA : https://wa.me/6281949177662",,20200520,
7,17.00 WIB,PA & PD - Mengapa Percaya Yesus? - Bukti Kebangkitan dalam Perjanjian Lama,Pdt. Jimmy Pardede,http://bit.ly/griibdglive,,20200520,
8,17.00 WIB,PA - King Jesus,Pdt. Jethro Rachmadi,http://bit.ly/griikelapagadinglive,Zoom : https://bit.ly/PAUMUMGRIIKG,20200520,
11,17.30 WIB,Seminar Keluarga - Kesatuan Prinsip dalam Membesarkan Anak,Vik. Erianto,https://zoom.us/j/98448250135?pwd=OTJoRFhUYjhuRUFEVHhETjNQV0Yydz09,"Zoom Meeting ID: 984 4825 0135,
Password: 707131",20200520,
12,18.00 WIB,PD - Pencarian Manusia : Pencarian Kepastian,Vik. Thermanto D. S. Samosir,http://tinyurl.com/GRIIDenpasar,https://zoom.us/j/8950688000,20200520,
13,18.00 WIB,Persekutuan Doa,GRII Singapura,https://zoom.us/j/96970546878?pwd=NXk3WlZESElxNkIwVGx6dGxFZDhIdz09,https://www.rec-singapore.org/persekutuan-doa/,20200520,
14,18.30 WIB,Persekutuan Doa,Vik. Hanny,http://bit.ly/griimalanglive,,20200520,
15,18.30 WIB,Persekutuan Doa,MRII Yogyakarta,http://bit.ly/MRIIY,,20200520,
16,18.45 WIB,PA & PD - Kasihilah Tuhan Allahmu dan Kasihilah Sesamamu (3),Pdt. Solomon Yo,https://us02web.zoom.us/j/89346687402,http://linktr.ee/grii.andhika,20200520,
17,19.00 WIB,SPIK 1990 - Peta dan Teladan Allah (bagian 3),Pdt. Stephen Tong,https://www.youtube.com/c/RELAYRMCI/live,https://pusat.grii.org/live,20200520,
18,19.00 WIB,PA - Musa dan Panggilannya (2),Pdt. Amin Khouw,https://www.youtube.com/channel/UC4uWpMyApTP25d5nE57M_Lg/live,,20200520,
19,19.30 WIB,PD - Berdoa Dalam Kesesakan,Vik. Stephen B.,https://us02web.zoom.us/j/9831419595,Zoom Meeting ID : 983 141 9595,20200520,
20,19.30 WIB,Persekutuan Doa,GRII BSD & MRII GS,http://bit.ly/griibsdlive,http://www.grii-bsd.org/live/,20200520,
