No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200822,
2,06.30 WIB,Persekutuan Doa Pusat,GRII Pusat,https://pusat.grii.org/live,,20200822,
3,06.30 WIB,"PD - Kristus, Landasan Pelayanan Jemaat",Pdt. Sutjipto Subeno,https://zoom.us/j/2232232211,,20200822,
4,06.30 WIB,Persekutuan Doa,GRII BSD,http://www.grii-bsd.org/live/,,20200822,
5,06.30 WIB,Persekutuan Doa,GRII Kebon Jeruk,http://griikebonjeruk.org/pendaftaran-pd/,,20200822,
6,06.30 WIB,Persekutuan Doa,GRII Batam,https://www.youtube.com/c/GRIIBatam/live,,20200822,
7,07.00 WIB,Saat Teduh Bersama - ,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200822,
8,07.00 WIB,Persekutuan Doa,GRII Kelapa Gading,https://griikg.org/live/,,20200822,
9,07.00 WIB,Persekutuan Doa,GRII Pondok Indah,Pendaftaran hubungi WA : https://wa.me/6281717717700,,20200822,
10,07.00 WIB,Persekutuan Doa,GRII Karawaci,"Zoom Meeting ID : 985 3836 1319,
 Password : doa",,20200822,
11,07.00 WIB,Persekutuan Doa,MRII Makassar,https://us02web.zoom.us/j/5520095323?pwd=eTRLVjFnTkZSWHlZNkVkU0JGdzRFZz09,,20200822,
12,07.00 WIB,Persekutuan Doa,MRII Bogor,http://bit.ly/mriibogorlive,,20200822,
13,07.30 WIB,Persekutuan Doa,MRII PIK,https://zoom.us/j/335979844,,20200822,
14,08.30 WIB,Tanya Jawab Umum GRII Karawaci,"Pdt. David Tong, 
 Pdt. Budi Sutrisno",https://www.youtube.com/watch?v=eVmmuRBQRVs,,20200822,
15,10.00 WIB,PA Anak - 13 Rasul Tuhan Yesus: Thomas,MRII Depok,http://bit.ly/mriidepoklive,,20200822,
17,13.00 WIB,PA Anak -,Pdt. Jimmy Pardede,http://bit.ly/griibdglive,,20200822,
18,14.00 WIB,Women's Fellowship -,Vik. Rudy Phen,Pendaftaran hubungi WA : https://wa.me/628121051985,,20200822,
19,14.00 WIB,PA Pemuda - ,GRII Singapura,https://www.rec-singapore.org/pemahaman-alkitab/pa-pemuda/,,20200822,
20,14.00 WIB,Persekutuan Pra-Remaja,GRII Pondok Indah,Pendaftaran hubungi WA : https://wa.me/6281717717700,,20200822,
21,14.00 WIB,Persekutuan Remaja,GRII Pondok Indah,Pendaftaran hubungi WA : https://wa.me/6281717717700,,20200822,
22,15.00 WIB,PA Remaja & Pemuda -,"Sdr. Doni H. Harianja,
 Sdr. Alfret Y. Tadjo Talo",https://zoom.us/j/8434545367,,20200822,
23,15.00 WIB,PA Remaja - Essential Truths of the Christian Faith: Heaven,Ls. Herry,Pendaftaran hubungi WA : https://wa.me/628117780500,,20200822,
29,16.00 WIB,PA Pra Remaja & Remaja -,Pdt. Amin Khouw,Pendaftaran hubungi WA : https://wa.me/628561828130,,20200822,
28,16.00 WIB,PA Remaja - ,GRII Bintaro,Pendaftaran : https://forms.gle/AEhQVwDN3NawHgMB9,,20200822,
27,16.00 WIB,PD Pemuda,Ibu Suryanti,"Zoom Meeting ID : 981 2422 4479,
 Password : youthgriik",,20200822,
24,16.00 WIB,PA Pemuda & Profesional,GRII Kelapa Gading,https://griikg.org/live/,,20200822,
25,16.00 WIB,Persekutuan Doa,GRII Buaran,http://bit.ly/griibuaranlive,,20200822,
26,16.00 WIB,PA Remaja,GRII Andhika,https://linktr.ee/grii.andhika,,20200822,
31,16.30 WIB,PA Pemuda - Christianity & Freedom: Friend Or Foe? (Attitude Toward Religious Others),Pdt. Calvin Bangun,Pendaftaran hubungi WA : https://wa.me/6281222555455,,20200822,
32,16.45 WIB,PA Pemuda -,GRII BSD,https://zoom.us/j/2425743816,,20200822,
42,17.00 WIB,PA Anak - ,GRII Kertajaya,http://bit.ly/griikertajayalive,,20200822,
41,17.00 WIB,"PA Pemuda - Quarter Life Crisis!? : Injil, Identitas, dan Pekerjaan",Bpk. Onward Siahaan,Pendaftaran hubungi WA : https://wa.me/6285271434540,Atau via DM Instagram : https://www.instagram.com/pemudagriibatam,20200822,
40,17.00 WIB,PA Remaja & Pemuda - ,Vik. Nathanael Marvin,Pendaftaran hubungi WA : https://wa.me/628157690252,,20200822,
39,17.00 WIB,PA Pemuda - Me and My God ,Bpk. Tonny Sutrisno,http://Grii-cikarang.org/streaming,Zoom Meeting ID : 885 4647 7055,20200822,
38,17.00 WIB,Persekutuan Remaja,GRII Sidoarjo,Pendaftaran hubungi WA : https://wa.me/62811323345,,20200822,
36,17.00 WIB,PA Pemuda -,MRII Yogyakarta,http://bit.ly/mriiyogya,Zoom Meeting ID : 365 462 6283,20200822,
35,17.00 WIB,PA - ,"Pdt. J. Putratama Kamuri,
 Vik. Grace Kamuri",http://bit.ly/mriidepoklive,,20200822,
34,17.00 WIB,PA Pemuda - ,Pdt. Jimmy Pardede,http://bit.ly/griibdglive,,20200822,
33,17.00 WIB,Konser Klasik - ,Jakarta Simfonia Orchestra,http://bit.ly/YouTubeJSO,,20200822,
37,17.00 WIB,PA Pemuda -,MRII Balikpapan,"Info Zoom, mohon cek posting di IG : https://www.instagram.com/mriibalikpapan",,20200822,
42,17.30 WIB,PA Remaja & Pemuda - ,Vik. Mercy Matakupan,"Zoom Meeting ID : 295 613 711,
 Password : 694471",,20200822,
43,18.00 WIB,PA - Fondasi Gereja Sejati,Pdt. Ir. Andi Halim,http://bit.ly/griisamarindalive,,20200822,
44,18.00 WIB,Pembinaan : Injil Kerajaan - Hidup dan Kesaksian (Sharing Hidup),Pdt. Eko Aria (Host),http://bit.ly/griimalanglive,,20200822,
46,19.00 WIB,KPIN Alor 2013,Pdt. Stephen Tong,https://pusat.grii.org/live,,20200822,
47,19.00 WIB,PA Pemuda & Profesional - ,Vik. Inawaty Teddy,https://www.youtube.com/c/GRIIPondokIndah/live,,20200822,
