No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,06.10 WIB,PD + KU - Thanksgiving Service : The Next Chapter,Pdt. Budy Setiawan,http://bit.ly/griimelbournelive,,20200705,
2,07.00 WIB,KU - Api yang Tidak Dapat Dipadamkan - John Bunyan : Berdoa dengan Roh & Pengertian,Pdt. Agus Marjanto,https://www.youtube.com/c/GRIISydney,https://www.griisydney.org/relay-live/,20200705,
1,07.00 WIB,,MRII Balikpapan,"Zoom Meeting ID : 848 1003 2520,
Password : 162530",https://www.instagram.com/mriibalikpapan/,20200705,Kelas Besar (Kelas 1 - 7)
3,07.30 WIB,Kebaktian Umum - Mandarin & Indonesia,Pdt. Stephen Tong,https://www.youtube.com/c/GRIITV/live,https://pusat.grii.org/live,20200705,
1,07.30 WIB,,GRII Kertajaya,https://us02web.zoom.us/j/88414767415?pwd=U3ZreHV1dE5FM3pTMElSVHBwS3BDdz09,"Zoom Meeting ID: 884 1476 7415,
Password: 551919",20200705,Kelas 5 - 6 SD
2,07.30 WIB,,GRII Samarinda,http://bit.ly/griisamarindachannel,,20200705,Semua Kelas - Hukum yang Pertama
1,08.00 WIB,,GRII Kertajaya,https://us04web.zoom.us/j/8042815766?pwd=THBtVlVnaUVCeHI4ZVdZSjd3NW9wZz09,"Zoom Meeting ID: 804 281 5766,
Password: 9qvoqu",20200705,Kelas 3 - 4 SD
1,08.00 WIB,,GRII Denpasar,https://zoom.us/j/83597908990,,20200705,Kelas 1 - 2 SD
3,08.00 WIB,,GRII Singapura,https://zoom.us/j/93733015842?pwd=VS9VN1hzN1RZblVLcXVFcURoYkxyQT09,,20200705,Kelas Nursery
2,08.00 WIB,,GRII Kertajaya,https://us04web.zoom.us/j/73197036461?pwd=YWoweEcrSElPSDEzLzRXQnpMbUVsQT09,"Zoom Meeting ID: 731 9703 6461,
Password: 276435",20200705,Kelas Balita
5,08.00 WIB,,GRII Singapura,https://zoom.us/j/92520761900?pwd=R1c1cFlPYStqeFpLb0pUbWI3UWpKUT09,,20200705,Kelas Besar Pagi
4,08.00 WIB,,GRII Singapura,https://zoom.us/j/92373464058?pwd=TDIwdjliVzZuZ3RjUjI1VVkrWXdudz09,,20200705,Kelas Kecil Pagi
1,08.00 WIB,,GRII Denpasar,https://zoom.us/j/8950688000,,20200705,Kelas Batita - Balita
3,08.00 WIB,,Ibu Lanny,http://bit.ly/griimalanglive,,20200705,Semua Kelas - Penciptaan
6,08.15 WIB,,MRII Balikpapan,"Zoom Meeting ID : 826 4827 1097,
Password : 343826",https://www.instagram.com/mriibalikpapan/,20200705,Kelas Kecil (Playgroup - TK)
4,08.30 WIB,,GRII Kertajaya,https://us02web.zoom.us/j/7530305322?pwd=ejlUMkw1V2hzN1l6R3VxY0dwZm9KZz09,"Zoom Meeting ID: 753 030 5322,
Password: 111829 ",20200705,Kelas Baduta - Batita
2,08.30 WIB,,GRII Kertajaya,https://us04web.zoom.us/j/7497584120?pwd=Q2txQ1JNUDN5VmJxYzA0cXFYWVQvUT09,"Zoom Meeting ID: 749 758 4120,
Password: SM12K12",20200705,Kelas 1 - 2 SD
4,09.00 WIB,KU - Konklusi Kehidupan : Menghidupi Kehidupan Sepenuhnya (1),Pdt. Daniel Santoso,Pendaftaran Hubungi WA : https://wa.me/6281211626422,,20200705,
5,09.00 WIB,PA Anak - Apa Isinya Ya? - Bilangan,Vik. Imelda Ginting,http://bit.ly/griicitralive,,20200705,
6,09.30 WIB,Kebaktian Umum - Indonesia,Pdt. Stephen Tong,https://www.youtube.com/c/RELAYRMCI/live,https://pusat.grii.org/live,20200705,
7,10.00 WIB,English Worship Service,Rev. Michael Densmoor,https://www.youtube.com/c/AUVIGRII/live,http://pusat.grii.org/ews,20200705,
5,13.00 WIB,,GRII Singapura,https://zoom.us/j/94230763577?pwd=MDJEbGR1d2FremthNTJnbm9DQWdwdz09,,20200705,Kelas Kindy
2,13.00 WIB,,GRII Singapura,https://zoom.us/j/96259161055?pwd=WGhZTFA1WHJPaHlvR3NEaitSQ1Fmdz09,,20200705,Kelas 3 - 4 SD
