No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi - Yoh 1:12-18,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200903,
2,06.30 WIB,PD - Perbedaan Diametris Umat Tuhan,Pdt. Sutjipto Subeno,https://zoom.us/j/2232232211,,20200903,
3,07.00 WIB,Saat Teduh Bersama - Menderita karena perbuatan baik,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200903,
4,09.00 WIB,Kelas Kamis Pagi ,Vik. Maria Mazo,https://www.rec-singapore.org/kelas-kamis-pagi/,,20200903,
5,16.00 WIB,"PA Wanita & Lansia -  Yosua, Setia Sejak Muda: Yosua Percaya Janji Tuhan",Pdt. Ardian Santosa,https://zoom.us/j/96826430082,,20200903,
6,17.00 WIB,Apresiasi Buku Teologi - God In The Wasteland (IV): David F. Wells,Vik. Stenly Y. Lailewan,https://bit.ly/mriibogorlive,https://web.facebook.com/MRIIBOGOR,20200903,
7,17.00 WIB,Panggung Boneka - Aku Anak-Anak Allah: Janji Juruselamat,GRII Solo,bit.ly/puppetgriisolo,Join dengan format username : Nama anak / Kota asal (contoh : Luther / Solo),20200903,
11,17.30 WIB,PA Umum,MRII Balikpapan,Wajib daftar ke http://wa.me/628125312059,,20200903,
10,18.00 WIB,PA Pemuda - Kenali Dosamu: 7 Dosa Maut (Hawa Nafsu),Pdt. Daniel Santoso,Pendaftaran hubungi WA: https://wa.me/8618507724439,,20200903,
8,18.00 WIB,PD & PA Pusat (Mandarin - Indonesia),GRII Pusat,https://pusat.grii.org/live,https://livestream.com/stemi/pamandarin,20200903,
9,18.00 WIB,Persekutuan Doa,GRII Samarinda,http://bit.ly/griisamarindalive,,20200903,
12,18.30 WIB,PA - Eksposisi Ester: The Hidden God,Vik. Charles F Marunduri,"Zoom Meeting ID: 780 923 6116, Password: 1234567",,20200903,
13,18.30 WIB,PA - Sebutan-Sebutan Yesus Dalam Alkitab: Tanduk Keselamatan,Vik. Bakti Anugrah,http://bit.ly/griikertajayalive,,20200903,
14,19.00 WIB,PA - Hidup Di Tengah Orang Bermasalah,Pdt. Dawis Waiman,https://zoom.us/j/3654626283,,20200903,
15,19.00 WIB,Eksposisi 10 Hukum (4),Pdt. Stephen Tong ,https://www.youtube.com/c/reformedinjili,https://pusat.grii.org/live,20200903,
16,19.00 WIB,Persekutuan Keluarga ,Pdt. Cornelius Kuswanto,http://bit.ly/griimalanglive,,20200903,
17,19.00 WIB,PA - Ajarlah Kami Firman-Nya,Vik. Stenly Y. Lailewan,https://bit.ly/priijambilive,https://zoom.us/j/88614079700,20200903,
18,19.30 PM,PA Pemuda - Belajar Sampai Mati?,"Heidy Angelica S, Martin Lutta P",https://griikg.org/live,,20200903,
19,19.30 WIB,Pendalaman Alkitab,Pdt. Titus Ndoen,http://www.grii-bsd.org/live/,,20200903,
20,20.00 WIB,Prayer Night,GRII Pusat - EWS,https://us02web.zoom.us/j/83607820171,English Worship Service,20200903,
