No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200627,
2,06.30 WIB,Persekutuan Doa Pusat,GRII Pusat,https://www.youtube.com/c/RELAYRMCI/live,https://pusat.grii.org/live,20200627,
3,06.30 WIB,PD - Kesia-siaan Usaha Manusia Menggapai Sorga,Pdt. Sutjipto Subeno,https://zoom.us/j/2232232211,,20200627,
4,06.30 WIB,Persekutuan Doa,GRII BSD,http://www.grii-bsd.org/live/,,20200627,
5,07.00 WIB,"Saat Teduh Bersama - Perzinahan, Pernikahan, Perceraian",Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200627,
6,07.00 WIB,Persekutuan Doa,GRII Pondok Indah,https://zoom.us/j/97578233474,,20200627,
7,07.00 WIB,Persekutuan Doa,GRII Karawaci,https://zoom.us/j/98538361319,Password (jika dibutuhkan) : doa,20200627,
8,07.00 WIB,Persekutuan Doa,MRII Makassar,https://us02web.zoom.us/j/5520095323?pwd=eTRLVjFnTkZSWHlZNkVkU0JGdzRFZz09,,20200627,
9,07.00 WIB,Persekutuan Doa,MRII Bogor,https://www.facebook.com/Mimbar-Reformed-Injili-Indonesia-Bogor-104262257972271,,20200627,
10,07.30 WIB,Persekutuan Doa,MRII PIK,https://zoom.us/j/335979844,,20200627,
11,08.30 WIB,Tanya Jawab Umum - GRII Karawaci,"Pdt. David Tong, 
 Pdt. Budi Sutrisno",https://www.youtube.com/channel/UCfTHYV5ssBlQGIREemrq51Q/live,,20200627,
12,10.00 WIB,PA Anak -,MRII Depok,http://bit.ly/mriidepoklive,,20200627,
13,11.00 WIB,Persekutuan Doa,GRII Sydney,https://tinyurl.com/yawe8dh2,https://www.facebook.com/griisydney,20200627,
14,13.00 WIB,Persekutuan Pemuda & Pekerja,GRII Sydney,https://tinyurl.com/y8dauw3w,,20200627,
15,13.00 WIB,PA Anak -,Pdt. Jimmy Pardede,http://bit.ly/griibdglive,,20200627,
16,14.00 WIB,Women's Fellowship - Christ Jesus Our Wisdom (4),Vik. Rudy Phen,Pendaftaran hubungi WA : https://wa.me/628121051985,,20200627,
17,14.00 WIB,PA Remaja & Pemuda - Christ in The Old Testament :,GRII Singapura,https://grii-online.zoom.us/j/98546450584?pwd=dHRXVUw2b3F0QzVPU1dBM1JwbFpnUT09,https://www.rec-singapore.org/pemahaman-alkitab/pa-gabungan-remaja-dan-pemuda/,20200627,
18,14.00 WIB,Persekutuan Pra-Remaja,GRII Pondok Indah,"Zoom Meeting ID: 921 5144 6437,
 Password: 039453",,20200627,
19,14.00 WIB,Persekutuan Remaja,GRII Pondok Indah,"Zoom Meeting ID: 835 9036 6833,
 Password: 449481",,20200627,
20,15.00 WIB,PA Remaja & Pemuda,"Sdr. Alfret Y. Tadjo Talo,
 Sdr. Doni H. Harianja",https://zoom.us/j/8434545367,Live FB : http://facebook.com/mrii.depok,20200627,
21,16.00 WIB,PA Pemuda & Pekerja - Wise Living : Family,Pdt. Heru Lin,https://griikg.org/live/,,20200627,
22,16.00 WIB,Persekutuan Doa,GRII Buaran,http://bit.ly/griibuaranlive,,20200627,
23,16.00 WIB,PA Remaja - Westminster Shorter Cathecism : Question 9,Pdt. Amin Khouw,https://zoom.us/j/87674581530,,20200627,
24,16.00 WIB,PA Remaja,GRII Andhika,https://linktr.ee/grii.andhika,,20200627,
25,16.00 WIB,PA Remaja & Pemuda,GRII Karawaci,,,20200627,
26,16.00 WIB,PA Remaja,GRII Bintaro,,,20200627,
27,16.30 WIB,PA Pemuda - Living Under the Shadow of God's Providence :,Vik. Joshua Siwalette,Pendaftaran hubungi WA : https://wa.me/6281222555455,,20200627,
28,16.45 WIB,PA Pemuda -,GRII BSD,https://zoom.us/j/2425743816,,20200627,
35,17.00 WIB,PA Remaja & Pemuda - Persembahan yang Diterima oleh Tuhan :,Vik. Nathanael Marvin,Pendaftaran hubungi WA : https://wa.me/628157690252,,20200627,
34,17.00 WIB,Persekutuan Remaja,GRII Sidoarjo,Pendaftaran hubungi WA : https://wa.me/62811323345,,20200627,
33,17.00 WIB,PA Pemuda -,MRII Balikpapan,"Info Zoom, cek posting di IG : https://www.instagram.com/mriibalikpapan",,20200627,
30,17.00 WIB,PA Pemuda - Hermeneutics of Life :,Pdt. Jimmy Pardede,http://bit.ly/griibdglive,,20200627,
