No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200611,
2,06.30 WIB,PD - Three Tales of The Kingdom of God : 1. The Sower,Pdt. Hendra Wijaya,https://zoom.us/j/2232232211,,20200611,
3,07.00 WIB,Saat Teduh Bersama - Saat yang Tidak Terduga,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200611,
4,08.00 WIB,Belajar Katekismus Heidelberg : Jesus The Only Saviour (QA 29-30),Pdt. Billy Kristanto,https://griikg.org/live/,,20200611,
5,09.00 WIB,Kelas Kamis Pagi,Vik. Maria Mazo,https://www.rec-singapore.org/kelas-kamis-pagi/,https://zoom.us/j/94398168051?pwd=U0svVzlBTkdEdWNxL2tIV1Jib2dkUT09,20200611,
6,16.00 WIB,PA Wanita & Lansia - Kristologi 1 : Kematian Dosa di Dalam Kristus,Pdt. Sutjipto Subeno,https://zoom.us/j/92799816578,,20200611,
7,16.00 WIB,PA Anak Seri Tokoh - Abraham : Rumah vs Kemah,Ibu Ansye Aotama,http://bit.ly/griicitralive,,20200611,
8,16.30 WIB,"PA - Banyak Buku Tak Ada Akhirnya, Banyak Belajar Melelahkan Badan",Vik. Bakti Anugrah,https://www.youtube.com/watch?v=Pi75SJypduA,,20200611,
9,17.00 WIB,PA & PD - Surat Galatia : Kemunafikan Kefas,Pdt. Jimmy Pardede,http://bit.ly/griibdglive,,20200611,
12,17.30 WIB,"PD & PA - Berapa Lama Lagi, Tuhan? - Menantikan Keselamatan dari Allah",Pdt. Calvin Bangun,http://bit.ly/griikebonjeruklive,http://grii-semarang.org/live/,20200611,
10,17.30 WIB,PA - Roh Kudus dalam Kitab Keluaran,Pdt. Elvis Ratta,"Zoom Meeting ID : 865 5128 1662,
Password : 756387",,20200611,
11,17.30 WIB,PA - Kesalehan dan Damai Sejahtera,Vik. Charles F. Marunduri,https://us02web.zoom.us/j/5520095323?pwd=eTRLVjFnTkZSWHlZNkVkU0JGdzRFZz09,"Zoom Meeting ID : 552 009 5323,
Password : 1234567",20200611,
13,18.00 WIB,PD & PA Pusat (Mandarin - Indonesia),GRII Pusat,https://www.youtube.com/channel/griitv/live,https://livestream.com/stemi/pamandarin,20200611,
14,18.00 WIB,PA Pemuda - Strange Fire : Kesembuhan Ilahi dan Mujizat,Pdt. Daniel Santoso,Pendaftaran hubungi WA : https://wa.me/8618507724439,,20200611,
15,18.00 WIB,PA - Kristologi : Natur Manusia Kristus,Bp. Tonny Sutrisno,https://www.youtube.com/user/griicikarang/live,http://us02web.zoom.us/j/83189823625?pwd=YzRkRWpzWWx3cW1yMnVFazkxRnhqZz09,20200611,
16,18.00 WIB,Persekutuan Doa,GRII Samarinda,http://bit.ly/griisamarindalive,,20200611,
17,19.00 WIB,Seminar - Serving God in The Age of Narcissism : Learning from Abraham (bagian 2),Pdt. Ivan Kristiono,https://www.youtube.com/c/RELAYRMCI/live,https://pusat.grii.org/live,20200611,
18,19.00 WIB,PA - Aku Percaya kepada Roh Kudus,Pdt. Billy Kristanto,https://zoom.us/j/88614079700,,20200611,
19,19.30 WIB,PA - Eksposisi Kitab Kisah Para Rasul (3),"Pdt. Titus Ndoen, 
Pdt. Handi Gunawan",http://www.grii-bsd.org/live/,,20200611,
20,20.00 WIB,Prayer Night (English Worship Service),Rev. Michael Densmoor,https://us02web.zoom.us/j/83607820171,,20200611,
