No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200515,
2,07.00 WIB,Saat Teduh Bersama - Jangan Takut,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200515,
3,12.00 WIB,Persekutuan Pemuda - Eksposisi Injil Lukas,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200515,
4,16.30 WIB,PA - 1 Yohanes : Allah Adalah Terang,Vik. Imelda Ginting,bit.ly/griikertajayalive,,20200515,
5,18.30 WIB,PA Pusat - The Last Beatitude,Pdt. Ivan Kristiono,https://www.youtube.com/c/RELAYRMCI/live,pusat.grii.org/live,20200515,
6,18.30 WIB,PA Umum,GRII Singapura,https://zoom.us/j/91122238469?pwd=b2tQYnlBTFVraXQ3dlVMNnVVU0NYdz09,"Bisa via Youtube, cek linknya di : https://www.rec-singapore.org/pa-umum/",20200515,
7,18.30 WIB,PA Pemuda - Why did Christ Die? Who was Responsible for His Death?,Pdt. Solomon Yo,https://us02web.zoom.us/j/81371739483,,20200515,
8,19.00 WIB,PA Umum,MRII Bogor,"Via Zoom, mohon mendaftar melalui WA di kolom keterangan",Pendaftaran hubungi Bp. Calvin : https://wa.me/6281949177662,20200515,
9,19.00 WIB,PA - Ya Aku Datang Segera,Pdt. Thomy Matakupan,http://bit.ly/griibuaranlive,Zoom Meeting ID : 936 578 074,20200515,
10,19.30 WIB,PA - Eksposisi Kitab Kisah Para Rasul,"Pdt. David Tong,
Pdt. Budi Sutrisno",griikarawaci.tv,,20200515,
11,19.30 WIB,PA - Telaah Kitab Kisah Para Rasul - Pemilihan Diaken : Pintu Penyebarluasan Injil,Vik. Eben Matalu,https://www.youtube.com/watch?v=_2G_0_EsQ2Y,,20200515,
