No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi -,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200819,
2,07.00 WIB,Saat Teduh Bersama - ,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200819,
4,09.00 WIB,PA Wanita,GRII BSD,http://www.grii-bsd.org/live/,,20200819,
5,10.00 WIB,PA Wanita & Lansia - ,Vik. Grace Kamuri,http://bit.ly/mriidepoklive,,20200819,
6,10.00 WIB,Persekutuan Wanita,Vik. Lensy Yangko,"Zoom Meeting ID : 937 1070 8047,
 Password : wanita",,20200819,
7,15.30 WIB,Persekutuan Doa,GRII Melbourne,https://bit.ly/irec-melb,,20200819,
8,17.00 WIB,PA - Penghiburan Mazmur (Mazmur 3),Pdt. Jimmy Pardede,http://bit.ly/griibdglive,,20200819,
9,18.00 WIB,PD - Yesus Adalah... Aku Adalah Gembala Yang Baik,Vik. Thermanto D. S. Samosir,http://tinyurl.com/GRIIDenpasar,https://zoom.us/j/8950688000,20200819,
10,18.00 WIB,Persekutuan Doa,GRII Singapura,https://zoom.us/j/96970546878?pwd=NXk3WlZESElxNkIwVGx6dGxFZDhIdz09,https://www.rec-singapore.org/persekutuan-doa/,20200819,
12,18.30 WIB,Persekutuan Doa,MRII Yogyakarta,http://bit.ly/mriiyogya,,20200819,
11,18.30 WIB,Persekutuan Doa,Vik. Nurita Agustina,http://bit.ly/griimalanglive,,20200819,
13,18.45 WIB,PA & PD - ,Pdt. Solomon Yo,https://us02web.zoom.us/j/89346687402,https://linktr.ee/grii.andhika,20200819,
14,19.00 WIB,NRETC 2012 - Mazmur 8 (3),Pdt. Stephen Tong,https://www.youtube.com/c/reformedinjili,https://pusat.grii.org/live,20200819,
15,19.00 WIB,PD & PA - ,Pdt. Calvin Bangun,http://bit.ly/griikebonjeruklive,,20200819,
16,19.00 WIB,"PA - Air Bah: Sejarah, Keluasan, dan Dampak",Pdt. Christiady Cohen,https://zoom.us/j/156871211,,20200819,
17,19.00 WIB,Seri Pembinaan Pernikahan Kristen - ,"Pdt. Aludin Yauw, Vik. Donna Lisa Taula",Pendaftaran:https://tinyurl.com/SPPK-SIM ,"[user ID = guest, password = guests]",20200819,
18,19.00 WIB,Persekutuan Doa,Bpk. Tonny Sutrisno,http://grii-cikarang.org/streaming,,20200819,
19,19.30 WIB,PA - ,Pdt. Billy Kristanto,https://griikg.org/live/,,20200819,
20,19.30 WIB,PD - Kitab Habakuk: ALLAH Itu Kekuatanku,Vik. Stephen B.,https://zoom.us/j/9831419595,,20200819,
21,19.30 WIB,Persekutuan Doa,GRII BSD,http://www.grii-bsd.org/live/,,20200819,
