No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200624,
2,07.00 WIB,Saat Teduh Bersama - Sabat yang Kudus (2) : Istirahat yang Aktif,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200624,
3,08.00 WIB,BCN 2020 - Sesi 7 & 8,Pdt. Stephen Tong dan rekan-rekan,https://bcn.stemi.id/,,20200624,
4,08.00 WIB,Belajar Katekismus Heidelberg : Christ's Ascension (QA 46-49),Pdt. Billy Kristanto,https://griikg.org/live/,,20200624,
5,09.00 WIB,PA Wanita - Pengujian Iman,GRII BSD,http://www.grii-bsd.org/live/,,20200624,
6,10.00 WIB,PA Wanita & Lansia - Kristus & Pengembaraan Padang Gurun : Kristus & Dosa Para Pemimpin,Vik. Grace Kamuri,http://bit.ly/mriidepoklive,,20200624,
7,15.30 WIB,PD - Book of Philippians,Pdt. Budy Setiawan,https://bit.ly/irec-melb,,20200624,
8,17.00 WIB,BCN 2020 - Sesi 9,Pdt. Stephen Tong dan rekan-rekan,https://bcn.stemi.id/,,20200624,
9,17.00 WIB,Seminar - Jepang & Kekristenan : Pengaruh Politik terhadap Kekristenan di Jepang dan Pengaruh Kekristenan pada Kehidupannya,Vik. Erianto,Pendaftaran hubungi WA : https://wa.me/819093856417,Atau DM via Instagram : https://www.instagram.com/irectokyo/,20200624,
11,18.00 WIB,Persekutuan Doa,GRII Singapura,https://zoom.us/j/96970546878?pwd=NXk3WlZESElxNkIwVGx6dGxFZDhIdz09,https://www.rec-singapore.org/persekutuan-doa/,20200624,
10,18.00 WIB,PD - Problema Manusia : Problema Kesombongan,Vik. Thermanto D. S. Samosir,http://tinyurl.com/GRIIDenpasar,https://zoom.us/j/8950688000,20200624,
12,18.30 WIB,Persekutuan Doa,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200624,
13,18.30 WIB,Persekutuan Doa,MRII Yogyakarta,http://bit.ly/mriiyogya,,20200624,
14,18.45 WIB,PA & PD - Orang Benar akan Hidup oleh Iman (3),Pdt. Solomon Yo,https://us02web.zoom.us/j/89346687402,https://linktr.ee/grii.andhika,20200624,
15,19.00 WIB,Seri Doa Bapa Kami (Eps 1),Pdt. Stephen Tong,https://www.youtube.com/watch?v=4ZjeYqdwBbg,https://pusat.grii.org/live,20200624,
16,19.00 WIB,"PA - ""Drama"" di Eden : Adam, Pohon Kehidupan, dan Si Ular (2)",Pdt. Christiady Cohen,https://zoom.us/j/156871211,,20200624,
17,19.00 WIB,PD & PA - Kebangkitan Orang mati,Pdt. Antonius Steven Un,http://bit.ly/griikebonjeruklive,,20200624,
18,19.00 WIB,PA - Musa & Panggilannya (7),Pdt. Amin Khouw,https://zoom.us/j/89826601574,,20200624,
19,19.00 WIB,PA - Eksposisi Injil di dalam Kisah Yusuf (19),Pdt. Aludin Yauw,https://www.youtube.com/channel/UCnjXgjNw0bImsxw_0DInmDw/live,,20200624,
21,19.30 WIB,PD - Ucapan Syukur,Vik. Stephen B,https://zoom.us/j/9831419595,,20200624,
20,19.30 WIB,PA - Introduksi Kitab Efesus,Pdt. Billy Kristanto,https://griikg.org/live/,,20200624,
22,19.30 WIB,Persekutuan Doa,GRII BSD,http://www.grii-bsd.org/live/,,20200624,
