No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,06.10 WIB,PD + KU - Who is the Real Lord of Time?,GRII Melbourne,http://bit.ly/griimelbournelive,,20200712,
2,07.00 WIB,KU - Api yang Tidak Dapat Dipadamkan - William Gurnall : Perlengkapan Senjata Perang,Pdt. Agus Marjanto,https://www.youtube.com/c/GRIISydney,https://www.griisydney.org/relay-live/,20200712,
1,07.00 WIB,,MRII Balikpapan,"Zoom Meeting ID : 859 0959 9020,
Password : 784 818",,20200712,Kelas Besar (Kelas 1 - 7)
3,07.30 WIB,Kebaktian Umum - Mandarin & Indonesia,Pdt. Stephen Tong,https://www.youtube.com/c/reformedinjili,https://pusat.grii.org/live,20200712,
1,07.30 WIB,,GRII Kertajaya,https://us02web.zoom.us/j/87312266318?pwd=ekJDbVJMSEx0aTlaNENwbmhFRkFQdz09,"Zoom Meeting ID: 873 1226 6318
Password: 950315",20200712,Kelas 5 - 6 SD
2,07.30 WIB,,GRII Samarinda,http://bit.ly/griisamarindachannel,,20200712,Semua Kelas
1,08.00 WIB,,GRII Kertajaya,https://us04web.zoom.us/j/8042815766?pwd=THBtVlVnaUVCeHI4ZVdZSjd3NW9wZz09,"Zoom Meeting ID: 804 281 5766,
Password: 9qvoqu",20200712,Kelas 3 - 4 SD
1,08.00 WIB,,GRII Denpasar,https://zoom.us/j/83597908990,,20200712,Kelas 1 - 2 SD
3,08.00 WIB,,GRII Singapura,https://zoom.us/j/93733015842?pwd=VS9VN1hzN1RZblVLcXVFcURoYkxyQT09,,20200712,Kelas Nursery
1,08.00 WIB,,GRII Denpasar,https://zoom.us/j/8950688000,,20200712,Kelas Batita - Balita
5,08.00 WIB,,GRII Singapura,https://zoom.us/j/92520761900?pwd=R1c1cFlPYStqeFpLb0pUbWI3UWpKUT09,,20200712,Kelas Besar Pagi
4,08.00 WIB,,GRII Singapura,https://zoom.us/j/92373464058?pwd=TDIwdjliVzZuZ3RjUjI1VVkrWXdudz09,,20200712,Kelas Kecil Pagi
2,08.00 WIB,,GRII Kertajaya,https://us04web.zoom.us/j/79735914624?pwd=NG5hVmlOcFdRV1oxRVhFbEFGMmJmQT09,"Zoom Meeting ID: 797 3591 4624,
Password: 276435",20200712,Kelas Balita
3,08.00 WIB,,Vik. Nurita Agustina,http://bit.ly/griimalanglive,,20200712,Semua Kelas - Allah Berjanji
6,08.15 WIB,,MRII Balikpapan,"Zoom Meeting ID : 816 2903 0360,
Password : 801 722",,20200712,Kelas Kecil (Playgroup - TK)
4,08.30 WIB,,GRII Kertajaya,https://us02web.zoom.us/j/7530305322?pwd=ejlUMkw1V2hzN1l6R3VxY0dwZm9KZz09,"Zoom Meeting ID: 753 030 5322,
Password: 111829",20200712,Kelas Baduta - Batita
2,08.30 WIB,,GRII Kertajaya,https://us04web.zoom.us/j/7497584120?pwd=L2pLejNEbHNkYngyTy8yblc3ZkNldz09,"Zoom Meeting ID: 749 758 4120,
Password: SM12K13",20200712,Kelas 1 - 2 SD
4,09.00 WIB,KU - Konklusi Kehidupan : Menghidupi Kehidupan Sepenuhnya (2),Pdt. Daniel Santoso,Pendaftaran Hubungi WA : https://wa.me/6281211626422,,20200712,
5,09.30 WIB,Kebaktian Umum - Indonesia,Pdt. Stephen Tong,https://www.youtube.com/c/reformedinjilii,https://pusat.grii.org/live,20200712,
6,10.00 WIB,English Worship Service,Rev. Michael Densmoor,https://www.youtube.com/c/AUVIGRII/live,http://pusat.grii.org/ews,20200712,
5,13.00 WIB,,GRII Singapura,https://zoom.us/j/94230763577?pwd=MDJEbGR1d2FremthNTJnbm9DQWdwdz09,,20200712,Kelas Kindy
2,13.00 WIB,,GRII Singapura,https://zoom.us/j/96259161055?pwd=WGhZTFA1WHJPaHlvR3NEaitSQ1Fmdz09,,20200712,Kelas 3 - 4 SD
2,14.00 WIB,,GRII Denpasar,https://zoom.us/j/83597908990,,20200712,Kelas 5 - 6 SD
3,14.00 WIB,,GRII Denpasar,https://zoom.us/j/8950688000,,20200712,Kelas 3 - 4 SD
3,14.30 WIB,,GRII Singapura,https://zoom.us/j/94043882852?pwd=bFpVTU5QcUlyT2IxaEdkeExGWFl4QT09,,20200712,Kelas 1 - 2 SD
3,15.00 WIB,,GRII Singapura,https://zoom.us/j/98292000805?pwd=ais0WmxvYnNGME9sTjNzSE84OWpMdz09,,20200712,Kelas 5 - 6 SD
4,16.00 WIB,,GRII BSD & MRII GS,https://www.youtube.com/watch?v=bNJnF-txGTA,,20200712,Kelas 4 - 6 SD
7,16.00 WIB,,GRII Singapura,https://zoom.us/j/98965112638?pwd=dUx5VjUyMzJEVy9ESXBSR2l3MXBTUT09,,20200712,Kelas Toddler
6,16.00 WIB,,GRII BSD & MRII GS,http://www.grii-bsd.org/live/,,20200712,Kelas Batita - Balita
7,16.00 WIB,"Kebaktian Umum (Siaran Ulang Mandarin, Indonesia, dan Inggris)",GRII Pusat,https://pusat.grii.org/live,https://livestream.com/stemi/StreamingReformedInjili,20200712,
8,16.00 WIB,Talkshow - Redeeming Culture : Life Beyond,GRII Ngagel,"Zoom Meeting ID : 813 8185 0344,
Password : lifebeyond",,20200712,
4,16.00 WIB,,GRII BSD & MRII GS,https://www.youtube.com/watch?v=xY2grP8EdLA,,20200712,Kelas 1 - 3 SD
9,18.00 WIB,Persekutuan Remaja,GRII Denpasar,https://zoom.us/j/8950688000,,20200712,
