No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,https://youtu.be/k1FzgEtZMuE,,20200404,
2,06.30 WIB,Persekutuan Doa,GRII Pusat,https://www.youtube.com/watch?v=yBAWQ3vRneg,,20200404,
3,06.30 WIB,Bertobatlah Hai Umatku,Pdt. Sutjipto Subeno,https://zoom.us/j/248651173,Zoom Meeting ID : 248 651 173,20200404,
4,07.00 WIB,Prayer for Humility,Pdt. David Tong,https://livestream.com/griik/pd404,http://griikarawaci.tv,20200404,
5,10.00 WIB,PA Anak - Iman yang Sejati,Pdt. Jimmy Pardede,http://Youtube.com/GRIIBandungstreaming/live,,20200404,
6,10.00 WIB,Persekutuan Doa,Pdt. Agus Marjanto,https://zoom.us/j/765881231?pwd=dElCMmdsZ2hKZWNlMllLWXlpWHdFZz09⁠,,20200404,
7,12.00 WIB,Persekutuan Pemuda & Pekerja,Pdt. Agus Marjanto,https://zoom.us/j/323368852?pwd=ZEw0em04eVNSeVdnczJNY2IzLzd4QT09⁠,,20200404,
8,13.00 WIB,PA Remaja,REC Singapore,https://zoom.us/j/474349794,"Jika link salah, mohon cek website REC Singapore (klik di sini)",20200404,
9,15.30 WIB,PA Pemuda,REC Singapore,https://zoom.us/j/734042100,,20200404,
10,16.00 WIB,Korban Sajian,Pdt. Budi Sutrisno,http://griikarawaci.tv/,Info hub. Rally : 0813 1970 1980,20200404,
11,16.00 WIB,Taman Getsemani vs Taman Eden,Pdt. Amin Khouw,https://zoom.us/j/279429952,Zoom Meeting ID : 279 429 952,20200404,
12,16.30 WIB,Seri Keagungan Penderitaan - Penderitaan dalam Kitab Wahyu,Pdt. Antonius Steven Un,griikebonjeruk.org/live,Link 2 : grii-semarang.org/live,20200404,
13,17.00 WIB,Fruit of the Spirit : Self-control,Pdt. Heru Lin,zoom.us/j/517801139,griikg.org/live,20200404,
14,17.00 WIB,Courage in the Life in Love,Pdt. Jimmy Pardede,http://Youtube.com/GRIIBandungstreaming/live,,20200404,
15,18.00 WIB,Seri PA : Hidup yang Berharap pada Allah,Pdt. Irwan Hung,https://youtu.be/k1FzgEtZMuE,"Jika link salah, mohon cek IG GRII Samarinda (klik di sini)",20200404,
16,18.00 WIB,Doa di Getsemani,Pdt. Eko Aria,https://www.youtube.com/channel/UCW8K_jTM1q-vD4QlHrCfsIQ,"Jika tidak ada, mohon cek link di FB GRII Malang (klik di sini)",20200404,
17,18.30 WIB,Ten Plagues of Egypt - Anak Sulung Mati,Pdt. Aiter,https://www.youtube.com/watch?v=ut6Wgi_-IiQ,,20200404,
