No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200616,
2,07.00 WIB,Saat Teduh Bersama - Domba dan Kambing - Penghakiman Akhir,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200616,
3,08.00 WIB,Belajar Katekismus Heidelberg : Conceived by The Holy Spirit (QA 35 & 36),Pdt. Billy Kristanto,https://griikg.org/live/,,20200616,
4,10.00 WIB,PA Wanita,GRII Pondok Indah,https://zoom.us/j/982555264,,20200616,
5,14.00 WIB,PA Wanita - Cruciform Discipleship,Ibu Stanly Simon,https://griikg.org/live/,,20200616,
6,16.00 WIB,PA Anak Seri Tokoh -  Pilih Mana Ya? - Samuel : Hana vs Eli,Bp. Hugosan K.,http://bit.ly/griicitralive,,20200616,
7,17.00 WIB,PA & PD - Amsal dan Relasi : Amsal bagi Remaja,Pdt. Jimmy Pardede,http://bit.ly/griibdglive,,20200616,
8,17.30 WIB,PD & PA - Seri Sorga-Neraka & Penghakiman Terakhir : Penghakiman Terakhir,Pdt. Antonius Steven Un,http://bit.ly/griikebonjeruklive,http://grii-semarang.org/live/,20200616,
9,17.30 WIB,PA Wanita - Hannah's Prayer & God's Power (6),Vik. Melinda J. Mesakh,https://us02web.zoom.us/j/5520095323?pwd=eTRLVjFnTkZSWHlZNkVkU0JGdzRFZz09,"Zoom Meeting ID : 552 009 5323,
Password : 1234567",20200616,
10,18.00 WIB,PA - Ucapan-ucapan Rasul Paulus yang Sulit dalam Surat Roma : Apakah Allah Tidak Adil?,Vik. Tommy Suryadi,https://www.youtube.com/user/griicikarang/live,http://us02web.zoom.us/j/83189823625?pwd=YzRkRWpzWWx3cW1yMnVFazkxRnhqZz09,20200616,
11,18.30 WIB,PA - Eksposisi Kitab Yakobus : Miskin atau Kaya? (1),Pdt. Sutjipto Subeno,Pendaftaran : http://tinyurl.com/PAOnlineGRIIBintaro,Atau via WA : https://wa.me/628119882277,20200616,
12,19.00 WIB,"SPIK 1993 - Roh Kudus, Doa, dan Kebangunan (bagian 2)",Pdt. Stephen Tong,https://www.youtube.com/watch?v=MNM-S9_EoZM,https://pusat.grii.org/live,20200616,
