No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200815,
2,06.30 WIB,Persekutuan Doa Pusat,GRII Pusat,https://pusat.grii.org/live,,20200815,
3,06.30 WIB,PD - ,Pdt. Sutjipto Subeno,https://zoom.us/j/2232232211,,20200815,
4,06.30 WIB,Persekutuan Doa,GRII BSD,http://www.grii-bsd.org/live/,,20200815,
5,06.30 WIB,Persekutuan Doa,GRII Kebon Jeruk,http://griikebonjeruk.org/pendaftaran-pd/,,20200815,
6,06.30 WIB,Persekutuan Doa,GRII Batam,https://www.youtube.com/c/GRIIBatam/live,,20200815,
7,07.00 WIB,Saat Teduh Bersama - ,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200815,
8,07.00 WIB,Persekutuan Doa,GRII Kelapa Gading,https://griikg.org/live/,,20200815,
9,07.00 WIB,Persekutuan Doa,GRII Pondok Indah,Pendaftaran hubungi WA : https://wa.me/6281717717700,,20200815,
10,07.00 WIB,Persekutuan Doa,GRII Karawaci,"Zoom Meeting ID : 985 3836 1319,
 Password : doa",,20200815,
11,07.00 WIB,Persekutuan Doa,MRII Makassar,https://us02web.zoom.us/j/5520095323?pwd=eTRLVjFnTkZSWHlZNkVkU0JGdzRFZz09,,20200815,
12,07.00 WIB,Persekutuan Doa,MRII Bogor,http://bit.ly/mriibogorlive,,20200815,
13,07.30 WIB,Persekutuan Doa,MRII PIK,https://zoom.us/j/335979844,,20200815,
14,08.30 WIB,Tanya Jawab Umum GRII Karawaci,"Pdt. David Tong, 
 Pdt. Budi Sutrisno",https://www.youtube.com/watch?v=eVmmuRBQRVs,,20200815,
15,10.00 WIB,PA Anak - ,MRII Depok,http://bit.ly/mriidepoklive,,20200815,
17,13.00 WIB,PA Anak -,Pdt. Jimmy Pardede,http://bit.ly/griibdglive,,20200815,
18,14.00 WIB,Women's Fellowship -,Vik. Rudy Phen,Pendaftaran hubungi WA : https://wa.me/628121051985,,20200815,
19,14.00 WIB,PA Pemuda - ,GRII Singapura,https://www.rec-singapore.org/pemahaman-alkitab/pa-pemuda/,,20200815,
20,14.00 WIB,Persekutuan Pra-Remaja,GRII Pondok Indah,Pendaftaran hubungi WA : https://wa.me/6281717717700,,20200815,
