No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200505,
2,07.00 WIB,Saat Teduh Bersama - Tentang Kekuatiran,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200505,
3,10.00 WIB,PA Wanita,GRII Pondok Indah,https://zoom.us/j/982555264,Zoom Meeting ID: 982 555 264,20200505,
4,14.00 WIB,"PA Wanita - Iman, Ketakutan dan Kekuatiran",Ibu Murniaty Santoso,http://bit.ly/griikelapagadinglive,,20200505,
5,15.30 WIB,Diskusi RCRS - Teologi Bencana,"Pdt. Jadi S. Lima,
Bp. Gus Fayyadl",https://zoom.us/j/94815432253,Pendaftaran : https://s.id/gDrcF (klik di sini),20200505,
6,16.30 WIB,PD & PA - Kerajaan 1000 Tahun & Langit-Bumi Baru : 1000 Tahun & Gog-Magog,Pdt. Antonius Steven Un,http://bit.ly/griikebonjeruklive,,20200505,
7,16.30 WIB,PA - Kitab Injil & Kisah Para Rasul #10 - Kisah Para Rasul : Keunikan,Pdt. Aiter,http://bit.ly/griicitralive,https://www.youtube.com/watch?v=XJGTEEX08B4,20200505,
8,18.00 WIB,PA - Turunnya Roh Kudus : Yerusalem (Satu Hati),Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200505,
9,18.00 WIB,PA Wanita,Vik. Melinda J. Mesakh,https://zoom.us/j/5520095323,"Zoom Meeting ID : 552 009 5323,
 Password : 1234567",20200505,
10,18.00 WIB,PA Wanita - Ketamakan (Greed),Vik. Diana Bunjamin,http://bit.ly/griisamarindalive,,20200505,
11,18.30 WIB,PA - Eksposisi Kitab Yakobus - Bersukacita Jatuh dalam Pencobaan,Pdt. Sutjipto Subeno,https://us04web.zoom.us/j/228791050?pwd=NlVkd2dwMDlGT3R3N1FVSWhaaEI0dz09,Pendaftaran Gratis : tinyurl.com/PAOnlineGRIIBintaro,20200505,
12,19.00 WIB,"PD - Thanksgiving for God's Presence : Yohanes di Patmos, Sekutu dalam Kesusahan",Pdt. Rudie Gunawan,http://bit.ly/griibdglive,griibandung.org/live,20200505,
13,19.00 WIB,Persekutuan Doa,GRII Kelapa Gading,http://bit.ly/griikelapagadinglive,griikg.org/live,20200505,
