No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,youtu.be/Ycaf8756KCU,,20200415,
2,06.30 WIB,Seri PD Pagi - Bijak dan Kuat,Pdt. Sutjipto Subeno,https://zoom.us/j/246316777,Zoom Meeting ID : 246 316 777,20200415,
3,07.00 WIB,PD - Khotbah di Bukit - Penghiburan bagi yang Berduka,Pdt. Eko Aria,https://www.youtube.com/watch?v=FcahFK7pNvY,,20200415,
4,10.00 WIB,PA Wanita & Lansia,MRII Depok,https://www.youtube.com/watch?v=kiZJUgtJpHA,,20200415,
5,15.00 WIB,"The Joyful Cost of Discipleship - Prayer, the Power of Christian Hedonism",Pdt. Budy Setiawan,https://areoc.online/zoom,Website event : http://areoc2020.eventbrite.com.au/ (klik di sini),20200415,
6,16.30 WIB,PD & PA - Doa Rasul Paulus bagi Jemaat Filipi,Pdt. Calvin Bangun,https://www.youtube.com/watch?v=QSuxxC8JE9U,griikebonjeruk.org/live,20200415,
7,18.30 WIB,PA - Ibadah Sejati vs Ibadah Palsu #4 - Yosua : Kanaan,Pdt. Aiter,https://www.youtube.com/watch?v=5ZjEpikI5sI,,20200415,
8,18.30 WIB,Persekutuan Doa,REC Singapore,https://zoom.us/j/948003890?pwd=VnNEOEtBZVlPUWZRQm1mWUFxRnpyZz09,"Jika salah, mohon cek website REC Singapore (Klik di sini) lalu pilih Online -> Persekutuan Doa",20200415,
9,19.00 WIB,PA & PD - Ibadah yang Sejati,Pdt. Jimmy Pardede,https://www.youtube.com/watch?v=dXtkSL1mCAk,griibandung.org/live,20200415,
10,19.30 WIB,PA - Introduksi Kisah Para Rasul,Pdt. Billy Kristanto,griikg.org/live,Atau melalui Zoom : https://zoom.us/j/96852554042,20200415,
