No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,06.10 WIB,Persekutuan Doa + Kebaktian Umum - This is Real Life,GRII Melbourne,http://bit.ly/griimelbournelive,,20200614,
2,07.00 WIB,Kebaktian Umum - Api yang Tidak Dapat Dipadamkan - Samuel Ward : Bara Api dari Altar,Pdt. Agus Marjanto,https://www.griisydney.org/relay-live/,https://www.youtube.com/c/GRIISydney,20200614,
1,07.00 WIB,,MRII Balikpapan,"Zoom Meeting ID : 872 3650 3816,
Password : 459106",,20200614,Kelas Besar (1 - 6 SD)
3,07.30 WIB,Kebaktian Umum - Mandarin & Indonesia,Pdt. Stephen Tong,https://www.youtube.com/c/GRIITV/live,https://pusat.grii.org/live,20200614,
1,07.30 WIB,,GRII Kertajaya,https://us02web.zoom.us/j/81412232862?pwd=cUhxeit4MDVGTlFkWkkwVjJPWXM2dz09,"Zoom Meeting ID: 814 1223 2862,
Password: 079797",20200614,Kelas 5 - 6 SD
2,07.30 WIB,,Vik. Diana Bunjamin,http://bit.ly/griisamarindalive,,20200614,Semua Kelas
2,08.00 WIB,,GRII Kertajaya,https://us04web.zoom.us/j/8042815766?pwd=THBtVlVnaUVCeHI4ZVdZSjd3NW9wZz09,"Zoom Meeting ID: 804 281 5766,
Password: 9qvoqu",20200614,Kelas 3 - 4 SD
1,08.00 WIB,,GRII Pondok Indah,https://zoom.us/j/93739008642,Zoom Meeting ID: 937 3900 8642,20200614,Kelas 3 - 4 SD
1,08.00 WIB,,GRII Denpasar,https://zoom.us/j/83597908990,,20200614,Kelas 1 - 2 SD
2,08.00 WIB,,GRII Kertajaya,https://us04web.zoom.us/j/71025598212?pwd=WFA0UjU1NWpnbzBEZGQwNGNheU52QT09,"Zoom Meeting ID: 710 2559 8212,
Password: 6PrPeB",20200614,Kelas Balita
1,08.00 WIB,,GRII Denpasar,https://zoom.us/j/8950688000,,20200614,Kelas Batita - Balita
3,08.00 WIB,,Vik. Nurita Agustina,http://bit.ly/griimalanglive,,20200614,Semua Kelas - Perjalanan Misi Paulus Ke-2
4,08.15 WIB,,MRII Balikpapan,"Zoom Meeting ID : 839 0852 2893,
Password : 464490",,20200614,Kelas Kecil (Playgroup - TK)
2,08.30 WIB,,GRII Kertajaya,https://us04web.zoom.us/j/7497584120?pwd=bTFET2JLUnh3RkRWK1ZXMXd6SFdaZz09,"Zoom Meeting ID: 749 758 4120,
Password: SM12K9",20200614,Kelas 1 - 2 SD
3,08.30 WIB,,GRII Kertajaya,https://us02web.zoom.us/j/7530305322?pwd=ejlUMkw1V2hzN1l6R3VxY0dwZm9KZz09,"Zoom Meeting ID: 753 030 5322,
Password: 111829",20200614,Kelas Baduta - Batita
5,08.30 WIB,,Vik. Donna Lisa,https://www.youtube.com/channel/UCnjXgjNw0bImsxw_0DInmDw/live,,20200614,Semua Kelas
4,09.00 WIB,PA - Konklusi Kehidupan : Arti Menikmati Hidup,Pdt. Daniel Santoso,Pendaftaran Hubungi WA : https://wa.me/6281211626422,,20200614,
5,09.30 WIB,Kebaktian Umum - Indonesia,Pdt. Stephen Tong,https://www.youtube.com/c/RELAYRMCI/live,https://pusat.grii.org/live,20200614,
6,10.00 WIB,English Worship Service,Rev. Michael Densmoor,https://www.youtube.com/c/auvigrii/live,http://pusat.grii.org/ews,20200614,
7,13.00 WIB,Tanya Jawab Pemuda GRII Bandung - Tema : Manhood and Womanhood (2),Pdt. Jimmy Pardede,https://us02web.zoom.us/j/7526589398,Pendaftaran : http://bit.ly/namazoompemudabdg,20200614,
3,13.00 WIB,,GRII Pondok Indah,https://zoom.us/j/99206098982,Meeting ID: 992 0609 8982,20200614,Kelas 1 - 2 SD
8,13.30 WIB,Tanya Jawab Umum - GRII Kelapa Gading,Pdt. Billy Kristanto,https://griikg.org/live/,Zoom : https://bit.ly/TANYAJAWABGRIIKG,20200614,
2,14.00 WIB,,GRII Pondok Indah,https://zoom.us/j/96025364410,Meeting ID: 960 2536 4410,20200614,Kelas 5 - 6 SD
3,14.00 WIB,,GRII Denpasar,https://zoom.us/j/8950688000,,20200614,Kelas 3 - 4 SD
3,14.00 WIB,,GRII Denpasar,https://zoom.us/j/83597908990,,20200614,Kelas 5 - 6 SD
6,15.00 WIB,,Vik. Nathanael Marvin,https://www.youtube.com/watch?v=r0pko8_3ON8,http://grii-semarang.org/live,20200614,Semua Kelas - Mengenal Kristus : Kristus Sang Nabi
5,16.00 WIB,,GRII BSD & MRII GS,http://www.grii-bsd.org/live/,,20200614,Kelas Batita - Balita
4,16.00 WIB,,GRII BSD & MRII GS,http://www.grii-bsd.org/live/,,20200614,Kelas 1 - 3 SD
4,16.00 WIB,,GRII Pondok Indah,https://zoom.us/j/93958112734,Meeting ID: 939 5811 2734,20200614,Kelas Balita - Pra-SD
9,16.00 WIB,"Kebaktian Umum (Siaran Ulang Mandarin, Indonesia, dan Inggris)",GRII Pusat,https://pusat.grii.org/live,https://livestream.com/stemi,20200614,
10,16.00 WIB,PA Anak Seri Tokoh - Yusuf : Kemah vs Penjara,Bp. Leo Slamet,http://bit.ly/griicitralive,,20200614,
4,16.00 WIB,,GRII BSD & MRII GS,http://www.grii-bsd.org/live/,,20200614,Kelas 4 - 6 SD
11,17.00 WIB,Lektur Publik STTRII - Metanarasi Kitab Suci : Theologi Penebusan,Pdt. Billy Kristanto,https://youtube.com/STTRIIOnline/live,,20200614,
12,18.00 WIB,Persekutuan Remaja,GRII Denpasar,https://zoom.us/j/8950688000,,20200614,
