No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi - Titus 2:1-5,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200919,
2,06.30 WIB,Persekutuan Doa Pusat,GRII Pusat,https://pusat.grii.org/live,,20200919,
3,06.30 WIB,PD - Hidup Dalam Kasih,Pdt. Sutjipto Subeno,https://zoom.us/j/2232232211,,20200919,
4,06.30 WIB,Persekutuan Doa,GRII BSD,http://www.grii-bsd.org/live/,,20200919,
5,06.30 WIB,Persekutuan Doa,GRII Kebon Jeruk,http://griikebonjeruk.org/pendaftaran-pd/,,20200919,
6,06.30 WIB,Persekutuan Doa,GRII Batam,https://www.youtube.com/c/GRIIBatam/live,,20200919,
7,07.00 WIB,"Saat Teduh Bersama - Menerima waktu sulit dari Allah
",Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200919,
8,07.00 WIB,Persekutuan Doa,GRII Kelapa Gading,https://griikg.org/live/,,20200919,
9,07.00 WIB,Persekutuan Doa,GRII Pondok Indah,Pendaftaran hubungi WA : https://wa.me/6281717717700,,20200919,
10,07.00 WIB,Persekutuan Doa,GRII Karawaci,"Zoom Meeting ID : 985 3836 1319,
 Password : doa",,20200919,
11,07.00 WIB,Persekutuan Doa,MRII Makassar,https://us02web.zoom.us/j/5520095323?pwd=eTRLVjFnTkZSWHlZNkVkU0JGdzRFZz09,,20200919,
12,07.00 WIB,Persekutuan Doa,MRII Bogor,http://bit.ly/mriibogorlive,,20200919,
14,07.30 WIB,Persekutuan Dewasa Muda,GRII Melbourne,https://myaf.online/zoom,,20200919,
13,07.30 WIB,Persekutuan Doa,MRII PIK,https://zoom.us/j/335979844,,20200919,
15,08.00 WIB,"Sekolah Teologi Reformed Injili Cikarang - Kitab 1 Samuel: Eksposisi Tokoh Samuel, Saul, Dan Daud (2)",Vik. Inawaty Teddy,https://www.youtube.com/user/griicikarang,,20200919,
16,10.00 WIB,PA Anak - 13 Rasul Tuhan Yesus: Matias (Pengganti Yudas Iskariot),MRII Depok,http://bit.ly/mriidepoklive,,20200919,
17,10.30 WIB,Convocation Semester Ganjil 2020 Calvin Institute of Technology - Loving God with Your Mind,"Pdt. Billy Kristanto,
Kata Sambutan : Pdt. Stephen Tong",http://calvin.ac.id/live,,20200919,
18,11.00 WIB,PA Anak - Perpisahan Abraham dan Lot,Pdt. Amin Khouw,https://www.youtube.com/channel/UC4uWpMyApTP25d5nE57M_Lg,2 minggu sekali,20200919,
19,13.00 WIB,Persekutuan Pemuda - Eksposisi Efesus 1:15-23: Praying to The Sovereign God,Pieter Kurnia,"Zoom Meeting ID: 832 0868 5284, Password: 603589",,20200919,
20,13.00 WIB,"PA Anak - Seri Surat Ibrani - Kesaksian, Mujizat, Karunia",Pdt. Jimmy Pardede,http://bit.ly/griibdglive,,20200919,
21,13.00 WIB,Persekutuan Profesional - Loving One Another,GRII Melbourne, https://live.irecmelbourne.org/impf,,20200919,
22,13.00 WIB,Virtual Open House Calvin Institute of Technology,Rektorat CIT,http://openhouse.calvin.ac.id,,20200919,
26,14.00 WIB,Persekutuan Remaja,GRII Pondok Indah,Pendaftaran hubungi WA : https://wa.me/6281717717700,,20200919,
23,14.00 WIB,Women's Fellowship - Contentment: Biblical Contentment,GRII Pusat - EWS,Pendaftaran hubungi WA : https://wa.me/628121051985,,20200919,
24,14.00 WIB,PA Pemuda - Christ In The Old Testament: A Potrait of a Caring Society (Deuteronomy 24:1-22),GRII Singapura,https://www.rec-singapore.org/pemahaman-alkitab/pa-pemuda/,,20200919,
25,14.00 WIB,Persekutuan Pra-Remaja,GRII Pondok Indah,Pendaftaran hubungi WA : https://wa.me/6281717717700,,20200919,
28,15.00 WIB,PA Remaja - Essential Truths of the Christian Faith: Hell,Ls. Onward,Pendaftaran hubungi WA : https://wa.me/628117780500,,20200919,
27,15.00 WIB,PA Remaja & Pemuda - Being A Productive Christian: Refresh & Leisure,"Sdr. Doni H. Harianja,
 Sdr. Alfret Y. Tadjo Talo",https://zoom.us/j/8434545367,,20200919,
29,16.00 WIB,Diskusi Abdinegara - Situasi & Kebijakan Ekonomi di Masa Pandemi,"Raden Pardede, Tandean Rustandy, Henry Koenaifi, Rachel Ho",Pendaftaran: https://s.id/diskusiRCRSseptember,,20200919,
30,16.00 WIB,Persekutuan Doa,GRII Buaran,http://bit.ly/griibuaranlive,,20200919,
31,16.00 WIB,PA Remaja,GRII Andhika,https://linktr.ee/grii.andhika,,20200919,
32,16.00 WIB,PD Pemuda,GRII Karawaci,"Zoom Meeting ID : 981 2422 4479,
 Password : youthgriik",,20200919,
33,16.00 WIB,PA Remaja - Remaja & Filsafat: Apa Itu Filsafat?,GRII Bintaro,Pendaftaran : https://forms.gle/AEhQVwDN3NawHgMB9,,20200919,
34,16.00 WIB,Men's Fellowship - Gospel Shaped Work: Created To Work,GRII Pusat - EWS,bit.ly/recjwork,,20200919,
35,16.00 WIB,PA Pra Remaja & Remaja,GRII Palembang,Pendaftaran hubungi WA : https://wa.me/628561828130,,20200919,
36,16.00 WIB,PA Pemuda - Never Give Up,Vik. Oktavina Toding,"Zoom Meeting ID : 872 0924 7618,
 Password : 898290",,20200919,
37,16.30 WIB,PA Pemuda - Productive Christian: Knowing Your Priorities & Responsibilities,Vik. Joshua Siwalette,Pendaftaran hubungi WA : https://wa.me/6281222555455,,20200919,
38,16.30 WIB,Persekutuan Remaja - Worship: On Earth as It is in Heaven,Jeffrey Wibowo,https://www.youtube.com/RemajaGRIIPusat,"2 minggu sekali, next tgl 15 Agustus",20200919,
39,16.45 WIB,PA Pemuda - Membangun Dengan PISANG,GRII BSD,https://zoom.us/j/2425743816,,20200919,
49,17.00 WIB,"PA Anak - ASiK: Apa, Siapa, Kapan Ya? (7)",GRII Kertajaya,http://bit.ly/griikertajayalive,,20200919,
48,17.00 WIB,PA Pemuda - Gerakan Sosialis vs Iman Kristen,Pnt. Sunito Haliman,Pendaftaran hubungi WA : https://wa.me/6285271434540,Atau via DM Instagram : https://www.instagram.com/pemudagriibatam,20200919,
47,17.00 WIB,"PA Remaja & Pemuda - Mendekati Tuhan Yesus Kristus, Sang Anak Allah: Kristus Adalah Kebenaran Kita",Vik. Nathanael Marvin,Pendaftaran hubungi WA : https://wa.me/628157690252,,20200919,
46,17.00 WIB,PA Pemuda,GRII Cikarang,http://Grii-cikarang.org/streaming,Zoom Meeting ID : 885 4647 7055,20200919,
43,17.00 WIB,PA - Pahlawan Sejati Di Balik Iman Sejati: Habel,"Pdt. J. Putratama Kamuri,
 Vik. Grace Kamuri",http://bit.ly/mriidepoklive,,20200919,
44,17.00 WIB,PA Pemuda - Seri Wawasan Dunia Reformasional: Kedaulatan Allah Atas Semesta,Vik. Lukman S.,http://bit.ly/mriiyogya,Zoom Meeting ID : 365 462 6283,20200919,
42,17.00 WIB,PA Pemuda - Bearers of Principles,Vik. Hanslaveda,http://bit.ly/griibdglive,,20200919,
45,17.00 WIB,Persekutuan Remaja,GRII Sidoarjo,Pendaftaran hubungi WA : https://wa.me/62811323345,,20200919,
50,17.30 WIB,PA Remaja & Pemuda - Amsal Bagi Orang Muda: Pentingnya Hikmat,Sdr. Kristanto Wicaksono,"Zoom Meeting ID : 295 613 711,
 Password : 694471",,20200919,
51,18.00 WIB,PA Umum,GRII Samarinda,http://bit.ly/griisamarindalive,,20200919,
52,18.00 WIB,Pembinaan : Injil Kerajaan - Hidup dan Kesaksian (Sharing Hidup),"Pdt. Eko Aria (Host), Vik. Lidya Bhekti",http://bit.ly/griimalanglive,,20200919,
53,18.30 WIB,Diskusi Bulanan CA - Kecanduan Cuan : Pengejaran Tiada Akhir,Pdt. Jadi S. Lima,Pendaftaran : http://bit.ly/sep2020ca,,20200919,
54,19.00 WIB,KPIN Beteleme 2014,Pdt. Stephen Tong,https://pusat.grii.org/live,,20200919,
55,19.00 WIB,PA Pemuda & Profesional - Daud dan Goliat: Daud dan Saul,Vik. Yakub Kartawidjaja,https://www.youtube.com/c/GRIIPondokIndah/live,,20200919,
