No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,bit.ly/griisamarindalive,,20200422,
2,07.00 WIB,Saat Teduh Bersama - Penganiayaan Umat Allah (1),Pdt. Eko Aria,bit.ly/griimalanglive,"Jika link salah, mohon cek Youtube GRII Malang (klik di sini)",20200422,
3,08.00 WIB,School Holiday Programme - Lord Teach us to Pray,GRII Sydney,ZooM Meeting ID tidak ditemukan,"Mohon cek website GRII Sydney (klik di sini), mungkin menggunakan link sama dengan PD/PA minggu lalu",20200422,
4,10.00 WIB,PA Wanita & Lansia - Kebangkitan Kristus dan Kebangkitan Orang Percaya,Vik. Grace Kamuri,https://www.youtube.com/watch?v=iTmofZK7pc4,griidepok.com/live,20200422,
5,16.30 WIB,PD & PA - Seri Tanda-tanda Akhir Zaman: Antikristus & Mesias Palsu,Pdt. Antonius Steven Un,https://www.youtube.com/watch?v=xPsJkJrpvus,griikebonjeruk.org/live,20200422,
6,18.30 WIB,Persekutuan Doa,Vik. Hanny Diyeni Saloh,http://bit.ly/griimalanglive,https://www.youtube.com/watch?v=aJD0812vkXU,20200422,
7,18.30 WIB,PA - Mujizat dalam Perjanjian Lama : Taurat & Hakim-Hakim,Vik. Bakti Anugrah,bit.ly/griikertajayalive,https://www.youtube.com/watch?v=F4Hu-mNRzf0,20200422,
8,18.30 WIB,Persekutuan Doa,GRII Singapura,https://zoom.us/j/948003890?pwd=VnNEOEtBZVlPUWZRQm1mWUFxRnpyZz09,https://www.rec-singapore.org/persekutuan-doa/,20200422,
9,19.00 WIB,PD - Ketika Iman Goyah,Pdt. Jimmy Pardede,bit.ly/griibandunglive,griibandung.org/live,20200422,
11,19.00 WIB,Pemahaman Alkitab,Pdt. Aludin Yauw,https://www.youtube.com/watch?v=0VKA2eousxU,,20200422,
12,19.30 WIB,Pemahaman Alkitab,Pdt. Jadi S. Lima,griikg.org/live,Melalui Zoom : https://zoom.us/j/96852554042,20200422,
13,19.30 WIB,Persekutuan Doa,MRII Lampung,us04web.zoom.us/j/9831419595?pwd=gPNzSKb1cH8SuwWeXWKJQDQ0FqVcXQ,,20200422,
