No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi - Yoh 7:37-44 ,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200818,
2,07.00 WIB,Saat Teduh Bersama - Batu Penjuru - Batu Sandungan,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200818,
3,08.00 WIB,Belajar Katekismus Heidelberg : Ninth Commandment (QA 112),Pdt. Billy Kristanto,https://griikg.org/live/,,20200818,
4,10.00 WIB,PA Wanita,GRII Pondok Indah,Pendaftaran hubungi WA : https://wa.me/6281717717700,,20200818,
5,13.00 WIB,PA Wanita,GRII Kuningan,Pendaftaran hubungi WA : https://wa.me/62811123482,,20200818,
6,14.00 WIB,PA Wanita - Discipline of a Godly Woman (4),Vik. Lidya Bhekti,https://griikg.org/live/,,20200818,
7,18.00 WIB,Pembinaan Keluarga - ,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200818,
8,18.30 WIB,PA - Iman Kristen dan Dunia Kontemporer: Facing Future Trading & Business Trends,"Pdt. Sutjipto Subeno, Sdr. Gamaliel Waney",Pendaftaran : http://tinyurl.com/PAOnlineGRIIBintaro,Atau via WA : https://wa.me/628119882277,20200818,
9,18.30 WIB,Seminar STRIS (Sekolah Theologi Reformed Injili Surabaya) - ,Pdt. Andi Halim,Pendaftaran hubungi WA: https://wa.me/6282230664622,Atau via telp: 031-5024691,20200818,
10,18.30 WIB,PA Wanita - ,MRII Makassar,https://us02web.zoom.us/j/5520095323?pwd=eTRLVjFnTkZSWHlZNkVkU0JGdzRFZz09,"Zoom Meeting ID: 552 009 5323
Password: 1234567",20200818,
11,19.00 WIB,NRETC 2012 - Mazmur 8 (2),Pdt. Stephen Tong,https://www.youtube.com/c/reformedinjili,https://pusat.grii.org/live,20200818,
