No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200707,
2,07.00 WIB,"Saat Teduh Bersama - Mata Ganti Mata, Gigi Ganti Gigi (2)",Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200707,
3,07.30 WIB,Seminar Musik - Bermazmur bagi Tuhan (1),Pdt. Billy Kristanto,Pendaftaran hubungi WA : https://wa.me/6289657798350,,20200707,
4,09.00 WIB,PA Anak - Apa Isinya Ya? - Yosua,Ibu Yuliawati  G.,http://bit.ly/griicitralive,,20200707,
5,10.00 WIB,PA Wanita,GRII Pondok Indah,Pendaftaran hubungi WA : https://wa.me/6281717717700,,20200707,
6,10.00 WIB,Studi Iman Kristen Remaja - Manusia & Dosa (2),GRII Buaran,Pendaftaran : https://bit.ly/SIKR2020,"Senin, 6 Juli 2020 - Kamis, 9 Juli 2020",20200707,
7,14.00 WIB,PA Wanita - Discipline of a Godly Woman (3),Vik. Lidya Bhekti,https://griikg.org/live/,,20200707,
8,17.00 WIB,Seminar - Belajar Berkomunikasi dalam Keluarga (Mengenali Signifikansi Self-Talk & Self-Pity) (1),Vik. Sariwati,"Untuk Zoom ID, direct message ke : https://www.instagram.com/irectokyo/",,20200707,
9,18.00 WIB,"Pembinaan Keluarga - Tidak Menikah : Baik, Buruk, Terpaksa?",Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200707,
10,18.00 WIB,PA Wanita - Amarah,Vik. Diana Bunjamin,http://bit.ly/griisamarindalive,,20200707,
11,18.30 WIB,"PA - Iman Kristen & Kerja : Allah, Manusia, dan Kerja",Pdt. Sutjipto Subeno,Pendaftaran : http://tinyurl.com/PAOnlineGRIIBintaro,Atau via WA : https://wa.me/628119882277,20200707,
12,19.00 WIB,"Seminar - Coram Deo, Klise Orang Kristen? (2)",Pdt. Johanis Putratama Kamuri,https://pusat.grii.org/live,https://www.facebook.com/reformed.injili.events,20200707,
