No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200717,
2,07.00 WIB,Saat Teduh Bersama : Tabernakel – Persembahan,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200717,
3,08.00 WIB,Belajar Katekismus Heidelberg : Pledge and Sign (QA 72-74),Pdt. Billy Kristanto,https://griikg.org/live/,,20200717,
4,16.00 WIB,PA Anak Kelas Kecil,GRII Singapura,https://www.rec-singapore.org/pa-anak-kelas-kecil/,,20200717,
5,16.00 WIB,PA Umum (Mandarin),Vik. Irwan Arifin,https://zoom.us/j/86186422644,,20200717,
6,18.30 WIB,PA Pusat - Daud vs Goliat,Pdt. Ivan Kristiono,https://pusat.grii.org/live,,20200717,
7,18.30 WIB,PA Umum,GRII Singapura,https://www.rec-singapore.org/pemahaman-alkitab/pa-umum/,,20200717,
8,18.30 WIB,PA Pemuda - Living Under The Cross : Suffering & Glory,Pdt. Solomon Yo,https://linktr.ee/grii.andhika,https://us02web.zoom.us/j/81371739483,20200717,
9,18.30 WIB,PA - Relasi yang Kusut : Diri Sendiri,Vik. Imelda Ginting,http://bit.ly/griikertajayalive,,20200717,
10,19.00 WIB,PA - Potret Yesus di Dalam Injil Yohanes : Sang Pengutus,Pdt. Thomy Matakupan,http://bit.ly/griibuaranlive,,20200717,
11,19.00 WIB,PA Umum,Vik. Stenly Y. Lailewan,http://bit.ly/mriibogorlive,https://facebook.com/MRIIBOGOR,20200717,
12,19.00 WIB,PA Umum,GRII Kuningan,Pendaftaran hubungi WA : https://wa.me/62811123482,,20200717,
13,19.30 WIB,PA - Bukti-bukti Kristen Sejati (2),Pdt. Romeo Mazo,https://www.youtube.com/c/GRIIBatam/live,,20200717,
