No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi - Ulangan 2:14-25,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20201016,
2,07.00 WIB,Saat Teduh Bersama - Silsilah Peres,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20201016,
5,17.00 WIB,PA Anak Kelas Kecil,GRII Singapura,https://www.rec-singapore.org/pa-anak-kelas-kecil/,,20201016,
6,17.00 WIB,Diskusi Remaja & Pemuda - Talenta atau 'Rebahan'?,Vik. Hanny Saloh,Harap mendaftar melalui DM ke Instagram https://www.instagram.com/youthgrii_malang,,20201016,
7,18.30 WIB,"PA Pusat - Bileam, Keledai, dan Malaikat",Pdt. Ivan Kristiono,https://www.youtube.com/ReformedInjili,https://pusat.grii.org/live,20201016,
7,18.30 WIB,PA - Continuing Reformation: What's Wrong With A Theology Of Glory (Moralism Contra SOLA GRATIA),Vik. Maria Mazo,https://www.rec-singapore.org/pemahaman-alkitab/pa-umum/,,20201016,
8,18.30 WIB,PA Pemuda - Knowing God: The Glory of God and the Joy of Man,GRII Andhika,https://linktr.ee/grii.andhika,https://us02web.zoom.us/j/81371739483,20201016,
9,18.30 WIB,PA - Sebutan-Sebutan Yesus Dalam Alkitab: Gembala Agung,Vik. Imelda Ginting,http://bit.ly/griikertajayalive,,20201016,
10,19.00 WIB,PA - Christ Centre Life,Pdt. Thomy Matakupan,http://bit.ly/griibuaranlive,,20201016,
11,19.00 WIB,PA Umum,MRII Bogor,http://bit.ly/mriibogorlive,https://facebook.com/MRIIBOGOR,20201016,
12,19.00 WIB,PA & PD,GRII Kuningan,Pendaftaran hubungi WA : https://wa.me/62811123482,,20201016,
13,19.00 WIB,PA Umum (Mandarin),Vik. Irwan Arifin,https://zoom.us/j/831773599088,http://meet.google.com/tpz-khvy-apx,20201016,
14,19.30 WIB,PA - Pergumulan Menikmati Sabat (3),Vik. Eben Matalu,https://www.youtube.com/c/GRIIBatam/live,,20201016,
