No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,"Kamis, 14 Mei 2020",
2,06.30 WIB,PD - Nahum and The Gospel of The Spirit,Pdt. Hendra Wijaya,https://zoom.us/j/2232232211,Zoom Meeting ID : 223 223 2211,"Kamis, 14 Mei 2020",
3,07.00 WIB,Saat Teduh Bersama - Domba di Tengah Serigala,Pdt. Eko Aria,http://bit.ly/griimalanglive,,"Kamis, 14 Mei 2020",
4,09.00 WIB,Kelas Kamis Pagi,Vik. Maria Mazo,https://zoom.us/j/94398168051?pwd=U0svVzlBTkdEdWNxL2tIV1Jib2dkUT09,Link Youtube ada di : https://www.rec-singapore.org/kelas-kamis-pagi/,"Kamis, 14 Mei 2020",
5,14.00 WIB,PA Wanita - Godly Woman,Vik. Mercy Matakupan,http://bit.ly/griibuaranlive,,"Kamis, 14 Mei 2020",
6,16.30 WIB,PD & PA - Pencurahan Roh Kudus & Akhir Zaman : Tuhan Adalah Tempat Perlindungan Bagi Umat-Nya,Pdt. Calvin Bangun,http://bit.ly/griikebonjeruklive,http://grii-semarang.org/live/,"Kamis, 14 Mei 2020",
7,16.30 WIB,PA - Yesaya 1 : Kemerosotan Akhlak Israel dan Kesia-siaan Ketaatan,Vik. Bakti Anugrah,http://bit.ly/griikertajayalive,,"Kamis, 14 Mei 2020",
8,17.00 WIB,PA & PD - Penghiburan Mazmur : Jalan Orang Benar,Pdt. Jimmy Pardede,http://bit.ly/griibdglive,,"Kamis, 14 Mei 2020",
9,17.00 WIB,PA - Kristologi : Dwi Natur - Satu Pribadi : Creed of Chalcedon,Bp. Tonny Sutrisno,https://www.youtube.com/user/griicikarang/live,Via Zoom : http://us02web.zoom.us/j/83189823625?pwd=YzRkRWpzWWx3cW1yMnVFazkxRnhqZz09,"Kamis, 14 Mei 2020",
10,17.30 WIB,Persekutuan Doa,MRII Balikpapan,"Zoom Meeting ID : 839 0428 4324,
Password : 016191",,"Kamis, 14 Mei 2020",
11,18.00 WIB,PD & PA Pusat (Mandarin - Indonesia),GRII Pusat,https://www.youtube.com/channel/UC6kdcxhW_oXHgHl25i95moA/live,pusat.grii.org/live,"Kamis, 14 Mei 2020",
12,18.00 WIB,PA Pemuda - Christopher Hitchens On God is Not Great,Pdt. Daniel Santoso,https://zoom.us/j/92504606161?pwd=ZUF4dWg2aW03NmFwdERVVFc5Z0krZz09,Jika salah mohon hubungi +8618507724439 (klik di sini utk WA),"Kamis, 14 Mei 2020",
13,18.00 WIB,Persekutuan Doa,Pdt. Irwan Hung,bit.ly/griisamarindalive,,"Kamis, 14 Mei 2020",
14,18.30 WIB,Pemahaman Alkitab,MRII Makassar,https://us02web.zoom.us/j/5520095323?pwd=eTRLVjFnTkZSWHlZNkVkU0JGdzRFZz09,"Zoom Meeting ID : 552 009 5323,
Password : 1234567","Kamis, 14 Mei 2020",
15,18.30 WIB,PA - Hari Tuhan dan Seruan Pertobatan,Pdt. Elvis Ratta,"Zoom Meeting ID : 879 7829 6929,
Password : 005092",,"Kamis, 14 Mei 2020",
16,19.00 WIB,SPIK Keluarga : Membentuk Karakter Kristiani bagi Anak-anak Kita - ep. 4,Pdt. Stephen Tong,https://www.youtube.com/c/RELAYRMCI/live,pusat.grii.org/live,"Kamis, 14 Mei 2020",
17,19.00 WIB,KTB Pemuda - The Blessing/Curse of Neverending Craving,GRII Graha Famili,"Zoom Meeting ID : 875 9663 5725,
Password : 064558",,"Kamis, 14 Mei 2020",
18,19.30 WIB,Ibadah Keluarga,Pdt. Billy Kristanto,http://bit.ly/griikelapagadinglive,https://facebook.com/GRIIKG,"Kamis, 14 Mei 2020",
19,19.30 WIB,PA - 11 Penampakan Kristus Sebelum Naik ke Sorga (Bag. 4),Pdt. Handi Gunawan,http://bit.ly/griibsdlive,,"Kamis, 14 Mei 2020",
20,20.00 WIB,Prayer Night (English Worship Service),Rev. Michael Densmoor,https://us02web.zoom.us/j/83607820171,Zoom Meeting ID : 836 0782 0171,"Kamis, 14 Mei 2020",
