No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200714,
2,07.00 WIB,Saat Teduh Bersama - Sabat dan Berbagai Perayaan,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200714,
3,10.00 WIB,PA Wanita,GRII Pondok Indah,Pendaftaran hubungi WA : https://wa.me/6281717717700,,20200714,
4,13.00 WIB,PA Wanita,GRII Kuningan,Pendaftaran hubungi WA : https://wa.me/62811123482,,20200714,
5,14.00 WIB,PA Wanita - Miryam,Pdt. Billy Kristanto,https://griikg.org/live/,,20200714,
6,17.00 WIB,Seminar - Belajar Berkomunikasi dalam Keluarga (Mengenali Signifikansi Self-Talk & Self-Pity) (2),Vik. Sariwati,"Untuk Zoom ID, direct message ke : https://www.instagram.com/irectokyo/",,20200714,
7,18.00 WIB,"Pembinaan Keluarga - Anak : Karunia, Tanggung Jawab, Pertaruhan dan Kebahayaan Besar",Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200714,
8,18.30 WIB,PA - Iman Kristen & Kerja : Natur Manusia dan Panggilan Kerja,Pdt. Sutjipto Subeno,Pendaftaran : http://tinyurl.com/PAOnlineGRIIBintaro,Atau via WA : https://wa.me/628119882277,20200714,
9,18.30 WIB,PA Wanita - Hannah's Prayer and God's Power,Vik. Melinda J. Mesakh,"Zoom Meeting ID : 552 009 5323,
Password : 1234567",,20200714,
10,19.00 WIB,Eksposisi Doa Bapa Kami (Eps 8),Pdt. Stephen Tong,https://pusat.grii.org/live,https://www.facebook.com/reformed.injili.events,20200714,
