No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200620,
2,06.30 WIB,Persekutuan Doa Pusat,GRII Pusat,https://www.youtube.com/c/RELAYRMCI/live,https://pusat.grii.org/live,20200620,
3,06.30 WIB,PD - Kekayaan Rahmat : 3. Melimpahkan Kasih & Rahmat,Pdt. Sutjipto Subeno,https://zoom.us/j/2232232211,,20200620,
4,06.30 WIB,Persekutuan Doa,GRII BSD,http://www.grii-bsd.org/live/,,20200620,
5,07.00 WIB,Saat Teduh Bersama - Datang Kepada Allah,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200620,
6,07.00 WIB,Persekutuan Doa,GRII Pondok Indah,https://zoom.us/j/97578233474,,20200620,
7,07.00 WIB,Persekutuan Doa,GRII Karawaci,https://zoom.us/j/98538361319,,20200620,
8,07.00 WIB,Persekutuan Doa,MRII Makassar,https://us02web.zoom.us/j/5520095323?pwd=eTRLVjFnTkZSWHlZNkVkU0JGdzRFZz09,,20200620,
9,07.00 WIB,Persekutuan Doa,MRII Bogor,https://www.facebook.com/Mimbar-Reformed-Injili-Indonesia-Bogor-104262257972271,,20200620,
10,07.30 WIB,Persekutuan Doa,MRII PIK,https://zoom.us/j/335979844,,20200620,
11,08.00 WIB,PA Anak - Ketaatan,PRII Tokyo,Pendaftaran Hubungi WA : https://wa.me/6593978086,,20200620,
12,09.30 WIB,Rally Doa BCN & NRETC 2020,"Pdt. Stephen Tong,
Pdt. Jimmy Pardede",https://pusat.grii.org/live,,20200620,
13,10.00 WIB,PA Anak - Hizikia : Raja yang Beribadah,Sdr. Alfret Y. Tadjo Talo,http://bit.ly/mriidepoklive,,20200620,
14,11.00 WIB,Persekutuan Doa,GRII Sydney,https://tinyurl.com/yawe8dh2,https://www.facebook.com/griisydney,20200620,
15,13.00 WIB,Persekutuan Pemuda & Pekerja,GRII Sydney,https://tinyurl.com/y8dauw3w,,20200620,
16,13.00 WIB,PA Anak - Mendengar Firman,Pdt. Jimmy Pardede,http://bit.ly/griibdglive,,20200620,
17,14.00 WIB,Women's Fellowship - Christ Jesus Our Wisdom (3),Vik. Rudy Phen,Pendaftaran hubungi WA : https://wa.me/628121051985,,20200620,
