No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200528,
2,06.30 WIB,PD - Syukur akan Iman & Kasih pada Allah,Pdt. Sutjipto Subeno,https://zoom.us/j/2232232211,Zoom Meeting ID : 223 223 2211,20200528,
3,07.00 WIB,Saat Teduh Bersama - Yang Terbesar dalam Kerajaan Sorga,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200528,
4,09.00 WIB,Kelas Kamis Pagi,Vik. Maria Mazo,https://zoom.us/j/94398168051?pwd=U0svVzlBTkdEdWNxL2tIV1Jib2dkUT09,Link Youtube ada di : https://www.rec-singapore.org/kelas-kamis-pagi/,20200528,
5,16.00 WIB,PA Wanita & Lansia - Kristologi 1 : Hidup Beriman di dalam Kristus,Pdt. Sutjipto Subeno,https://zoom.us/j/92799816578,Zoom Meeting ID: 927 9981 6578,20200528,
6,16.30 WIB,PD & PA - Akhir Zaman & Hari Tuhan Yang Pahit : Tuhan Akan Membawamu Pulang,Pdt. Calvin Bangun,http://bit.ly/griikebonjeruklive,http://grii-semarang.org/live/,20200528,
7,16.30 WIB,"PA - Yesaya 1 : Nubuat Pertumbuhan Jemaat, Dakwaan dan Kehancuran Penyembah Berhala",Vik. Bakti Anugrah,http://bit.ly/griikertajayalive,,20200528,
8,17.00 WIB,PA & PD - Roh Penghibur : Penghiburan Surga,Pdt. Jimmy Pardede,http://bit.ly/griibdglive,,20200528,
9,17.00 WIB,PA - Kristologi : Energi & Kehendak Kristus (Part 1),Bp. Tonny Sutrisno,https://www.youtube.com/user/griicikarang/live,http://us02web.zoom.us/j/83189823625?pwd=YzRkRWpzWWx3cW1yMnVFazkxRnhqZz09,20200528,
11,17.30 WIB,PA - Ketekunan dan Kesatuan dalam Kristus = Kemenangan,Vik. Charles F. Marunduri,"Zoom Meeting ID : 552 009 5323,
 Password : 1234567",,20200528,
10,17.30 WIB,PA - Kitab Yoel : Pemulihan dan Berkat,Pdt. Elvis Ratta,"Zoom Meeting ID : 879 3632 6120,
 Password : 010396",,20200528,
12,18.00 WIB,PD & PA Pusat (Mandarin - Indonesia),GRII Pusat,https://www.youtube.com/channel/griitv/live,https://livestream.com/stemi/pamandarin,20200528,
13,18.00 WIB,PA Pemuda - Christianity & The Hopelessness of The New Atheism : Daniel Dennett on Breaking The Spell,Pdt. Daniel Santoso,"Zoom Meeting ID : 950 4566 9327,
 Password : 022007",Jika salah mohon hubungi WA : https://wa.me/8618507724439,20200528,
14,18.00 WIB,Persekutuan Doa,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200528,
15,19.00 WIB,"SPIK 1997 - Ujian, Pencobaan, dan Kemenangan (bagian 4)",Pdt. Stephen Tong,https://www.youtube.com/c/RELAYRMCI/live,https://pusat.grii.org/live,20200528,
16,19.00 WIB,Kebaktian HUT GRII Pondok Indah - Gereja yang Memperkenankan Hati Tuhan,Pdt. Benyamin F. Intan,https://www.youtube.com/c/GRIIPondokIndah/live,,20200528,
17,19.00 WIB,Pendalaman Alkitab,Pdt. Romeo Mazo,https://zoom.us/j/88614079700,Zoom Meeting ID : 886 1407 9700,20200528,
18,19.30 WIB,PA - Eksposisi Kitab Kisah Para Rasul : The Acts of The Risen Christ,Pdt. Titus Ndoen,http://www.grii-bsd.org/live/,,20200528,
19,20.00 WIB,Ibadah Keluarga - Doa Imam Besar (Bag. 3),Pdt. Billy Kristanto,https://griikg.org/live/,https://facebook.com/GRIIKG,20200528,
20,20.00 WIB,Prayer Night (English Worship Service),Rev. Michael Densmoor,https://us02web.zoom.us/j/83607820171,Zoom Meeting ID : 836 0782 0171,20200528,
