No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200609,
2,07.00 WIB,Saat Teduh Bersama - Kedatangan Anak Manusia,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200609,
3,10.00 WIB,PA Wanita,GRII Pondok Indah,https://zoom.us/j/982555264,Zoom Meeting ID: 982 555 264,20200609,
4,14.00 WIB,PA Wanita - Debora,Pdt. Billy Kristanto,https://griikg.org/live/,,20200609,
5,16.00 WIB,PA - 10 Days Around The Ancient World with Paul : Whom Shall I Send?,Pdt. Aiter,http://bit.ly/griicitralive,,20200609,
6,17.00 WIB,PA & PD - Surat Galatia : Wahyu bagi Otoritas Rasul,Pdt. Jimmy Pardede,http://bit.ly/griibdglive,,20200609,
7,17.00 WIB,PA - Ucapan-ucapan Rasul Paulus yang Sulit dalam Surat Roma : Segala Sesuatu Demi Kebaikan,Vik. Tommy Suryadi,https://www.youtube.com/user/griicikarang/live,http://us02web.zoom.us/j/83189823625?pwd=YzRkRWpzWWx3cW1yMnVFazkxRnhqZz09,20200609,
8,17.30 WIB,"PD & PA - Berapa Lama Lagi, Tuhan? - Bangkitnya Si Penindas",Pdt. Calvin Bangun,http://bit.ly/griikebonjeruklive,http://grii-semarang.org/live/,20200609,
9,18.00 WIB,PA Wanita - Doa Hanna dan Kuasa Allah (bagian 5),Vik. Melinda J. Mesakh,https://us02web.zoom.us/j/5520095323?pwd=eTRLVjFnTkZSWHlZNkVkU0JGdzRFZz09,"Zoom Meeting ID : 552 009 5323,
Password : 1234567",20200609,
10,18.30 WIB,PA - Eksposisi Kitab Yakobus : Pandai atau Bijak (3),Pdt. Sutjipto Subeno,Pendaftaran : http://tinyurl.com/PAOnlineGRIIBintaro,Atau via WA : https://wa.me/628119882277,20200609,
11,19.00 WIB,SPIK 1994 - Dinamika Hidup dalam Pimpinan Roh Kudus (bagian 6),Pdt. Stephen Tong,https://www.youtube.com/watch?v=Tl5ks6U9w_I,https://pusat.grii.org/live,20200609,
