No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,"Doa Pagi - Yoh 1:15-18

",Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200904,
2,07.00 WIB,Saat Teduh Bersama - Menginjili orang mati???,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200904,
4,08.00 WIB,Belajar Katekismus Heidelberg : Your Will Be Done (QA 124),Pdt. Billy Kristanto,https://griikg.org/live/,,20200904,
5,16.00 WIB,PA Anak Kelas Kecil,GRII Singapura,https://www.rec-singapore.org/pa-anak-kelas-kecil/,,20200904,
6,17.00 WIB,Diskusi Remaja & Pemuda,Pdt. Eko Aria,Harap mendaftar melalui DM ke Instagram https://www.instagram.com/youthgrii_malang,,20200904,
7,18.30 WIB,PA Pusat - Lahir dari Air dan Roh,Pdt. Jimmy Pardede,https://www.youtube.com/c/reformedinjili,https://pusat.grii.org/live,20200904,
7,18.30 WIB,PA - Christ In The Old Testament: Rules For An Orderly and Healthy Society (Deut 22:1-12),Vik. Maria Mazo,https://www.rec-singapore.org/pemahaman-alkitab/pa-umum/,,20200904,
8,18.30 WIB,PA Pemuda - Presupposition In Daily Life: Christ Overcame the World,GRII Andhika,https://linktr.ee/grii.andhika,https://us02web.zoom.us/j/81371739483,20200904,
9,18.30 WIB,PA - Sebutan-Sebutan Yesus Dalam Alkitab: Tunas Keadilan,Vik. Imelda Ginting,http://bit.ly/griikertajayalive,,20200904,
10,19.00 WIB,PA - High Light Doktrin Keselamatan: Hidup Kekal (Sementara) atau Hidup Kekal,Pdt. Thomy Matakupan,http://bit.ly/griibuaranlive,,20200904,
11,19.00 WIB,PA Umum,Vik. Stenly Y. Lailewan,http://bit.ly/mriibogorlive,https://facebook.com/MRIIBOGOR,20200904,
12,19.00 WIB,PA & PD,GRII Kuningan,Pendaftaran hubungi WA : https://wa.me/62811123482,,20200904,
13,19.00 WIB,PA Umum (Mandarin),Vik. Irwan Arifin,https://zoom.us/j/831773599088,http://meet.google.com/tpz-khvy-apx,20200904,
14,19.30 WIB,PA - Tujuh Jemaat Di Kitab Wahyu (2) - Sardis,Vik. Eben Matalu,https://www.youtube.com/c/GRIIBatam/live,,20200904,
