No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200519,
2,07.00 WIB,Saat Teduh Bersama - Perumpamaan tentang Penabur (2) : Gagal Bertumbuh,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200519,
3,10.00 WIB,PA Wanita,GRII Pondok Indah,https://zoom.us/j/982555264,Zoom Meeting ID: 982 555 264,20200519,
4,14.00 WIB,PA Wanita - Discipline of A Godly Woman (2),Vik. Lidya Bhekti,http://bit.ly/griikelapagadinglive,Zoom : https://bit.ly/PAWANITAGRIIKG,20200519,
5,16.30 WIB,PD & PA - Memahami Rahasia Kematian & Status Antara : Dosa & Asal Mula Kematian,Pdt. Antonius Steven Un,http://bit.ly/griikebonjeruklive,http://grii-semarang.org/live/,20200519,
6,17.00 WIB,PA & PD - Mengapa Percaya Yesus? - Allah atau Manusia?,Pdt. Jimmy Pardede,http://bit.ly/griibdglive,,20200519,
7,17.00 WIB,PA - Ucapan-ucapan Rasul Paulus yang Sulit dalam Surat Roma : Dosa yang Bertambah,Vik. Tommy Suryadi,https://www.youtube.com/user/griicikarang/live,Via Zoom : http://us02web.zoom.us/j/83189823625?pwd=YzRkRWpzWWx3cW1yMnVFazkxRnhqZz09,20200519,
8,18.00 WIB,PA - Turunnya Roh Kudus : Sidang Yerusalem Hingga Ujung Bumi,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200519,
9,18.30 WIB,PA - Eksposisi Kitab Yakobus,Pdt. Sutjipto Subeno,https://us04web.zoom.us/j/228791050?pwd=NlVkd2dwMDlGT3R3N1FVSWhaaEI0dz09,Pendaftaran : http://tinyurl.com/PAOnlineGRIIBintaro,20200519,
10,18.30 WIB,PA Wanita,Vik. Melinda J. Mesakh,https://us02web.zoom.us/j/5520095323?pwd=eTRLVjFnTkZSWHlZNkVkU0JGdzRFZz09,"Zoom Meeting ID : 552 009 5323,
Password : 1234567",20200519,
11,19.00 WIB,SPIK 1990 - Peta dan Teladan Allah (bagian 2),Pdt. Stephen Tong,https://www.youtube.com/c/RELAYRMCI/live,https://pusat.grii.org/live,20200519,
12,19.00 WIB,Persekutuan Doa,GRII Kelapa Gading,http://bit.ly/griikelapagadinglive,,20200519,
