No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200618,
2,06.30 WIB,PD - Three Tales of The Kingdom of God : 2. The Steward,Pdt. Hendra Wijaya,https://zoom.us/j/2232232211,,20200618,
3,07.00 WIB,Saat Teduh Bersama - Tuhan Perangkap yang Mematikan,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200618,
4,08.00 WIB,"Belajar Katekismus Heidelberg : Was Buried, Descended to Hell (QA 40 - 44)",Pdt. Billy Kristanto,https://griikg.org/live/,,20200618,
5,09.00 WIB,Kelas Kamis Pagi,Vik. Maria Mazo,https://www.rec-singapore.org/kelas-kamis-pagi/,https://zoom.us/j/94398168051?pwd=U0svVzlBTkdEdWNxL2tIV1Jib2dkUT09,20200618,
6,16.00 WIB,PA Wanita & Lansia - Kristologi 1 : Kemenangan Kebangkitan Kristus,Pdt. Sutjipto Subeno,https://zoom.us/j/92799816578,,20200618,
7,16.00 WIB,PA Anak Seri Tokoh -  Pilih Mana Ya? - Ayub : Sehat vs Sakit,Ibu Imelda Ginting,http://bit.ly/griicitralive,,20200618,
8,17.00 WIB,PA & PD - Amsal dan Relasi : Amsal bagi Suami Istri,Pdt. Jimmy Pardede,http://bit.ly/griibdglive,,20200618,
11,17.30 WIB,PD & PA - Sorga-Neraka & Penghakiman Terakhir : Neraka & Keadaan Akhir Orang Durhaka,Pdt. Antonius Steven Un,http://bit.ly/griikebonjeruklive,http://grii-semarang.org/live/,20200618,
10,17.30 WIB,PA - Pemikiran yang Kudus,Vik. Charles F. Marunduri,https://us02web.zoom.us/j/5520095323?pwd=eTRLVjFnTkZSWHlZNkVkU0JGdzRFZz09,"Zoom Meeting ID : 552 009 5323,
 Password : 1234567",20200618,
9,17.30 WIB,PA -,Pdt. Elvis Ratta,"Zoom Meeting ID : 865 5128 1662,
 Password : 756387",,20200618,
12,18.00 WIB,PD & PA Pusat (Mandarin - Indonesia),GRII Pusat,https://www.youtube.com/channel/griitv/live,https://livestream.com/stemi/pamandarin,20200618,
13,18.00 WIB,PA Pemuda - Strange Fire : Karunia Berbahasa Lidah,Pdt. Daniel Santoso,Pendaftaran hubungi WA : https://wa.me/8618507724439,,20200618,
14,18.00 WIB,PA - Kristologi : Kehendak Kristus dalam Kristologi Calvin,Bp. Tonny Sutrisno,https://www.youtube.com/user/griicikarang/live,http://us02web.zoom.us/j/83189823625?pwd=YzRkRWpzWWx3cW1yMnVFazkxRnhqZz09,20200618,
15,18.00 WIB,Persekutuan Doa,GRII Samarinda,http://bit.ly/griisamarindalive,,20200618,
16,18.30 WIB,PA - Doa & Pelayanan Firman : Tugas Hamba Tuhan Saja?,Vik. Bakti Anugrah,https://www.youtube.com/watch?v=x58deTY1iDQ,,20200618,
17,19.00 WIB,"SPIK 1993 - Roh Kudus, Doa, dan Kebangunan (bagian 4)",Pdt. Stephen Tong,https://www.youtube.com/watch?v=s5uPyD8Yk4A,https://pusat.grii.org/live,20200618,
18,19.00 WIB,PA -,PRII Jambi,https://zoom.us/j/88614079700,,20200618,
19,19.30 WIB,PA - Eksposisi Kitab Kisah Para Rasul : Jemaat Mula-mula,Pdt. Handi Gunawan,http://www.grii-bsd.org/live/,,20200618,
20,20.00 WIB,Prayer Night (English Worship Service),Rev. Michael Densmoor,https://us02web.zoom.us/j/83607820171,,20200618,
