No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200716,
2,06.30 WIB,PD - The Incomparable Jesus : the Lover of Sinners,Pdt. Hendra Wijaya,https://zoom.us/j/2232232211,,20200716,
3,07.00 WIB,Saat Teduh Bersama - Perjanjian Allah dan Umat,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200716,
4,09.00 WIB,Kelas Kamis Pagi,Vik. Maria Mazo,https://www.rec-singapore.org/kelas-kamis-pagi/,,20200716,
5,16.00 WIB,PA Wanita & Lansia,Pdt. Sutjipto Subeno,https://zoom.us/j/92799816578,,20200716,
6,17.00 WIB,Apresiasi Buku Teologi - Allah di Tengah Pusaran Topan (3),Vik. Stenly Y. Lailewan,https://bit.ly/mriibogorlive,https://web.facebook.com/MRIIBOGOR,20200716,
7,17.30 WIB,PA Umum,Pdt. Elvis Ratta,"Jika belum ada meeting ID, mohon cek IG : https://www.instagram.com/mriibalikpapan",,20200716,
8,18.00 WIB,PD & PA Pusat (Mandarin - Indonesia),GRII Pusat,https://www.youtube.com/channel/griitv/live,https://livestream.com/stemi/pamandarin,20200716,
9,18.00 WIB,Persekutuan Doa,GRII Samarinda,http://bit.ly/griisamarindalive,,20200716,
10,18.00 WIB,PA Pemuda - Iman Kristen & Disrupsi Millenial : Hikmat Memilah Budaya,Pdt. Daniel Santoso,Pendaftaran hubungi WA : https://wa.me/8618507724439,,20200716,
11,18.30 WIB,PA Umum,Vik. Charles F. Marunduri,https://us02web.zoom.us/j/5520095323?pwd=eTRLVjFnTkZSWHlZNkVkU0JGdzRFZz09,"Zoom Meeting ID : 552 009 5323,
Password : 1234567",20200716,
12,18.30 WIB,PA - Ketakutan : Uang dan Harta Benda,Vik. Bakti Anugrah,http://bit.ly/griikertajayalive,,20200716,
13,19.00 WIB,Eksposisi Doa Bapa Kami (Eps 10),Pdt. Stephen Tong,https://pusat.grii.org/live,https://www.facebook.com/reformed.injili.events,20200716,
14,19.00 WIB,PA - Hidup dan Pelayanan Paulus,Vik. Eben Matalu,https://zoom.us/j/88614079700,,20200716,
15,19.30 WIB,PA - Eksposisi Kitab Kisah Para Rasul,Pdt. Handi Gunawan,http://www.grii-bsd.org/live/,,20200716,
16,20.00 WIB,Prayer Night,GRII Pusat - EWS,https://us02web.zoom.us/j/83607820171,,20200716,
