No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20201003,
2,06.30 WIB,Persekutuan Doa Pusat,GRII Pusat,https://pusat.grii.org/live,,20201003,
3,06.30 WIB,PD - ,Pdt. Sutjipto Subeno,https://zoom.us/j/2232232211,,20201003,
4,06.30 WIB,Persekutuan Doa,GRII BSD,http://www.grii-bsd.org/live/,,20201003,
5,06.30 WIB,Persekutuan Doa,GRII Kebon Jeruk,http://griikebonjeruk.org/pendaftaran-pd/,,20201003,
6,06.30 WIB,Persekutuan Doa,GRII Batam,https://www.youtube.com/c/GRIIBatam/live,,20201003,
11,07.00 WIB,Persekutuan Doa,MRII Makassar,https://us02web.zoom.us/j/5520095323?pwd=eTRLVjFnTkZSWHlZNkVkU0JGdzRFZz09,,20201003,
10,07.00 WIB,Persekutuan Doa,GRII Karawaci,"Zoom Meeting ID : 985 3836 1319,
 Password : doa",,20201003,
12,07.00 WIB,Persekutuan Doa,MRII Bogor,http://bit.ly/mriibogorlive,,20201003,
8,07.00 WIB,Persekutuan Doa,GRII Kelapa Gading,https://griikg.org/live/,,20201003,
7,07.00 WIB,Saat Teduh Bersama - ,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20201003,
9,07.00 WIB,Persekutuan Doa,GRII Pondok Indah,Pendaftaran hubungi WA : https://wa.me/6281717717700,,20201003,
13,07.30 WIB,Persekutuan Doa,MRII PIK,https://zoom.us/j/335979844,,20201003,
15,10.00 WIB,PA Anak - ,MRII Depok,http://bit.ly/mriidepoklive,,20201003,
17,13.00 WIB,PA Anak -,Pdt. Jimmy Pardede,http://bit.ly/griibdglive,,20201003,
18,14.00 WIB,Women's Fellowship -,Vik. Rudy Phen,Pendaftaran hubungi WA : https://wa.me/628121051985,,20201003,
19,14.00 WIB,PA Pemuda - ,GRII Singapura,https://www.rec-singapore.org/pemahaman-alkitab/pa-pemuda/,,20201003,
20,14.00 WIB,Persekutuan Pra-Remaja,GRII Pondok Indah,Pendaftaran hubungi WA : https://wa.me/6281717717700,,20201003,
21,14.00 WIB,Persekutuan Remaja,GRII Pondok Indah,Pendaftaran hubungi WA : https://wa.me/6281717717700,,20201003,
22,15.00 WIB,PA Remaja & Pemuda - ,"Sdr. Doni H. Harianja,
 Sdr. Alfret Y. Tadjo Talo",https://zoom.us/j/8434545367,,20201003,
23,15.00 WIB,PA Remaja -,Ls. Suyny,Pendaftaran hubungi WA : https://wa.me/628117780500,,20201003,
28,16.00 WIB,PA Remaja - ,GRII Bintaro,Pendaftaran : https://forms.gle/AEhQVwDN3NawHgMB9,,20201003,
29,16.00 WIB,PA Pra Remaja & Remaja -,Pdt. Amin Khouw,Pendaftaran hubungi WA : https://wa.me/628561828130,,20201003,
27,16.00 WIB,PD Pemuda,Ibu Suryanti,"Zoom Meeting ID : 981 2422 4479,
 Password : youthgriik",,20201003,
24,16.00 WIB,PA Pemuda & Profesional,GRII Kelapa Gading,https://griikg.org/live/,,20201003,
25,16.00 WIB,Persekutuan Doa - Tetaplah Berdoa (1 Tesalonika 5:17),GRII Buaran,http://bit.ly/griibuaranlive,,20201003,
26,16.00 WIB,PA Remaja,GRII Andhika,https://linktr.ee/grii.andhika,,20201003,
31,16.30 WIB,PA Pemuda - ,Vik. Joshua Siwalette,Pendaftaran hubungi WA : https://wa.me/6281222555455,,20201003,
32,16.45 WIB,PA Pemuda -,GRII BSD,https://zoom.us/j/2425743816,,20201003,
42,17.00 WIB,PA Anak - ,GRII Kertajaya,http://bit.ly/griikertajayalive,,20201003,
41,17.00 WIB,PA Pemuda (Diskusi) -,"Bpk. Onward Siahaan, Vik. Eben Matalu",Pendaftaran hubungi WA : https://wa.me/6285271434540,Atau via DM Instagram : https://www.instagram.com/pemudagriibatam,20201003,
40,17.00 WIB,PA Remaja & Pemuda - ,Vik. Nathanael Marvin,Pendaftaran hubungi WA : https://wa.me/628157690252,,20201003,
39,17.00 WIB,PA Pemuda -,GRII Cikarang,http://Grii-cikarang.org/streaming,Zoom Meeting ID : 885 4647 7055,20201003,
38,17.00 WIB,Persekutuan Remaja,GRII Sidoarjo,Pendaftaran hubungi WA : https://wa.me/62811323345,,20201003,
36,17.00 WIB,PA Pemuda -,MRII Yogyakarta,http://bit.ly/mriiyogya,Zoom Meeting ID : 365 462 6283,20201003,
35,17.00 WIB,PA - Pahlawan Sejati Di Balik Iman Sejati: Rahab,"Pdt. J. Putratama Kamuri,
 Vik. Grace Kamuri",http://bit.ly/mriidepoklive,,20201003,
34,17.00 WIB,PA Pemuda - ,Pdt. Jimmy Pardede,http://bit.ly/griibdglive,,20201003,
33,17.00 WIB,Konser Klasik - ,Jakarta Simfonia Orchestra,http://bit.ly/YouTubeJSO,,20201003,
37,17.00 WIB,PA Pemuda -,MRII Balikpapan,"Info Zoom, mohon cek posting di IG : https://www.instagram.com/mriibalikpapan",,20201003,
42,17.30 WIB,PA Remaja & Pemuda - ,Vik. Mercy Matakupan,"Zoom Meeting ID : 295 613 711,
 Password : 694471",,20201003,
43,18.00 WIB,PA Umum,GRII Samarinda,http://bit.ly/griisamarindalive,,20201003,
44,18.00 WIB,Pembinaan : Injil Kerajaan - Hidup dan Kesaksian (Sharing Hidup),Pdt. Eko Aria (Host),http://bit.ly/griimalanglive,,20201003,
46,19.00 WIB,,Pdt. Stephen Tong,https://pusat.grii.org/live,,20201003,
47,19.00 WIB,PA Pemuda & Profesional - ,Vik. Inawaty Teddy,https://www.youtube.com/c/GRIIPondokIndah/live,,20201003,
