No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200604,
2,06.30 WIB,PD - Kehebatan Kuasa Allah,Pdt. Sutjipto Subeno,https://zoom.us/j/2232232211,Zoom Meeting ID : 223 223 2211,20200604,
3,07.00 WIB,Saat Teduh Bersama - Kuasa Sang Anak Manusia: Kehancuran Rumah Tuhan,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200604,
4,09.00 WIB,Kelas Kamis Pagi,Vik. Maria Mazo,https://www.rec-singapore.org/kelas-kamis-pagi/,https://zoom.us/j/94398168051?pwd=U0svVzlBTkdEdWNxL2tIV1Jib2dkUT09,20200604,
5,16.00 WIB,PA Wanita & Lansia - Kristologi 1 : Kekuatan Kesengsaraan Kristus,Pdt. Sutjipto Subeno,https://zoom.us/j/92799816578,Zoom Meeting ID: 927 9981 6578,20200604,
6,16.00 WIB,PA - 10 Days Around The Ancient World with Paul : Paul's Second Mission #2,Pdt. Aiter,http://bit.ly/griicitralive,Peta perjalanan (di brosur) : https://drive.google.com/drive/folders/1-ux9sTbmh4_0RpenUB9b2YGw1o0YfuBM?usp=sharing,20200604,
7,17.00 WIB,PA & PD - Iman Kristen yang Bertumbuh: Panggilan & Pekerjaan,Pdt. Jimmy Pardede,http://bit.ly/griibdglive,,20200604,
8,17.00 WIB,PA - Kristologi : Energi & Kehendak Kristus (Part 2),Bp. Tonny Sutrisno,https://www.youtube.com/user/griicikarang/live,http://us02web.zoom.us/j/83189823625?pwd=YzRkRWpzWWx3cW1yMnVFazkxRnhqZz09,20200604,
11,17.30 WIB,PD & PA - Tuhan Itu Baik Tetapi Penuh Kehangatan Amarah : Celakalah Kota Penumpah Darah Itu!,Pdt. Calvin Bangun,http://bit.ly/griikebonjeruklive,http://grii-semarang.org/live/,20200604,
10,17.30 WIB,PA - Roh Kudus dalam Hidup Kita,Vik. Charles F. Marunduri,https://us02web.zoom.us/j/5520095323?pwd=eTRLVjFnTkZSWHlZNkVkU0JGdzRFZz09,"Zoom Meeting ID : 552 009 5323,
Password : 1234567",20200604,
9,17.30 WIB,PA - Roh Kudus dalam Kitab Kejadian,Pdt. Elvis Ratta,"Zoom Meeting ID : 814 1867 7067,
Password : 773355",,20200604,
12,18.00 WIB,PD & PA Pusat (Mandarin - Indonesia),GRII Pusat,https://www.youtube.com/channel/griitv/live,https://livestream.com/stemi/pamandarin,20200604,
13,18.00 WIB,"PA Pemuda - Strange Fire : Otoritas, Dosa dan Keselamatan",Pdt. Daniel Santoso,Pendaftaran hubungi WA : https://wa.me/8618507724439,,20200604,
14,18.00 WIB,Persekutuan Doa,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200604,
15,19.00 WIB,SPIK 1994 - Dinamika Hidup dalam Pimpinan Roh Kudus (bagian 4),Pdt. Stephen Tong,https://www.youtube.com/c/RELAYRMCI/live,https://pusat.grii.org/live,20200604,
16,19.00 WIB,PA - Penderitaan dan Kemuliaan Allah,Vik. Maria Mazo,https://zoom.us/j/88614079700,Zoom Meeting ID : 886 1407 9700,20200604,
17,19.30 WIB,PA - Eksposisi Kitab Kisah Para Rasul : The Acts of The Risen Christ (2),"Pdt. Titus Ndoen,
Pdt. Handi Gunawan",http://www.grii-bsd.org/live/,,20200604,
18,20.00 WIB,Ibadah Keluarga - Kuduskanlah Mereka,"Pdt. Jethro Rachmadi,
Ibu Stanly Simon (SM)",https://griikg.org/live/,,20200604,
19,20.00 WIB,Prayer Night (English Worship Service),Rev. Michael Densmoor,https://us02web.zoom.us/j/83607820171,Zoom Meeting ID : 836 0782 0171,20200604,
