No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200619,
2,07.00 WIB,Saat Teduh Bersama - Allah yang Esa dan Pembebasan,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200619,
3,16.00 WIB,PA Anak Kelas Kecil,GRII Singapura,https://zoom.us/j/92680555471?pwd=VnRjNmFaQzN1d2tNelpnQ3cwOG9iQT09,https://www.rec-singapore.org/pa-anak-kelas-kecil/,20200619,
4,16.00 WIB,PA Umum Mandarin,Vik. Irwan Arifin,https://zoom.us/j/86186422644,,20200619,
5,16.00 WIB,PA Anak Seri Tokoh -  Pilih Mana Ya? - Salomo : Indah vs Sia-sia,Bp. Bakti Anugrah,http://bit.ly/griicitralive,,20200619,
6,18.00 WIB,PA - Tafsiran Kitab Wahyu (3),Pdt. Baju Widjotomo,Pendaftaran hubungi WA : https://wa.me/62811323345,,20200619,
7,18.30 WIB,"PA Pusat - Raja Sion, Anak Allah",Pdt. Jimmy Pardede,https://www.youtube.com/c/RELAYRMCI/live,https://pusat.grii.org/live,20200619,
8,18.30 WIB,PA Umum,GRII Singapura,https://www.rec-singapore.org/pa-umum/,,20200619,
9,18.30 WIB,PA Pemuda - The Heart of The Cross :,Pdt. Solomon Yo,https://linktr.ee/grii.andhika,https://us02web.zoom.us/j/81371739483,20200619,
10,18.30 WIB,PA - Filipi : Sukacita dalam Melayani,Vik. Imelda Ginting,https://www.youtube.com/watch?v=w4Yd2F71xZM,,20200619,
11,19.00 WIB,PA - Mengikut Yesus : Mengikut & Penyesalan?,Pdt. Thomy Matakupan,http://bit.ly/griibuaranlive,,20200619,
12,19.00 WIB,PA -,Vik. Stenly Y. Lailewan,http://bit.ly/mriibogorlive,Live FB : https://www.facebook.com/Mimbar-Reformed-Injili-Indonesia-Bogor-104262257972271,20200619,
13,19.30 WIB,PA - Aku Percaya kepada Roh Kudus,Pdt. Billy Kristanto,https://www.youtube.com/c/GRIIBatam/live,,20200619,
