No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200612,
2,07.00 WIB,Saat Teduh Bersama - Hamba yang Setia dan yang Jahat,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200612,
3,08.00 WIB,Belajar Katekismus Heidelberg : Threefold Office of Christ (QA 31-32),Pdt. Billy Kristanto,https://griikg.org/live/,,20200612,
4,16.00 WIB,PA Anak Kelas Kecil,GRII Singapura,https://zoom.us/j/92680555471?pwd=VnRjNmFaQzN1d2tNelpnQ3cwOG9iQT09,https://www.rec-singapore.org/pa-anak-kelas-kecil/,20200612,
5,16.00 WIB,PA Umum Mandarin,Vik. Irwan Arifin,https://zoom.us/j/86186422644,,20200612,
6,16.00 WIB,PA Anak Seri Tokoh - Yakub : Kanaan vs Haran,Bp. Hugosan K.,http://bit.ly/griicitralive,,20200612,
7,18.00 WIB,PA - Tafsiran Kitab Wahyu (2),Pdt. Baju Widjotomo,Pendaftaran hubungi WA : https://wa.me/62811323345,,20200612,
8,18.30 WIB,PA Pusat - Tabernakel dan Kembalinya Eden,Pdt. Ivan Kristiono,https://www.youtube.com/c/RELAYRMCI/live,https://pusat.grii.org/live,20200612,
9,18.30 WIB,PA Umum,GRII Singapura,https://www.rec-singapore.org/pa-umum/,,20200612,
10,18.30 WIB,PA Pemuda - The Heart of The Cross : The Perfect Salvation in Christ (2),Pdt. Solomon Yo,https://linktr.ee/grii.andhika,https://us02web.zoom.us/j/81371739483,20200612,
11,18.30 WIB,PA - Filipi : Sukacita dalam Penderitaan,Vik. Imelda Ginting,https://www.youtube.com/watch?v=mZzoZdwTJUM,,20200612,
12,19.00 WIB,PA - Mengikut Yesus : Mengikut & Resiko yang Mengikuti,Pdt. Thomy Matakupan,http://bit.ly/griibuaranlive,,20200612,
13,19.00 WIB,PA - Fakta dan Misteri Kematian,Vik. Stenly Y. Lailewan,http://bit.ly/mriibogorlive,Live FB : https://www.facebook.com/Mimbar-Reformed-Injili-Indonesia-Bogor-104262257972271,20200612,
14,19.30 WIB,PA - Makna Pertobatan Kornelius (2),Vik. Eben Matalu,https://www.youtube.com/c/GRIIBatam/live,,20200612,
