No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200718,
2,06.30 WIB,Persekutuan Doa Pusat,GRII Pusat,https://pusat.grii.org/live,,20200718,
3,06.30 WIB,PD - Saksi Berita Allah,Pdt. Sutjipto Subeno,https://zoom.us/j/2232232211,,20200718,
4,06.30 WIB,Persekutuan Doa,GRII BSD,http://www.grii-bsd.org/live/,,20200718,
5,06.30 WIB,Persekutuan Doa,GRII Kebon Jeruk,http://griikebonjeruk.org/pendaftaran-pd/,,20200718,
10,07.00 WIB,Persekutuan Doa,MRII Makassar,https://us02web.zoom.us/j/5520095323?pwd=eTRLVjFnTkZSWHlZNkVkU0JGdzRFZz09,,20200718,
9,07.00 WIB,Persekutuan Doa,GRII Karawaci,https://zoom.us/j/98538361319,Password (jika dibutuhkan) : doa,20200718,
11,07.00 WIB,Persekutuan Doa,MRII Bogor,http://bit.ly/mriibogorlive,,20200718,
7,07.00 WIB,Persekutuan Doa,GRII Kelapa Gading,https://griikg.org/live/,,20200718,
6,07.00 WIB,Saat Teduh Bersama - Tabut Perjanjian,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200718,
8,07.00 WIB,Persekutuan Doa,GRII Pondok Indah,Pendaftaran hubungi WA : https://wa.me/6281717717700,,20200718,
12,07.30 WIB,Persekutuan Doa,MRII PIK,https://zoom.us/j/335979844,,20200718,
13,07.30 WIB,Talkshow & Tanya Jawab GRII Melbourne - The Beauty of His Bride,"Pdt. Budy Setiawan,
Vik. Lim Yi Jin",https://myaf.online/zoom,,20200718,
14,08.00 WIB,PA Anak - Pohon Iman : Kabar Baik,PRII Tokyo,Pendaftaran hubungi WA : https://wa.me/6593978086,,20200718,
15,08.30 WIB,Tanya Jawab Umum GRII Karawaci,"Pdt. David Tong, 
 Pdt. Budi Sutrisno",https://www.youtube.com/channel/UCfTHYV5ssBlQGIREemrq51Q,,20200718,
16,10.00 WIB,PA Anak - 13 Rasul Tuhan Yesus : Andreas,MRII Depok,http://bit.ly/mriidepoklive,,20200718,
17,13.00 WIB,PA Anak - Berani Bersaksi,Pdt. Jimmy Pardede,http://bit.ly/griibdglive,,20200718,
